Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
127,-286,49.8,28.6
127,-82.2,32.8,-11.44
127,51,-2.12,-11.14
127,3.86,80.4,21.2
127,-34.2,152,62.8
128,49.2,64.8,130.8
128,78,-102.2,109.2
128,-65.6,-204,-112.6
128,-124.8,-166.6,-290
128,54,21,-122.4
128,138.4,242,190.6
129,-31.4,230,191.2
129,-117.6,-76.8,-116.2
129,48.8,-302,-268
129,166.4,-127,-37.4
129,23,214,288
129,-145.6,304,340
129,-81.6,30.4,48.8
130,121.2,-278,-296
130,196.2,-178.8,-274
130,4.26,183,78.2
130,-248,193.6,248
130,-214,-194.6,2.06
130,19,-330,-250
130,98.6,40.2,-120.2
131,39.4,334,140.4
131,74,140.4,128
131,123,-181.2,-38
131,-49.8,-157.2,-8.5
131,-206,124.4,117.4
131,52.6,204,-35
132,414,-12.8,-282
132,228,-149,-130.2
132,-370,-38.4,268
132,-552,71.4,386
132,-165.4,-1.106,155.2
132,117.8,-108,-117.8
132,122.8,-83,-256
133,234,3.66,-292
133,388,67,-202
133,234,130.8,85.4
133,-150.4,141.4,378
133,-380,30.4,304
133,-308,-126.4,-116
134,-70.4,-278,-444
134,204,-372,-412
134,364,-108.6,-27.4
134,179.6,526,502
134,-302,744,632
134,-596,100.8,107.4
134,-274,-532,-406
135,408,-398,-268
135,712,31,123.2
135,318,183.6,145
135,-314,139.2,-108.6
135,-512,-4.84,-228
135,-57.6,-246,-137.4
135,454,-262,30.2
136,264,134.4,204
136,-374,458,224
136,-562,222,-53.6
136,-159.2,-310,-346
136,190,-508,-218
136,186.6,-152.4,234
137,191.2,306,410
137,356,334,91.2
137,278,126.8,-165
137,-171.2,68.2,-46.6
137,-480,-19.68,-10.28
137,-308,-232,-169.2
137,51.4,-280,-103.4
138,210,-81.4,137.2
138,142,133,158.8
138,40.4,180.8,-49.6
138,-0.78,162.6,-139.4
138,-42.6,188.2,58.8
138,-118.4,26,188.8
138,-86,-348,-46
139,102.2,-404,-238
139,191.6,4.28,-30.4
139,56.4,286,177.8
139,-134.6,106.2,19.76
139,-197.2,-160.8,-199.8
139,-112.6,-78.8,-78
140,-31.2,206,188.6
140,62,204,158.2
140,258,-53.6,-16.2
140,324,-57,48.4
140,106.6,150.4,118.6
140,-171.2,31.6,-147.6
140,-286,-302,-378
141,-210,-230,-96.8
141,-97.4,187.2,370
141,-67.4,262,376
141,-14.3,-132.8,-72.4
141,175,-362,-378
141,394,-87.2,-280
142,314,266,-54.6
142,-146.6,212,78.6
142,-436,-73.8,149.8
142,-194,-63.6,222
142,92.2,139,206
142,111.2,87.6,56
142,199,-42.2,-44.8
143,274,15.78,-41.8
143,-43.4,29.2,-88
143,-410,-115.6,-202
143,-308,-171.8,-212
143,71.4,-20.2,-17.68
143,240,165.6,206
143,117.6,166,199.2
144,-34.8,-68.8,-11.36
144,-106.8,-324,-152.2
144,-134.8,-272,-33
144,-21,119.6,171.4
144,208,444,107
144,248,304,-180.4
145,-76,-116.8,-254
145,-406,-308,3.06
145,-214,-180.6,179.2
145,320,-26.2,61.2
145,436,48.4,-49.2
145,4.36,51.6,-8.76
145,-176.6,-18.62,-13.86
146,134.6,80.4,20.6
146,156.2,392,260
146,-318,350,292
146,-510,-242,-168.8
146,-54.8,-608,-470
146,500,-204,-114
147,506,304,210
147,-27.2,128.2,-66.2
147,-512,-274,-272
147,-498,-140.2,82.4
147,-61.8,278,408
147,324,408,312
147,234,212,31
148,-124.6,-173.4,-286
148,-210,-508,-448
148,80,-404,-222
148,332,94.2,181.2
148,206,484,380
148,-21.4,366,248
148,44,-160.4,-79.8
149,75,-474,-238
149,-252,-188.4,-87.4
149,-432,222,-9.72
149,-34.4,266,-135.8
149,506,101.8,-68.8
149,454,-31.4,238
150,-196,-63.4,372
150,-558,-3.18,140.4
150,-170,40.8,-244
150,260,24.2,-390
150,91.8,2.26,-99.2
150,-320,3.68,294
150,-326,27.6,330
151,53.8,43.2,76.8
151,290,-52,-126.4
151,270,-290,-286
151,234,-450,-462
151,44.6,-276,-388
151,-316,162,96.6
151,-250,528,644
152,292,552,682
152,516,218,80.4
152,234,-185.6,-538
152,-5.84,-304,-454
152,-232,-110,136.8
152,-720,144.6,454
153,-800,218,272
153,25.6,19.94,-22
153,800,-264,-192.6
153,556,-358,-334
153,-276,-214,-454
153,-606,-8.68,-312
153,-117.8,97.8,114.4
154,434,136,422
154,426,167.8,364
154,142,155,192
154,-5.34,107.8,100.2
154,-67.2,26.4,-69.6
154,-121.2,-104.6,-270
155,-139,-110.6,-156.2
155,-188.4,59.6,137.8
155,-139,114.4,148.6
155,173.6,-61.8,-69.4
155,374,-172.2,-136.8
155,89,-48,-60.2
155,-328,65.2,-87.6
156,-358,11.8,-116.4
156,-48.2,-7,89.6
156,178.8,88,314
156,78.2,66.8,177.2
156,-148.2,-162.4,-220
156,-88.6,-326,-402
156,280,-141.2,-152
157,458,240,290
157,194,372,450
157,-184.2,182.8,125.2
157,-374,32.2,-246
157,-334,15.84,-176
157,-61.4,-113.4,108
158,242,-294,122.8
158,228,-232,-107.2
158,-14.2,-29.6,-264
158,-21,81,-199.4
158,210,224,85
158,151.6,390,388
158,-310,210,316
159,-618,-290,-138.2
159,-320,-542,-406
159,340,-296,-228
159,674,116.2,35
159,422,312,157.8
159,-64.8,196.4,222
159,-462,-17.54,183.2
160,-566,-16.42,-13.92
160,-196,191.2,-139.8
160,372,188.4,-65.4
160,520,-220,-60
160,169.8,-516,-184.8
160,-109.2,-198.6,-73.6
161,-10.86,360,302
161,131.4,446,432
161,-50.2,14.3,6.82
161,-456,-304,-500
161,-624,-94.6,-352
161,-153.2,220,236
161,624,62.6,342
162,740,-300,-122.8
162,46.8,-288,-374
162,-480,10.66,-85.6
162,-382,222,316
162,-47.4,276,370
162,312,183.8,61.8
163,478,17.76,-183.2
163,85.6,-117.2,-104.8
163,-408,-250,5.1
163,-230,-238,-51.4
163,222,64.2,-71.2
163,54.2,308,-19.3
163,-440,125.4,-38.4
164,-334,-199.8,-46.6
164,336,-120.6,110.4
164,708,286,304
164,314,342,200
164,-446,-199.4,-266
164,-736,-708,-636
164,-260,-496,-360
165,380,250,380
165,580,688,748
165,344,418,398
165,-67.8,-77.2,-175
165,-386,-268,-454
165,-360,-165.4,-346
166,-37.4,-25,-44.4
166,224,16.54,153.6
166,138.8,23.4,130.4
166,-158.8,92.2,65.2
166,-166,145,81.4
166,136.2,33.8,49.8
166,183.8,-187.6,-95.2
167,-42.4,-258,-192.4
167,-88.6,-20.2,-73.8
167,83.2,292,185
167,153.6,181.8,196.2
167,-47,-368,-202
167,-262,-570,-426
167,-122.4,58.8,46.2
168,238,762,618
168,312,570,388
168,13.76,-222,-346
168,-282,-550,-566
168,-342,-161.2,-61.4
168,-115.8,228,408
169,274,129,272
169,372,-70,-98.8
169,-35.4,15.46,-182.8
169,-434,60.4,-126.2
169,-226,-158,-172
169,352,-248,-95.8
169,534,-41.6,165.2
170,126,143.2,250
170,-280,206,129.6
170,-262,212,50.8
170,-109.4,31.2,-64
170,-131.6,-252,-236
170,-131.2,-260,-187.4
171,138.8,44.6,102
171,396,256,284
171,171.2,172.2,169.6
171,-306,-49.6,-77.8
171,-332,-194.2,-244
171,148.6,-121.4,-204
171,428,93,-0.0556
172,118.2,162.2,144.8
172,-318,-21.8,93.6
172,-314,-246,-41.6
172,-59.6,-254,-127.2
172,-65,-18.36,-123
172,-108.8,246,54.8
172,296,360,392
173,658,274,488
173,238,-9.2,6.14
173,-440,-316,-606
173,-408,-362,-610
173,109.6,-114.8,-71.6
173,238,244,442
174,-122.4,446,574
174,-382,133.4,105.4
174,-210,-516,-586
174,156,-574,-530
174,300,193.4,302
174,153,632,702
174,29,95.6,139.8
175,43,-446,-448
175,-24.2,-286,-378
175,-154,69.8,-38.4
175,-116.4,308,230
175,-19.82,404,288
175,-17.26,63.8,-33.4
176,36.4,-410,-328
176,166.8,-266,-96.8
176,189,286,338
176,35,378,408
176,-133.2,-80.2,62.4
176,-155,-360,-314
176,-129.6,-147,-368
177,-161.2,60,-185
177,-86.4,-6.42,-42.2
177,163.2,-72.6,14.08
177,316,-103.8,66
177,156.8,-149.8,162.4
177,-138.2,37.2,278
177,-206,440,270
178,66.4,536,32.6
178,322,105.2,-228
178,132.8,-336,-191.8
178,-318,-370,-12.78
178,-388,-181,-58.6
178,2.96,3.56,-150.2
179,264,145,8.72
179,132.8,119.2,115.2
179,-111.2,-99.4,-87.6
179,-240,-197.2,-149.2
179,-160,49.8,238
179,90.8,334,504
179,260,220,153.6
180,234,-204,-402
180,80.8,-412,-510
180,-116.4,-115.4,-95.4
180,-183,296,324
180,-63.6,268,288
180,126.8,-72.2,-18.24
180,264,-173.4,-127.8
181,141.4,-16.38,-90.8
181,-266,41.6,-141.6
181,-544,37.2,-58
181,-306,111.8,222
181,236,85.6,276
181,532,-75.4,64.8
182,288,-224,-154.8
182,-236,-290,-336
182,-374,-76,-266
182,33.8,362,155.8
182,350,494,466
182,191.4,133.6,338
182,-147.8,-296,-95.8
183,-308,-400,-504
183,-194.8,-166.8,-442
183,59.8,115,95.4
183,182.8,160.4,442
183,78.8,41,234
183,-26.2,-36.6,-123.4
184,42.2,-59.6,-202
184,166.6,-12.38,-49.8
184,112.2,145.8,87
184,-179.4,280,137.8
184,-402,152.6,111.4
184,-198.8,-208,-9.2
184,260,-402,-118.6
185,412,-226,-161.4
185,110.2,50.4,-191.6
185,-193.8,170.8,-129.6
185,-175,175.6,129.8
185,1.75,189.4,458
185,59,151.8,440
185,-19.7,-95.8,-133.4
186,-51.8,-374,-638
186,9.42,-312,-400
186,13.5,22.6,182.8
186,-58.6,250,342
186,-85.8,292,123.8
186,-41,230,5.08
187,97,-70.6,-30.4
187,276,-444,-162
187,246,-314,-130.8
187,2.58,260,188.4
187,-128.4,516,386
187,-113.8,183.6,132.6
187,-206,-270,-342
188,-340,-400,-496
188,-197.2,-224,-157.6
188,193.8,14.86,244
188,418,228,342
188,276,338,218
188,-64.4,143.4,-27.6
188,-304,-226,-320
189,-171.6,-298,-316
189,206,43,108.2
189,312,292,390
189,9.44,66.2,136.2
189,-212,-254,-188.8
189,-80,-183.6,-142.4
190,38.4,82,50.8
190,-81.6,121.6,51.6
190,-107.4,-30.6,-131.2
190,101.8,-59,-193.6
190,138.6,100.6,29
190,-165.4,189.6,262
190,-292,80,262
191,45.4,-65.6,115.4
191,304,-120.4,-70.2
191,175,-130.4,-222
191,70.6,-133.2,-272
191,104,-57.6,-183.6
191,-52.4,93.6,31.4
192,-260,193.8,224
192,-191.4,140.2,220
192,-18.46,-104.8,2.56
192,36.4,-318,-199.2
192,76.6,-94.2,-81
192,118.2,420,266
192,11,470,280
193,-110.8,-120.8,-202
193,21.2,-562,-470
193,162,-336,-76.8
193,-27.8,120.2,348
193,-190,306,240
193,36.2,236,-49.8
193,246,90.2,-79.6
194,48.8,-24.2,9.46
194,-238,-126.4,-56.6
194,-248,-260,-208
194,-105.4,-280,-197.2
194,73.8,-58.8,49.6
194,302,276,346
195,352,474,378
195,51.6,300,36.6
195,-352,-212,-386
195,-412,-566,-484
195,-39.6,-332,-124.6
195,310,238,402
195,270,454,518
196,11.08,67.6,32.2
196,-134.4,-328,-442
196,-72.4,-124,-294
196,58.8,352,210
196,25.8,310,352
196,-184.4,-280,-34.6
196,-174.4,-554,-346
197,168,-44.6,-72
197,294,544,376
197,-40,378,250
197,-324,-270,-304
197,-182.4,-486,-458
197,151,-99.6,-46.4
198,296,214,294
198,182.4,128.4,232
198,-13.3,-16.74,11.1
198,-182,19.2,-107.8
198,-252,142.6,-56.2
198,-66.4,179.8,50.8
198,270,30,38.4
199,326,-172.6,-15.62
199,-7.68,-266,-1.916
199,-292,-252,-52.8
199,-288,-39.8,-118.4
199,-176.2,292,-3.8
199,-19.88,280,119.2
200,173,-95.8,24.2
200,260,-246,-115.2
200,228,21.4,-43
200,171.8,272,168.4
200,-0.69,175.8,232
200,-330,-88.8,49.8
200,-436,-183,-181.6
201,-68.2,-66.2,-220
201,360,46,-30.6
201,376,3.18,117
201,13.7,-119.2,-18.08
201,-324,-114.2,-206
201,-236,65.6,-85
201,154.6,194.2,199.2
202,232,105.8,278
202,-121,-23.4,171.6
202,-252,-44.4,30.8
202,89.4,-110.6,-200
202,330,-214,-382
202,115,-75.4,-206
203,-238,262,202
203,-304,332,322
203,-62.8,-16.96,28.2
203,112.6,-274,-187.8
203,81,-67,16.58
203,103.6,228,280
203,220,115,95.6
204,149.2,-218,-326
204,-166.4,-234,-322
204,-392,40.6,111.4
204,-202,116.6,324
204,250,-51.6,76.2
204,458,-48.4,-197
204,197.2,139,-183.4
205,-230,92.2,-51.2
205,-386,-119.2,76.8
205,-232,14.86,280
205,-61.8,306,334
205,55.8,79.8,-52.8
205,194.4,-472,-512
206,182.6,-512,-424
206,-29.4,70.2,121.2
206,-119.4,550,440
206,88.2,454,262
206,366,5.06,-41.2
206,300,-290,-113.8
206,-214,-204,-16.34
207,-580,-7,-22.2
207,-276,25.2,-151.6
207,250,-52.8,-161.2
207,296,-137.4,-39.6
207,-73.6,-134.4,43.4
207,-248,17.1,70.2
208,-29.4,185.4,71
208,146.4,264,108.2
208,44.8,264,242
208,-48.2,116.6,258
208,83.2,-230,-94.6
208,274,-524,-524
208,137.8,-362,-438
209,-336,173.4,86.2
209,-512,430,324
209,-15.88,204,118.4
209,564,0.242,43.2
209,448,22.8,202
209,-170.6,-37.4,106.2
209,-436,-188.8,-240
210,-182.2,-114.2,-320
210,71.8,83.8,-71.6
210,98.8,47.4,116.8
210,24.2,-99.2,135.2
210,-37.6,-47.6,118.2
210,-43.6,126.2,104.4
211,-13.7,117.6,41.8
211,75,-196.6,-192.4
211,228,-396,-406
211,234,6.62,-126.4
211,-73,592,430
211,-374,498,456
211,-258,-178,-111
212,19.96,-500,-438
212,70.8,-143.8,-92.8
212,103.4,246,346
212,262,199,288
212,210,-88.4,-111
212,-155.8,-324,-432
213,-350,-314,-394
213,-39.8,-9.56,24.4
213,294,306,420
213,92.2,368,392
213,-272,206,54
213,-212,-59.4,-210
213,102.6,-252,-187.4
214,248,-160.8,37.8
214,168.2,129.8,189.6
214,-14.06,192.8,54.4
214,-204,-99.6,-228
214,-290,-328,-288
214,-154.4,-204,-50.8
214,168.4,55.4,139.8
215,368,173.4,121
215,224,113.2,60
215,-54.2,6.32,48
215,-177,9.14,47.2
215,-98,125.6,43
215,57.6,232,39.2
216,99.8,171.4,26
216,-75.8,-113.2,-31.8
216,-290,-374,-131.2
216,-270,-336,-182.2
216,55.2,-96.4,-114
216,488,102.2,21
216,526,206,124
217,-96,232,168.2
217,-704,133.8,149.6
217,-492,-49.2,27.6
217,210,-173.6,-140.8
217,484,-152.8,-189
217,238,-26.8,-67.8
217,26.2,74,99
218,27.2,59.2,145.2
218,23.6,11.68,30
218,-77.8,54,-74.4
218,-185.6,89.4,-22.8
218,-208,-32.6,44.6
218,-124.2,-144.6,-34.8
219,30.4,-24.4,-104.4
219,183.6,116,-20.6
219,173.4,11.42,65.2
219,-56.8,-151.8,30.2
219,-226,-128.2,-47.6
219,-126.6,33.8,-34.6
219,97.2,163.4,68
220,252,138.4,121.8
220,244,10.24,76.8
220,123.2,-40.2,-1.028
220,-10.5,10.02,-55.8
220,-212,-3,-94.2
220,-416,-63.4,-107.6
221,-308,-19.6,-13.14
221,150,22,133.6
221,482,-34.6,129.8
221,246,-50.4,-23.8
221,-232,-67.4,-176.2
221,-254,-174.6,-258
221,103,-141.8,-177.8
222,204,152.2,117.2
222,-14.94,394,378
222,-168.2,308,304
222,-140.4,21.8,-3.06
222,-81.6,-180,-178.4
222,-38.6,-183,-95.6
222,131.2,-139.6,5.58
223,398,-170,-51.2
223,360,-55.6,-57.2
223,-116.2,232,106
223,-508,268,143.8
223,-426,-1.43,-59.8
223,-106.6,-159.4,-212
224,194.4,-126.8,-170
224,370,-140.6,-70.4
224,252,-132,49.2
224,-58.6,71.4,189.2
224,-182.6,278,187.4
224,-28.6,274,55.8
224,146,132,23.2
225,117.4,-76.6,38
225,-113.4,-316,-82.6
225,-298,-352,-193.4
225,-183,-33,-100.2
225,109.4,318,46.6
225,256,256,38.6
225,134.6,-87,-21.8
226,-79.2,-197,22.8
226,-149.2,26.6,86.8
226,-73.4,194.4,53.4
226,23,49.8,-17.52
226,88.4,-187,-7.24
226,84.6,-192.2,35
227,17.6,8.08,-0.314
227,-49.6,204,-20
227,-75.6,212,16.24
227,-26.6,-32.6,-31.6
227,69.4,-266,-132.4
227,123.8,-214,-148.6
227,105.6,19.22,-43.6
228,23.6,224,158.6
228,-116.6,202,236
228,-252,-85.6,-5.68
228,-208,-240,-210
228,20.8,7.52,-25.6
228,107.2,250,192.8
229,33.2,139.4,105.8
229,131.8,-57.8,-35.4
229,290,-75.4,-11.96
229,160.8,-31.8,14.66
229,-142.4,-61.4,-93
229,-302,-129.8,-212
229,-246,-140.2,-145.2
230,-51.6,-20.4,89.4
230,206,163.6,250
230,316,248,206
230,81,165.8,47.2
230,-208,-22.4,-102.4
230,-168.6,-192.8,-191.6
230,13.16,-252,-212
231,22.4,-174.6,-126.4
231,11.8,50,90.8
231,119,304,296
231,67.2,316,248
231,-143.2,9.8,-56.8
231,-118,-294,-270
232,79.4,-264,-118.8
232,70.2,-2.58,135.6
232,-48,120.6,65.6
232,-26,31.4,-181.6
232,20.8,-1.506,-96.4
232,4.54,99.6,266
232,31,128.6,320
233,74.8,32.4,-46.8
233,27.8,-28.6,-278
233,-66.2,-8.94,-94.6
233,-61.6,-7.8,125
233,53,-76.2,64
233,69.8,-202,-123.6
233,-110.4,-244,-181.8
234,-206,-8.6,-53.2
234,-13.62,312,100.6
234,181.8,288,105.2
234,148.8,-27,36.4
234,53,-168.2,48.8
234,3.64,-11.98,64.8
235,-89.4,90.8,-27
235,-198.2,-39.8,-109.4
235,-125,-149.6,-69.4
235,120.6,-79,8.66
235,214,60.4,67.6
235,34.2,156.2,126
235,-113.8,119.4,98
236,-30.2,-19.62,-49.4
236,86.8,-70.6,-161
236,62.8,-30.4,-144
236,-22.4,-93.6,-70.8
236,-85,-194.6,18.52
236,-81,-70.2,128.6
237,-14.46,208,159.8
237,-14.66,332,89.6
237,-12.1,234,72.2
237,166.4,-16.88,56.2
237,179,-358,-161
237,-244,-496,-392
237,-458,-190.4,-258
238,28.2,286,144.8
238,606,480,368
238,512,268,238
238,-156.2,-100,-17.1
238,-654,-320,-168.6
238,-428,-264,-170.6
238,238,1.158,-54.8
239,546,226,94.6
239,154.4,194.4,162
239,-360,-41.6,74.2
239,-316,-232,-101
239,51,-125.2,-130.2
239,130,178,35
240,44.8,238,98.2
240,141,-10.32,-50
240,216,-119,-88.8
240,78.2,26.2,111.8
240,-137,23.2,171.2
240,-290,-220,-136.4
240,-246,-220,-360
241,-20.4,200,-54.6
241,143.8,426,368
241,187.2,25.8,266
241,202,-430,-166.8
241,57.4,-274,-306
241,-220,212,-68
242,-240,320,125.6
242,33.4,-19.78,72.6
242,200,-250,14.22
242,125.2,-66.8,104.2
242,-11.36,212,169.8
242,-151.6,186.2,42.4
242,-260,-41,-158
243,-100.8,-103.8,-169.2
243,284,-29,-33.4
243,418,-18.42,26.6
243,119.4,5.4,45.4
243,-276,53.4,53.4
243,-394,-40.8,-69.2
243,-164.8,-180.4,-176.2
244,169.8,-73.4,3.34
244,304,156.6,254
244,134.6,56.8,102
244,-154.4,-222,-268
244,-224,-57.4,-198.4
244,30.6,380,236
245,248,310,300
245,59.8,-190.4,-56.6
245,-258,-318,-177.6
245,-172,26.6,59
245,192.4,202,144.6
245,274,-7.16,-91.6
245,-3,-169.6,-258
246,-218,-4.56,-68
246,-165,164,189.4
246,-53.8,0.1442,134.8
246,2.78,-224,-79
246,142.2,-133.4,-111.8
246,236,128,6.34
246,34.8,204,60.2
247,-202,2.08,-13.52
247,-147.8,-250,-113.6
247,12.48,-222,-83.2
247,96.2,128,137
247,182.2,424,334
247,186.8,328,199
248,10.12,-39.8,-157.4
248,-208,-282,-284
248,-312,-232,-118
248,-197.4,-65.2,5.72
248,79,11.88,-2.02
248,200,-24.2,-3.72
248,77,-65.2,-24.2
249,32.8,-7.56,-57.2
249,146.8,147,59.6
249,111.8,220,226
249,-124.4,67,157.4
249,-252,-127.6,-46.6
249,-120.2,-150.4,-117.2
250,79.4,-60.6,-97.4
250,121.8,40.8,-79.8
250,24.4,119.6,-0.0436
250,-15.62,86.4,82
250,78.2,-93,21.4
250,154.6,-236,-90.2
250,30.6,-115.2,-34.8
