Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
138,-77.5,428,-827
138,-986,454,-463
138,-538,-234,473
139,922,-559,626
139,1430,-82.4,-181
139,310,487,-717
139,-991,421,-119
139,-1120,-126,698
139,-318,-402,465
140,536,-186,-452
140,830,98.2,-685
140,391,200,91.6
140,-365,111,743
140,-704,-62,454
140,-332,-139,-187
140,321,-111,-409
141,557,-36.6,-236
141,130,123,-114
141,-424,253,-220
141,-384,20.5,-64
141,306,-426,497
141,885,-264,433
142,446,544,-485
142,-832,746,-638
142,-1350,-189,536
142,-228,-922,1100
142,986,-376,-66.6
142,712,425,-1230
142,-152,269,-652
143,-115,-200,714
143,246,37.1,868
143,-166,515,-104
143,-710,269,-481
143,-386,-442,61.9
143,408,-656,275
143,739,-103,-282
144,380,612,-627
144,-261,586,-113
144,-584,-240,497
144,-339,-713,437
144,97.5,-184,72.9
144,258,408,-32.1
145,161,202,0.969
145,67.4,-190,-161
145,62.6,-66.7,-311
145,133,177,-130
145,91.4,149,150
145,-266,78.9,152
145,-493,76.7,-84.6
146,-84.6,-51.9,-146
146,410,-316,167
146,141,-392,423
146,-484,-84.5,239
146,-215,273,-135
146,807,275,-319
147,865,75.1,-301
147,-413,60.8,-248
147,-1170,152,-38.4
147,-316,-65,394
147,800,-447,430
147,661,-283,-199
147,-309,396,-564
148,-775,556,-97.6
148,-289,-135,448
148,473,-624,420
148,632,-238,94.5
148,146,323,-184
148,-223,366,-363
148,-173,101,-266
149,-173,-94.2,120
149,-321,-145,324
149,-159,-94.3,116
149,360,9.3,-128
149,637,85.6,-149
149,199,16.5,-51.6
150,-564,-151,120
150,-690,-80.1,261
150,38.1,204,46.5
150,659,97.1,-393
150,423,-347,-395
150,-259,-206,79.1
150,-536,524,301
151,-151,612,147
151,409,-263,160
151,484,-808,243
151,-82,-266,-127
151,-660,488,-615
151,-527,531,-374
151,179,14.2,494
152,752,-467,863
152,774,-425,129
152,167,239,-898
152,-774,731,-928
152,-1070,130,192
152,-178,-778,1030
153,794,-460,516
153,608,536,-410
153,-246,521,-481
153,-535,-319,1.72
153,-43,-535,185
153,415,81,-7.78
153,309,501,-142
154,-55.6,262,-36.8
154,-288,-132,128
154,-267,-299,209
154,41.9,-294,149
154,391,-109,-101
154,276,215,-398
155,-386,356,-388
155,-708,179,63.6
155,39.9,-54.5,510
155,887,-137,357
155,515,-144,-184
155,-490,-154,-278
155,-646,-94.3,120
156,-10.6,82.4,229
156,268,249,-128
156,81.5,150,-329
156,75,-196,-67.5
156,189,-260,213
156,-37.9,105,168
156,-398,241,39
157,-307,-55.4,-19.9
157,127,-154,-116
157,285,132,-204
157,48.6,235,-151
157,-53.4,-136,74.6
157,255,-498,298
158,368,-273,220
158,-153,373,-66
158,-527,659,-140
158,-131,233,-35.3
158,272,-348,-22.4
158,83,-447,-5.33
158,-124,-113,41.1
159,-93,163,-27.5
159,-179,130,-109
159,-115,14.6,-88.1
159,338,11.4,21
159,541,11.5,142
159,84.2,-2.26,70.7
159,-465,-38.6,-106
160,-462,-198,22.7
160,-13.5,-205,333
160,333,178,223
160,243,460,-273
160,-70.3,164,-475
160,-168,-324,-232
161,-76.4,-373,101
161,-16.2,-26.3,362
161,114,282,320
161,263,303,-107
161,107,48.1,-388
161,-254,-226,-150
161,-289,-279,271
162,83.2,-121,368
162,248,114,36.5
162,-91.2,315,-351
162,-365,301,-319
162,-120,-113,79
162,320,-532,308
163,500,-287,122
163,255,309,-166
163,-304,346,-147
163,-595,-136,134
163,-234,-284,234
163,267,112,-44.2
163,338,373,-357
164,75.9,138,-290
164,-133,-173,94.5
164,-40.6,-190,365
164,139,-44.9,288
164,-29,12.7,33.9
164,-332,-44.2,-128
164,-210,-46.5,-144
165,162,106,-169
165,314,166,-163
165,300,-84.8,89.5
165,227,-295,306
165,-91.2,-51.1,83.8
165,-502,326,-229
166,-514,243,-171
166,-110,-155,59.2
166,289,-292,153
166,452,-56.9,68.7
166,332,263,-79.3
166,-13.2,324,-47.9
166,-314,-27.9,139
167,-344,-374,106
167,-107,-237,-177
167,240,88.6,-260
167,379,143,-36.9
167,131,29,108
167,-269,-64.1,109
167,-440,-80.5,186
168,-248,96.1,184
168,185,259,-27.7
168,494,62.4,-174
168,301,-209,-169
168,-131,-167,-152
168,-167,-2.24,-67.9
169,85.7,51.5,81.2
169,-48.6,87.9,132
169,-453,111,129
169,-300,-14.5,166
169,319,-109,34.4
169,447,-31.8,-270
169,-9.11,-33.7,-303
170,-239,-78.1,49.4
170,38.4,72.6,281
170,285,205,66.4
170,85.7,28.8,-164
170,-280,-265,32.9
170,-319,-257,270
171,-35.4,114,76.2
171,154,401,-261
171,49.2,194,-284
171,12.2,-249,-36.2
171,271,-325,192
171,251,4.12,205
171,-280,263,-15.1
172,-481,179,-173
172,19.2,-89.7,5.87
172,431,-185,231
172,223,-17.6,59.5
172,-231,106,-325
172,-419,2.19,-350
172,-169,-132,46.3
173,293,-72.6,386
173,451,67.3,385
173,102,32.9,96
173,-268,-40.7,-257
173,-224,113,-410
173,-10.2,241,-271
174,31.6,30.1,109
174,-29,-268,464
174,-31.3,-297,398
174,94.5,-67.9,-86.5
174,243,253,-482
174,140,428,-395
174,-170,177,24.3
175,-304,-363,372
175,-139,-557,381
175,132,-79.8,32.5
175,289,458,-330
175,139,304,-251
175,-194,-182,102
176,-303,-207,173
176,-109,49.4,40.2
176,150,85.5,12.3
176,303,53.6,-118
176,205,93.3,-314
176,-117,12,-104
176,-282,-160,407
177,-60.8,-214,547
177,161,-89.2,122
177,4.07,138,-375
177,-156,244,-507
177,68.7,73.6,-253
177,235,-78.6,126
177,-103,13.2,282
178,-458,26.1,185
178,-151,-218,109
178,504,-290,73.3
178,632,108,-121
178,22.9,485,-310
178,-619,261,-184
179,-512,-302,151
179,134,-491,272
179,390,-104,18.2
179,108,353,-190
179,-56.4,333,48.6
179,-5.23,-53.2,366
179,-53.8,-272,138
180,-67.8,-113,-426
180,81.7,162,-512
180,166,184,44
180,30.7,-84.4,470
180,-233,-211,211
180,-387,23.9,-256
180,-182,168,-261
181,318,-43.2,104
181,545,-161,320
181,150,102,135
181,-335,274,-173
181,-269,-49.8,-181
181,167,-384,34.8
182,325,-165,48.9
182,-8.35,299,-166
182,-399,406,-177
182,-375,43.8,153
182,43.4,-377,373
182,374,-360,130
182,239,-31,-228
183,-74.1,100,-174
183,-103,99.3,72.5
183,68.3,274,21
183,116,415,-154
183,-73.1,182,-96.3
183,-322,-310,91.5
184,-262,-621,186
184,155,-455,136
184,447,75.4,-29.6
184,258,476,-171
184,-108,400,-121
184,-237,119,27.5
184,-175,-31.4,31.5
185,-59,-154,-51
185,57.4,-299,63.1
185,57.5,-212,245
185,-38.6,109,79.3
185,-67.4,269,-252
185,51.5,81.8,-192
185,240,-211,169
186,246,-232,220
186,-47.5,134,-183
186,-289,432,-425
186,-222,198,-16.4
186,-90.9,-240,501
186,-4.11,-315,351
187,152,-149,-201
187,267,-67.6,-366
187,196,69.6,-42.6
187,-22.7,296,225
187,-320,231,128
187,-435,-129,-105
187,-34.6,-275,-171
188,478,-8.57,-66.2
188,384,286,-0.718
188,-60.1,177,-47.1
188,-197,-199,0.278
188,-124,-328,231
188,-136,-131,337
188,-120,49.6,65.2
189,-26.8,109,-295
189,92.4,187,-303
189,291,260,-53.9
189,324,120,26
189,-89.5,-215,-43.8
189,-479,-404,126
190,-241,-180,396
190,288,287,194
190,336,388,-308
190,-87.3,-64.7,-384
190,-260,-384,-35.1
190,21.6,-173,183
190,179,181,127
191,-53,298,47.7
191,-259,142,1.84
191,-103,-68,-148
191,208,-125,-245
191,254,-74.2,-37.5
191,53,-7.44,244
192,1.09,13.6,260
192,83.9,-103,93.2
192,-62.6,-213,-49.2
192,-292,-49.6,-118
192,-220,248,-133
192,-40,269,-58.2
192,34.7,20.3,88.2
193,183,-125,90.2
193,323,-48.8,-116
193,177,78.4,-259
193,-127,75.3,-122
193,-267,-94.7,211
193,-182,-217,402
193,-2.23,-67,210
194,107,199,-152
194,77.6,176,-268
194,26.7,-117,-89.2
194,1.97,-182,43.2
194,-39.7,57.4,-25.9
194,-7.98,124,-50.7
195,152,-70.4,66.9
195,199,-89.5,60.9
195,-94.9,127,-99.6
195,-389,164,-89.7
195,-195,-77.2,166
195,215,-258,316
195,241,-126,79.2
196,-16.8,202,-267
196,-134,356,-297
196,-69.8,110,-104
196,13.3,-265,61.8
196,52.1,-350,209
196,99.9,-129,268
196,112,156,114
197,-14.7,290,-151
197,-146,165,-365
197,-80.2,-70.3,-371
197,90,-161,-6.47
197,75.1,-124,466
197,-113,-95.3,480
198,-116,-4.98,52.9
198,105,152,-238
198,161,198,-191
198,-0.596,130,-162
198,-72.3,22.1,-260
198,-19.4,-158,-67.1
198,-25.1,-295,419
199,-97.8,-196,508
199,-68.1,58.4,-2.43
199,52.1,204,-439
199,37.9,131,-329
199,-4.19,5.96,16.9
199,153,17.1,167
200,193,87.3,145
200,-92,46.2,103
200,-245,-67.6,-1.2
200,-32.8,-122,-147
200,154,-118,-152
200,28.7,-129,32.8
200,-143,-64.4,190
201,-44,161,120
201,76,290,-39.4
201,-63.3,149,-100
201,-148,-50.5,-133
201,105,-170,-140
201,369,-198,7.71
201,239,-41,197
202,-173,186,182
202,-403,123,2.15
202,-196,-205,-101
202,192,-287,-45.1
202,229,60.3,39.3
202,-136,347,37.2
203,-258,226,-39
203,87.8,-42.2,-125
203,295,-211,-121
203,92.8,-214,-11.3
203,-104,43.4,59.2
203,-78.5,283,87.3
203,-29,91.8,162
204,-18.9,-259,125
204,10.9,-235,-49.5
204,-37.8,59,-95.9
204,-64.8,189,-27.7
204,80.3,103,-42.6
204,162,1.83,-84.2
204,15.8,-54.7,-35.6
205,-171,-66.6,29.4
205,-130,5.49,-17.1
205,146,29.9,-54.5
205,288,-112,93.7
205,50.2,-165,221
205,-305,90.2,102
206,-356,372,-84.6
206,-42.3,248,-146
206,283,-182,-152
206,298,-331,-165
206,64.8,-65.6,-88.3
206,-161,110,126
206,-248,-39.4,342
207,-175,-208,364
207,38.8,-89.4,118
207,297,250,-273
207,373,412,-548
207,81.1,106,-338
207,-285,-366,277
208,-284,-374,470
208,-84.4,142,-25.4
208,-53.1,459,-321
208,-48.1,155,12.6
208,161,-303,317
208,305,-403,206
208,108,-188,-35
209,-172,110,-227
209,-199,324,-328
209,-14.4,329,-220
209,125,154,49
209,72.4,-88.6,295
209,-76.5,-292,376
209,-142,-271,182
210,-56.7,-53,-159
210,96.2,58.9,-278
210,128,14.7,-126
210,-17.2,50.3,-43.7
210,-70.9,169,-88.4
210,70.2,147,8.41
211,99.1,-5.82,209
211,-41.2,-108,224
211,-93.2,-105,65.2
211,-12.2,-24.6,-66.4
211,88,35.1,-130
211,75.7,8.46,-139
211,-126,47.3,-97.5
212,-282,137,-44
212,-105,-18.4,59.7
212,244,-297,211
212,320,-249,222
212,53.1,93.5,2.81
212,-131,371,-264
213,-76.2,372,-332
213,-68.7,13.5,-77.7
213,-128,-433,291
213,2.75,-434,357
213,212,33.4,75.1
213,93.4,422,-187
213,-233,301,-195
214,-195,-191,-6.88
214,159,-425,137
214,255,-57,1.37
214,7.44,386,-246
214,-114,279,-184
214,82,-160,166
214,176,-310,326
215,-99.8,-49.9,89.2
215,-401,224,-151
215,-303,174,-83.1
215,126,-116,40
215,410,-266,-22.6
215,298,-98.6,-71.1
216,-4.55,155,46.8
216,-227,193,124
216,-258,33.3,-6.08
216,-86.2,-78.1,-170
216,160,-37.2,-145
216,198,57.9,18.7
216,-40.2,89.4,158
217,-187,-10.6,197
217,28.1,-178,75.4
217,278,-194,-190
217,146,16,-296
217,-169,184,37.5
217,-270,106,408
217,-144,-37,195
218,50.8,-28.5,-339
218,155,54.6,-399
218,74.5,55.5,64.9
218,-10.4,13.2,326
218,43,-27.1,90.9
218,41.4,-119,-135
219,-85.8,-177,-46.2
219,-88,-44.4,72.2
219,32.9,141,48.4
219,12.3,116,5.66
219,-72,-28.9,-13.6
219,20.8,-28.4,-48.5
219,168,109,-82.7
220,124,157,-72.5
220,-61.2,19.5,-0.998
220,-155,-150,97.8
220,-90.6,-181,133
220,5.87,-63.3,32.1
220,57.3,75.6,-94.3
221,41.4,93.9,-64.3
221,-66.9,-2.36,27.2
221,-127,-81.3,-19.9
221,30.6,-56.2,-76.2
221,208,57.9,18.7
221,115,137,82.4
221,-98,41.1,16.9
222,-133,-163,37
222,27.9,-222,133
222,189,21.8,18
222,135,345,-211
222,-132,317,-173
222,-340,-80.4,69.7
222,-236,-378,149
223,138,-210,30.9
223,407,196,-96.8
223,211,273,-139
223,-250,-63.4,-44.4
223,-388,-298,138
223,-54.4,-148,202
224,313,122,61.5
224,327,233,-108
224,31.3,143,-134
224,-222,-67.3,-37.7
224,-210,-208,76.4
224,-42.3,-138,109
224,75.9,36.1,25.3
225,88.3,111,-59
225,79.4,64,-29.4
225,58.9,46.3,-21.2
225,-65.7,118,-141
225,-204,135,-170
225,-127,-50,34.2
225,154,-284,237
226,294,-240,225
226,32.8,52.2,61.3
226,-320,198,-89.7
226,-229,42.4,-91.1
226,194,-121,-8.07
226,327,-57.6,-52.8
227,15.3,135,-169
227,-245,250,-111
227,-125,122,58.3
227,92.5,-183,65.5
227,113,-332,-13.5
227,22.5,-128,105
227,-73,176,293
228,-120,202,190
228,-25.9,-26.6,-126
228,138,-154,-273
228,188,-41.5,-143
228,105,83.4,45.5
228,-56.3,83.3,47.9
229,-248,108,-156
229,-286,152,-206
229,-95.2,-36.3,140
229,124,-346,400
229,241,-276,122
229,264,169,-277
229,133,367,-238
230,-152,42.3,131
230,-322,-313,329
230,-128,-173,123
230,208,214,-215
230,227,239,-300
230,-76.6,-70.2,-111
230,-251,-176,112
231,-135,22.4,216
231,63.4,130,141
231,209,2.86,-95
231,211,-114,-221
231,1.23,-27.1,-35.1
231,-226,117,164
232,-144,59.6,48.5
232,141,-121,-153
232,176,-174,-59.7
232,-78.8,-50,169
232,-201,145,134
232,-50.9,193,-83.1
232,60.9,5.42,-109
233,3.68,-134,91.3
233,11.6,-35.8,185
233,145,85.7,-45.2
233,157,36,-329
233,-26.9,-64.4,-236
233,-159,-34.6,151
233,-82.6,81.7,311
234,25.5,137,54.4
234,2.29,8.95,-201
234,-30,-281,-50.8
234,35.8,-346,256
234,48.7,40.3,195
234,-86.5,381,-153
235,-119,233,-300
235,94.6,-63.7,-168
235,171,-97.8,10.4
235,-45.4,-57.3,154
235,-104,-115,234
235,102,-10.4,104
235,179,260,-155
236,22.1,231,-206
236,-190,-161,-2.68
236,-297,-405,176
236,-147,-254,170
236,171,40.2,31.3
236,330,260,-105
237,206,345,-167
237,-33.5,235,-180
237,-164,-29.8,-135
237,-160,-304,78.7
237,-175,-394,390
237,-149,-139,387
237,53.3,273,-78.2
238,245,380,-534
238,217,86.6,-470
238,116,-219,66.5
238,74.9,-216,523
238,-65.6,-23.9,437
238,-287,84.4,-33.6
238,-256,44.5,-353
239,64.4,-35.3,-255
239,251,-12.6,13.9
239,45.3,118,128
239,-204,136,115
239,-102,-60.6,99.2
239,155,-222,5.23
240,203,-99.2,-155
240,19.3,182,-203
240,-216,251,-89.9
240,-236,5.8,78.1
240,88.1,-220,188
240,401,-191,196
240,244,-32,98.4
241,-202,91.6,-101
241,-366,131,-271
241,-127,73.7,-201
241,121,-70.4,94.3
241,134,-178,267
241,48.5,-65.8,123
242,9.6,185,-61.1
242,-47,228,-62
242,-150,25,-52.1
242,-129,-64.1,-108
242,118,10.7,-22.2
242,318,-53,129
242,178,-210,45.8
243,-134,-181,-122
243,-271,-2.19,-52
243,-177,125,124
243,6.62,164,97.1
243,206,150,-84.7
243,262,68.2,-127
243,7.21,-81.3,12.1
244,-297,-177,85.9
244,-274,-84.2,16.9
244,29.2,70.1,-16.5
244,297,61.7,42.5
244,246,-38.8,83.5
244,-76.8,-38.4,63.5
245,-216,33.2,-39.1
245,2.02,52.4,-208
245,115,29.8,-230
245,-93,-6.49,46.5
245,-191,-76.7,314
245,28.7,-79.8,174
245,207,66.6,-177
246,132,192,-236
246,-16.3,112,-10.8
246,-91.6,-108,144
246,-97.1,-281,131
246,-61.3,-275,58
246,20.2,-38,-14.5
246,138,345,-66.4
247,141,494,-91.7
247,-51.5,90.3,-65.5
247,-241,-423,6.85
247,-220,-351,43.8
247,22.9,140,22.5
247,323,333,-24.4
248,327,81.7,-87.6
248,-102,-156,-17.8
248,-451,-208,255
248,-208,-233,307
248,306,-142,-133
248,431,153,-485
248,86.9,407,-221
249,-290,355,246
249,-348,22.4,325
249,-138,-263,75.8
249,116,-275,-153
249,282,-161,-183
249,210,-43.3,-5.99
250,-61.6,153,156
250,-149,301,44.4
250,-17.3,130,-160
250,-38,-218,-55.1
250,-118,-303,234
250,56.6,-82.7,213
250,205,107,-141
