Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
144,-189.4,-87.4,29.2
144,-18.64,-98.4,81.6
144,120.2,91,124.8
144,70.2,238,112.6
144,-30.4,131.2,-8.26
145,-64.6,-96.8,-140.2
145,-75.6,-200,-123.2
145,-92.6,-130.2,-9.22
145,-22.8,-0.808,64.6
145,138.4,61.6,62
145,178.6,61,5.3
145,63.8,61.2,-37.8
146,-26.4,-16.8,-49
146,-89.8,-181.8,-67.4
146,-143.2,-173,-23.8
146,-78.8,67.8,90.2
146,66.4,145.8,50.4
146,143.4,-30.2,-114.8
147,129.2,1.224,-37.8
147,94,290,216
147,48.2,346,228
147,-74,55,4.72
147,-228,-216,-135.6
147,-208,-250,-102
147,13.68,-170.4,-39.8
148,154.2,-53.6,-14.86
148,42.6,121.6,26.6
148,-111.8,176,70.8
148,-87.6,-11.72,70.6
148,-50.6,-183.2,-16.84
148,-174.4,-157.2,-216
148,-224,-138,-362
149,63.6,-197.2,-228
149,468,-80.2,131
149,548,232,406
149,288,370,314
149,-13.66,184.2,5.52
149,-197.8,8.78,-66.8
150,-236,81.4,105.8
150,-168.8,192.2,121.8
150,-106.4,90.6,-80.8
150,-81.8,-154,-206
150,-56.2,-298,-127.8
150,-21,-204,8.8
150,12.7,37.8,90
151,-19.14,157,112.6
151,-172.8,-32.8,-1.216
151,-300,-306,-228
151,-91.8,-272,-294
151,394,20.6,-89
151,582,254,171.4
151,246,302,272
152,-95.8,139.2,147
152,-90.2,-174,-90.4
152,-38.6,-306,-189.4
152,-125.4,0.742,-6.14
152,-124.6,472,280
152,-29.6,528,312
153,1.794,10.88,7.48
153,15.72,-530,-300
153,-33,-540,-288
153,-182,-127,-33.6
153,-111,206,120.2
153,260,200,52.2
153,380,114,-9.84
154,6.98,162.4,26.6
154,-322,129.4,3.24
154,-278,-94.8,-56.6
154,-150.8,-280,-22
154,-65,-286,-25.4
154,143,-100,-117.2
155,374,175.6,-62.8
155,298,242,133.6
155,-31.4,56,228
155,-170.4,-42.4,173.4
155,-7.18,28,45.4
155,84.6,23.6,-120
155,-69.6,-68.4,-240
156,-165,-69.8,-195.6
156,-36,13.52,16.28
156,114.2,96,218
156,136.2,175.8,236
156,-6.64,180.6,100
156,-222,1.514,-60
156,-276,-266,-196.6
157,-137,-362,-288
157,54.6,-143.8,-193.6
157,208,173.2,102.8
157,226,196.2,242
157,113.4,-49.6,49.2
157,16.82,-124.4,-111.4
158,-19.4,-13.1,-9.54
158,26.6,-25.2,131.2
158,106,36.4,146.6
158,2.42,358,124.4
158,-252,442,103.4
158,-330,-18.08,-4.12
158,-67,-488,-195
159,272,-414,-288
159,260,-0.582,-154.8
159,-66.4,198.2,47.4
159,-242,90.4,84.4
159,-81.2,30.8,24.4
159,127.6,99.4,33.6
159,169.4,3.8,37.4
160,127.6,-240,-15.3
160,101.2,-226,13.68
160,42.2,118.8,113.2
160,-174.4,360,99.4
160,-448,208,-28.6
160,-360,-104.4,-98
161,185.4,-228,-54.8
161,618,-156.2,-2.22
161,426,-19.48,-1.138
161,-160.8,155,33
161,-490,197.2,100.6
161,-318,-50.4,48.4
161,23.2,-256,-99.6
162,232,-60.2,-147.2
162,270,220,-81.6
162,150.8,153.2,-31
162,-73.8,-66.2,34.8
162,-290,-133.6,96.2
162,-326,-142.2,13.14
163,-26.6,-114.8,-38
163,382,62.6,146.8
163,436,230,276
163,102.2,158.2,39
163,-266,-62.6,-310
163,-400,-157.8,-298
163,-224,-26.4,69
164,144,123.2,262
164,378,61.8,20.4
164,256,-83.4,-242
164,-87.8,-67.4,-129.6
164,-320,57,151
164,-300,105.8,230
164,-155,8.68,69.6
165,70.2,-156,-115.8
165,374,-172.2,-107.4
165,448,-0.0846,25
165,76.8,82.6,21.6
165,-380,-20.2,-92.6
165,-422,-39.2,-98
166,-5.54,121.8,46.6
166,368,242,220
166,224,178.8,258
166,-194.2,-61.6,52.2
166,-260,-358,-308
166,36.2,-384,-458
166,159.4,2.48,-165.4
167,0.448,346,224
167,-119.6,242,260
167,-87.8,-35,85.4
167,51.4,-81.2,77.4
167,260,19.7,167.2
167,362,11.88,19
167,128.8,-35.6,-252
168,-368,63.2,-169.4
168,-584,145.8,180.6
168,-193,-37.8,208
168,246,-326,-158.4
168,196.8,-340,-382
168,-2.74,-33.2,-186.6
169,109.4,238,146.6
169,296,268,298
169,61.2,218,252
169,-444,148.4,118.4
169,-528,-97.4,-90
169,26.6,-336,-296
169,562,-224,-274
170,434,18.22,-79.2
170,-69.2,72.4,81.8
170,-268,115.6,252
170,-102.4,200,352
170,91.2,79.6,120.2
170,160.8,-133.8,-226
171,75.6,-116,-258
171,-157.6,71.6,-61.2
171,-354,122.8,69
171,-278,-47,66
171,8.52,-196.6,-2.28
171,222,-109.2,-63
171,274,86.6,-70.8
172,185.2,131.8,-12.04
172,-0.354,-4.84,84.6
172,-121.8,-106,135.8
172,-102.2,-23,71.2
172,-45.2,109.6,-46.6
172,-31.8,96.6,-71.6
172,-1.858,-36.8,-9
173,110,-117,-33.4
173,159,-76.2,-145.4
173,20.4,4.1,-117.8
173,-145.6,35,45
173,-170.8,41.8,141.2
173,-55,112.2,157.4
174,90.6,193.6,120.6
174,112.6,118.4,18.04
174,12.4,-108.2,-13.62
174,-70,-260,52.2
174,-52,-184.2,-19.98
174,54.6,-1.902,-240
174,141.2,67.6,-296
175,47,-2.08,-102
175,-157.8,-31,110.2
175,-166,29,172
175,33,45.4,104.6
175,124,1.694,26.8
175,48.6,-17.08,25.4
176,-1.3,34.4,60.4
176,-32.6,117.4,19.04
176,-62.2,108,-63.2
176,51.4,16.56,-4.06
176,143,-53.6,97.4
176,-77.4,-88.6,-16.94
176,-322,-4.54,-130.4
177,-137.8,176.8,39
177,242,89.6,138.8
177,340,-356,-163.8
177,222,-552,-418
177,51.2,-57.6,-82.2
177,-232,562,456
177,-442,520,426
178,-266,-23.6,-71.2
178,123.2,-392,-364
178,300,-334,-242
178,204,-8.52,52.4
178,42.6,282,230
178,-70.2,276,144.4
179,-128.8,51.4,-52.4
179,-111.4,-124.2,-113
179,-5.44,-175.2,-64.2
179,83.2,-124.4,0.798
179,95.4,49.6,109
179,83.6,177,171
179,-3.8,24.4,31.2
180,-128.6,-198.8,-183.8
180,-86.4,-99,-151
180,65,164.6,80.2
180,69.2,137.4,110.2
180,-91.6,-85.4,-81.4
180,-171.4,-95.2,-144
180,-0.0284,61.8,-15.06
181,216,82.8,72.8
181,186,-44.8,39.8
181,-36.4,-85.6,24.6
181,-170,49.8,76.6
181,-58.6,131,62
181,99.4,-31,-70
182,54.6,-218,-154.2
182,-63.6,-94.6,-21.2
182,-54.6,190,206
182,0.776,161.8,179.8
182,2.68,-141.4,-133.4
182,-1.138,-208,-310
182,20.8,56.4,-72
183,46,264,272
183,10.66,178.2,270
183,-77.2,-71.8,-44.8
183,-55.2,-187.6,-238
183,60.4,-88,-135.2
183,62,5.24,0.972
184,-31.6,-4.74,8.98
184,-61.8,-23.2,-0.366
184,-0.788,7.22,39.8
184,59.8,55,67.6
184,12.86,-3,10.62
184,-25.4,-106.8,-29.2
184,135.8,-9.5,92
185,254,200,187.8
185,-55.8,192.8,8.34
185,-512,-5.36,-228
185,-438,-101.4,-158.2
185,147.6,-74.4,64.8
185,530,-140,26.4
185,354,-250,-184.8
186,-44.6,-89.6,-82.4
186,-234,342,376
186,-228,532,554
186,-190.8,91.8,22
186,3.78,-526,-650
186,302,-516,-592
187,262,56,60.8
187,-120.8,376,428
187,-268,159.4,222
187,12.7,-87.4,-44.2
187,192.8,-16.98,-17.76
187,-14.3,117.2,72.6
187,-164.8,14.78,-65.4
188,29.4,-146.6,-256
188,178.4,-63.8,-110.2
188,-31.8,96.4,274
188,-232,60.6,408
188,-20.2,3.48,150.6
188,230,49.6,-204
188,81.6,-18.62,-356
189,-133.6,-149.2,-202
189,-76.4,-91,86
189,-0.338,36,138.6
189,-99.4,46,-72.6
189,-109,-1.65,-196.6
189,191.8,-50,-65.2
190,426,-46.6,184.6
190,111.2,41.2,302
190,-390,113.6,160.2
190,-354,97.2,-40.4
190,90.6,7.86,-118.4
190,282,-93.8,-171
190,97.8,-105.6,-195.2
191,-127.6,10.4,-8
191,-220,146.8,286
191,-168.2,116.8,242
191,24.2,-83,-172.2
191,250,-158.6,-312
191,308,20.2,76.6
192,138.2,141.4,350
192,-97.6,-7.36,60
192,-236,-150.4,-316
192,-232,-86.8,-254
192,-54.2,-26.8,15.12
192,160.8,-33.4,119
192,148.6,58.4,118.6
193,-42.2,177.4,124.6
193,-123.6,156.8,55.2
193,-28.8,29.2,-48
193,62.8,-105.6,-50.2
193,38.4,-192.8,-44.6
193,19.14,-165,-116
193,60.2,-3.52,-84.2
194,-2.6,129.4,64.8
194,-120.4,112.8,100.2
194,-65.2,99.8,43.6
194,72.2,152.2,68.6
194,91.2,57.2,115.4
194,55,-163.8,55.8
195,40,-216,-98.8
195,29.2,-98.8,-254
195,-3.4,-36.8,-256
195,-131,-18.62,-17.72
195,-228,102.2,290
195,-104.8,252,372
195,64.8,171.4,114.8
196,149.6,-157.2,-272
196,216,-354,-424
196,96,-151,-179.6
196,-184.6,208,186
196,-179.4,302,290
196,113.6,102.2,151.4
196,194.2,-81.6,38.4
197,-57.4,-98,2.5
197,-230,-56.4,-14.08
197,-49.2,-36.8,-7.78
197,180.4,-37.4,-35.4
197,94.6,-75.6,-147
197,-82.2,-81.4,-226
198,-44,56.4,-137
198,31.6,222,67.2
198,-46.8,175.2,204
198,-77.8,-65.8,151.8
198,56.2,-204,3.26
198,104.8,-89,-28.6
198,12.12,63.2,64.2
199,11.08,75.4,102.6
199,42.8,59.8,43
199,-80.6,60.6,-50.8
199,-174.4,-49.2,-185.8
199,-11.18,-234,-300
199,212,-256,-198.6
200,164.6,34.8,149
200,-123.6,432,444
200,-302,436,340
200,-183,-66.6,-108.4
200,52.4,-452,-388
200,236,-288,-195.2
200,342,65.8,117.2
201,232,192.2,182
201,-97.8,179.2,112
201,-300,147.8,62
201,-166.4,-15.38,-35
201,42.2,-268,-182.8
201,9.08,-326,-246
201,-142.2,-46,-98
202,-129.8,296,150
202,36.6,262,162
202,193.8,-67.6,-11.84
202,242,-157.6,40.8
202,118.6,12.64,220
202,-129.8,17.22,114
203,-268,-54.4,-153.2
203,-110.6,40.8,-258
203,202,59.4,-192
203,286,-63.2,-5.74
203,-35.6,-27.6,206
203,-342,173,234
203,-177.8,244,50.4
204,167.6,16.56,-150.2
204,189.4,-296,-158.4
204,-23.8,-302,40.8
204,-100.8,-62.2,158.6
204,59.8,34.6,-13.14
204,218,2.86,-222
204,128.8,67.4,-157.6
205,-86.2,143,73
205,-210,121.2,200
205,-268,88.8,180.2
205,-256,45.8,64
205,-73,-64.4,-100.2
205,197.8,-140.8,-172.6
206,346,-80.8,-116.6
206,250,40.4,-17.94
206,12.34,58.4,122.8
206,-104,-74.4,222
206,-12.54,-156.2,114.4
206,120.4,26.8,-106.2
206,106.8,298,-184.6
207,-98.4,264,-104.8
207,-328,-82.2,-47.8
207,-366,-364,-68.2
207,-164,-316,-54
207,152.4,4.66,74
207,350,282,222
208,270,242,234
208,47.6,0.286,94.8
208,-49.4,-129.8,-110.8
208,-12.58,-86.2,-238
208,-32,-22.2,-161.4
208,-109.4,-31.6,14.36
208,-117.4,-29,74.6
209,-61.2,103.2,45.2
209,6.68,270,88.2
209,72,202,129.6
209,133.6,-126.2,6.4
209,97.8,-354,-167.2
209,-134.6,-248,-174.4
209,-266,-47.4,-82.4
210,5.68,52.2,-30.8
210,292,179.8,79
210,172,310,250
210,-68.4,178.6,210
210,-86.6,-184.6,-101.4
210,-24,-342,-268
211,-58,-83.4,-24
211,-128.4,216,256
211,-114.2,200,143
211,36.4,-30.6,-193.8
211,230,-212,-304
211,258,-157.6,-56
211,48,68,234
212,-200,167.8,189.8
212,-256,63.4,-76.4
212,-157.8,-31.2,-145.4
212,-17.6,-48.6,-8.52
212,170.2,-71.4,36.8
212,264,-41.8,-0.128
213,128,78.2,44.2
213,-97.4,115.2,67.8
213,-187.2,-6.2,-50
213,-71.2,-125.6,-156
213,49.4,-97.6,-76
213,29,70.2,116
213,30,228,230
214,75.2,202,198.4
214,23.6,-20.8,53.4
214,-35.6,-250,-135
214,-5.68,-284,-242
214,-12.74,-102,-212
214,-116.8,108,-111.2
214,-173,108,-6.1
215,-85.2,-45.6,77
215,104.2,-46,112.6
215,268,106,84.2
215,228,122.4,37
215,9.72,17.54,64.2
215,-162.2,50.6,160.6
216,-196.2,146.8,157.4
216,-118.6,38,-33.2
216,22,-170.2,-226
216,138.2,-216,-238
216,141,-93.6,-95.4
216,50.2,68.4,71.2
216,-32,106.6,94.2
217,-78.4,-59.2,-39.2
217,-86.4,-232,-144.2
217,-67.8,-74.2,-43.8
217,-102.8,336,224
217,-102.6,446,348
217,111.2,72.4,137.6
217,342,-334,-196.4
218,254,-370,-334
218,-20.8,-35.8,-140.6
218,-155.8,310,169.6
218,-187.2,250,226
218,-240,-145,-9.94
218,-200,-382,-214
219,-4.12,-212,-158
219,230,149.8,42.6
219,302,350,159
219,123.8,206,123.4
219,-67.2,-128.8,34
219,-47.4,-282,-35.8
219,-8.18,-102.4,-106.4
220,-89.6,195.4,-128
220,-80.6,322,1.56
220,25.4,179.4,159.8
220,-30,-139.4,89.6
220,-153,-422,-151.2
220,-69.6,-380,-181.8
221,105.2,24,98.2
221,184.2,372,272
221,222,328,104.8
221,171.4,75.8,-75.6
221,-85.6,-89.2,-46.8
221,-340,-101.2,8.72
221,-280,-82.6,-56.4
222,39.8,-164.4,-206
222,258,-195.8,-246
222,113.6,34.6,0.1958
222,-164.2,286,298
222,-123.4,176.8,234
222,190.8,-176.4,-134
222,272,-290,-296
223,-62.8,26.2,9.46
223,-366,418,408
223,-246,398,362
223,87.2,-48.8,-98.2
223,290,-416,-406
223,252,-344,-272
224,-4.12,-45.2,-2.68
224,-224,152,122
224,-148,166.4,148.8
224,33.4,73,136
224,51,-41,47.2
224,5.6,-108.2,-87.2
224,125.2,-73.6,-153
225,300,12.36,-104.4
225,139.2,34.6,-4.48
225,-326,48.4,76.8
225,-518,136.6,98.6
225,-183.2,135,29.4
225,222,-37.6,-58.4
225,244,-169,-35.4
226,4.52,-120.2,62.2
226,-138.8,-3.16,67.2
226,-65.4,25.4,-65.8
226,123.4,-8.92,-133
226,252,53.2,38
226,180.4,170.8,238
227,-22,74.8,136.2
227,-108.4,-224,-204
227,-39.6,-282,-330
227,-62.2,80.2,-22.4
227,-162.2,386,318
227,-78.8,184,206
227,83.4,-300,-224
228,62.6,-424,-370
228,-52.6,10.7,-9.98
228,-81.8,414,364
228,-58,266,280
228,-17.36,-129,-61.6
228,86.6,-268,-234
229,181.6,-102.8,-144.2
229,149.6,110.8,33.4
229,25.4,104.2,67.6
229,-40,-94.8,-37.2
229,21,-129,-32
229,34.6,102.6,131.8
229,-150.8,244,186.4
230,-326,42.4,-34
230,-222,-220,-268
230,64.6,-125.8,-149.6
230,252,196.4,199.8
230,244,238,308
230,123.6,-74.4,45
230,-40.2,-292,-254
231,-167.8,-173.4,-300
231,-127.6,59.6,-103.6
231,66.4,137,132.6
231,169.6,37.2,180.8
231,35,-45.2,83.8
231,-118.4,12.98,35.6
232,-104.6,42.2,-11.18
232,-52.2,-68.6,-112.4
232,-3.82,-78,-63.2
232,90.6,139,176
232,102.6,272,244
232,9.3,55,-73
232,-21.6,-256,-386
233,26.6,-214,-228
233,-8.94,74.2,176.4
233,-175.2,144,270
233,-254,-51.2,51.8
233,-67.2,-143.4,-85.6
233,248,-23.2,-85.6
233,420,68,-99.2
234,256,62.4,-31.2
234,-179.4,61.2,147.6
234,-450,39,204
234,-232,15.86,58
234,184,34.2,-91.2
234,286,-12.44,-90.8
235,37.2,-142.8,-74.8
235,-116.6,-171.2,-159.2
235,15.92,30.2,-110.6
235,65.6,260,164.8
235,-114,167.8,270
235,-156.4,-210,-16.74
235,9.44,-400,-302
236,59.2,-119.2,-163.6
236,-16.66,308,202
236,-10.26,384,302
236,49.4,137.4,108.2
236,93.8,-67.6,-47.4
236,117.4,-140.4,-88.8
237,65.4,-181.6,-104.4
237,-19.52,-153.4,-75
237,-68.4,-23.6,-27.6
237,-125.4,61.8,-83.4
237,-176.2,21.2,-162.2
237,-127.6,45.6,19.2
237,47.4,234,378
238,238,266,382
238,230,-82.8,-101.8
238,-16.1,-444,-488
238,-199.6,-366,-326
238,-108.4,48.6,126.8
238,57.2,342,350
238,82.2,268,181.4
239,18.68,-0.326,-98.6
239,-57.2,-143,-169.4
239,-80,-47.4,-19.9
239,45,108,152.8
239,176.6,57.6,138.4
239,55.8,-171.6,-85.8
240,-194,-238,-238
240,-212,-8.7,-119.4
240,19.82,232,92.8
240,210,218,178.4
240,193.6,-14.68,92.4
240,7.68,-238,-112.6
240,-166,-210,-222
241,-149,88.8,-28.2
241,-55,330,254
241,-47.6,210,226
241,16.14,-146.8,-47.4
241,169.2,-318,-159.2
241,162.4,-116,-36.2
242,-5.22,107.8,17.16
242,-96.4,74,-78.6
242,-53,0.53,-87.4
242,47.4,30.8,25.2
242,104.6,-25.8,33.4
242,-1.89,-176,-87.6
242,-175,-124,-66.2
243,-111.8,206,188.6
243,137.6,428,324
243,135.4,216,69.2
243,-136.8,-184,-262
243,-224,-304,-242
243,-58.8,-109.2,39.2
243,111.8,17.76,165.2
244,250,-89.6,41.6
244,232,-141.4,-52.6
244,-87.4,61.8,29.6
244,-302,272,111.4
244,-52.6,149,-14.28
244,181.2,-212,-284
245,8.96,-316,-358
245,-120.4,56.6,-29.4
245,67,460,374
245,198.2,322,364
245,55.8,-206,15.24
245,-196.8,-450,-192
245,-316,-193.8,-107
246,-97,155.4,67.8
246,310,254,161
246,378,146.6,99.2
246,-56.2,-0.76,-95.6
246,-432,-129.4,-242
246,-244,-196.2,-178.2
246,240,-160.2,-27.8
247,362,-26.4,33.2
247,32.2,152.4,91.8
247,-232,256,218
247,-172.6,181.2,212
247,-8.26,-29.8,-16.46
247,102.4,-200,-190.2
248,204,-171.6,-107.8
248,214,18.08,17.5
248,-14.78,112.6,-25.4
248,-276,-19.34,-120.4
248,-254,-140,-79
248,-3.4,-40.8,60.4
248,138.6,112.8,150.4
249,44.4,118.8,139.2
249,-15.56,43.8,53.8
249,71.8,9,-30.6
249,35,-11.64,-62
249,-150.8,-63.8,-67.4
249,-132.4,-98,-77.6
250,148.2,-54.2,-77.4
250,262,48.6,0.296
250,28,108.4,133.4
250,-144.6,25.4,145.8
250,-31.4,-82,29.2
250,59.6,-10.22,-44
250,-66.8,118.4,-70.6
