Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
27.3,0.542,-0.214,0.167
27.5,-0.71,-0.344,0.033
27.6,0.626,0.634,-0.19
27.8,-0.102,-0.628,0.256
27.9,-0.344,0.186,-0.142
28.1,0.848,0.221,0.0135
28.2,-0.743,-0.586,0.157
28.4,-0.435,0.842,-0.372
28.5,-0.274,-0.0188,0.0756
28.7,-0.981,-0.16,0.00687
28.8,0.335,0.821,-0.221
29,-1.57,0.0957,-0.091
29.1,-1.02,0.747,-0.351
29.3,4.37,-1.39,0.916
29.5,5.59,-3.46,1.57
29.6,1.15,0.209,-0.346
29.8,-6.23,2.67,-1.74
29.9,-5.09,1.61,-1.05
30.1,5.24,-2.03,1.51
30.2,4.33,-2.75,1.69
30.4,-5.78,3.94,-2.03
30.5,-9.41,5.16,-2.82
30.7,-1.82,-1.5,0.858
30.8,10.3,-5.16,3.66
31,9.3,-3.15,1.84
31.1,-1.93,2.74,-2.8
31.3,-6.5,3.55,-2.83
31.4,-3.58,-1.59,1.34
31.6,3.54,-2.59,2.42
31.7,7.54,-1.58,0.448
31.9,2.61,0.841,-1.35
32,-7.43,4.57,-1.39
32.2,-14.6,2.39,-0.221
32.3,-5.06,-1.79,0.0929
32.5,12.9,-2.82,0.798
32.6,13.9,-0.296,0.892
32.8,3.71,1.73,-0.178
32.9,-4.93,-3.43,0.437
33.1,-10.6,-3.81,-0.0487
33.2,-8.66,5.97,-2.58
33.4,-0.651,8.45,-2.17
33.5,10.3,-1.12,1.84
33.7,12.2,-10.5,5.27
33.8,-1.56,-6.18,2.48
34,-10.6,6.19,-4.27
34.1,-6.41,6.89,-5.19
34.3,2.28,0.624,0.103
34.4,7.04,-1.82,3.77
34.6,2.76,-3.8,2.22
34.7,-0.459,-2.9,-1.21
34.9,1.54,0.811,-1.22
35,-2.57,4.35,-0.36
35.2,-9.43,4.92,-1.16
35.3,-6.04,-2.12,0.687
35.5,9.07,-6.7,2.87
35.6,13.9,-2.23,0.27
35.8,-7.24,5.45,-4.56
35.9,-18.8,9.09,-3.69
36.1,4,-2.13,4.95
36.2,25.6,-14.8,7.89
36.4,13.6,-6.15,-0.675
36.6,-18.8,10.5,-7.36
36.7,-27.7,12.5,-4.63
36.9,0.488,-2.19,3.25
37,24.2,-12.5,6.78
37.2,12.9,-2.03,0.109
37.3,-16.5,11.2,-7.7
37.5,-26,9,-4.87
37.6,-3.02,-4.25,5.89
37.8,24.1,-14.7,9.32
37.9,30.6,-8.2,-0.128
38.1,9.83,6.74,-7.27
38.2,-23.7,10.8,-3.72
38.4,-30.2,2.34,2.89
38.5,-5.92,-6.96,4.68
38.7,11.6,-0.977,-2.52
38.8,7.74,11.4,-7.89
39,-5.7,4.83,0.0383
39.1,-3.39,-11.8,10
39.3,19.3,-15.2,8.65
39.4,22.4,-0.5,-3.45
39.6,-7.46,14.8,-13.6
39.7,-28.3,6.47,-6.84
39.9,-11,-10.6,9.55
40,13.9,-5.83,11.6
40.2,7.35,12,-4.83
40.3,-6.43,12.7,-12.7
40.5,-1.41,-9.09,3.69
40.6,-1.29,-18.3,15.3
40.8,-9.25,2.26,-0.584
40.9,0.876,17.1,-17.2
41.1,23.1,5.97,-8.33
41.2,22,-13.2,12.5
41.4,-8.76,-17.7,16.3
41.5,-26.5,0.85,-1.86
41.7,-13,19.1,-14.9
41.8,1.6,13.3,-5.39
42,4.01,-6.92,9.46
42.1,5.29,-16.7,7.06
42.3,12,-2.31,-6.41
42.4,9.44,14.1,-8.41
42.6,-13.6,7.4,0.815
42.7,-18.9,-7.57,6.82
42.9,10.3,-11.1,5.46
43,25,-1.97,-1.29
43.2,3.32,6.4,-5.57
43.3,-24,4.22,-2.01
43.5,-23.7,1.85,1.51
43.6,4.94,-0.102,2.75
43.8,25.8,-5,3.5
44,15.6,-3.2,-1.12
44.1,-9.2,1.29,-6.3
44.3,-19.2,4.91,-4.3
44.4,-3.49,6.09,3.12
44.6,17.3,-3.27,7.97
44.7,15.9,-10.9,3.77
44.9,-10.3,-3.99,-3.82
45,-30.2,10.1,-8.12
45.2,-12.4,13.5,-5.89
45.3,18.1,-4.22,5.66
45.5,20.5,-15.3,13.4
45.6,1.5,1.01,1.28
45.8,-9.97,12.1,-15
45.9,0.11,-1.61,-8.93
46.1,12.8,-13.1,11.3
46.2,6.98,-0.999,13.5
46.4,-6.62,13.1,-3.79
46.5,-17.7,3.62,-11.3
46.7,-17.9,-9.32,-1.64
46.8,3.03,-5.3,6.52
47,22.9,3.12,4.66
47.1,14.5,6.98,-0.938
47.3,-12.3,4.23,-5.85
47.4,-20.4,-4.82,-6.88
47.6,10.2,-10.2,1.05
47.7,33.2,-2.61,9.25
47.9,6.55,11.4,5.43
48,-32.8,9.79,-2.11
48.2,-36.9,-4.12,-6.46
48.3,-8.69,-6.33,-8.9
48.5,21.8,-0.83,0.453
48.6,33.2,1.99,14.3
48.8,18.4,0.707,9.1
48.9,-9.76,-5.4,-7.19
49.1,-19.8,-2.08,-12.4
49.2,-8.95,9.28,-7.44
49.4,-0.59,7.52,1.82
49.5,9.59,-8.49,14.4
49.7,23,-21.6,16.7
49.8,11.3,-8.39,-4.77
50,-25.8,22.7,-24.9
50.1,-46.5,25.4,-10.2
50.3,-15.6,-3.66,18.5
50.4,38.5,-22.3,19.7
50.6,49,-10.9,-5.73
50.7,7.57,12.5,-23.7
50.9,-32.8,13.2,-9.79
51,-31.3,-5.74,16
51.2,0.795,-8.57,17.1
51.4,18.8,3.62,-2.43
51.5,11.4,5.07,-11
51.7,1.49,-0.32,-3.21
51.8,-6.11,8.41,-2.63
52,-10.3,13.7,-7.74
52.1,1.26,-16.5,9.45
52.3,16.2,-41,30.3
52.4,5.01,-9.96,10.5
52.6,-20.9,30.8,-29.7
52.7,-17.6,26.8,-33.4
52.9,7.87,-0.232,3.16
53,17.4,-14,29
53.2,15.9,-14.1,15.9
53.3,2.34,-7.67,-10.7
53.5,-28.8,11.7,-20.9
53.6,-25.9,30.5,-10.4
53.8,20,15,6.98
53.9,35.8,-20.2,15.8
54.1,-0.414,-23.6,9.94
54.2,-27.9,6.31,-6.56
54.4,-5.09,8.95,-7.3
54.5,28.6,-32.2,17.3
54.7,18.1,-39.7,23.4
54.8,-24.7,19.7,-13
55,-43.1,63,-46.2
55.1,-8.98,31.5,-27.9
55.3,34.8,-24.8,19.7
55.4,36.1,-29.6,37.9
55.6,-3.3,12,11.8
55.7,-45.5,26.8,-19.9
55.9,-36.3,-14.8,-14.8
56,26.5,-52.7,20.5
56.2,65.4,-22.6,27.1
56.3,38.1,35.7,-13.9
56.5,-28.7,39.3,-39.7
56.6,-76.9,3.74,-13.6
56.8,-42.4,-15.7,28.7
56.9,40.4,-20.6,37.7
57.1,62.6,-11,-2.38
57.2,10.4,15.6,-42.3
57.4,-36.8,25.1,-28
57.5,-23,1.41,16.1
57.7,27.4,-26.5,38.9
57.8,36.9,-21.1,22.8
58,-18.8,15.5,-17.6
58.1,-62.9,37.7,-38.7
58.3,-22.7,16.5,-14.6
58.4,44.4,-24.9,26.6
58.6,40.5,-33.9,33.8
58.8,-6.19,-0.355,-0.238
58.9,-26.7,24.1,-29
59.1,-14.6,9.95,-24
59.2,18.1,-24.6,4.92
59.4,34.6,-36.2,35
59.5,2.41,8.14,27.8
59.7,-36.1,53.2,-23.7
59.8,-19.7,33.2,-53.8
60,30.4,-17.3,-11
60.1,29.3,-34.2,47.5
60.3,-24.6,-4.25,31.5
60.4,-43.2,16,-26.9
60.6,-12.7,-15.6,-26.9
60.7,15.3,-34,18.7
60.9,32.5,-0.664,30
61,34.1,27.1,-0.36
61.2,1.44,29.3,-29.2
61.3,-36.2,22.8,-22.8
61.5,-42.1,-3.28,15.8
61.6,-10.7,-34.5,31.4
61.8,46.9,-21.1,-5.43
61.9,66.8,20.5,-29.3
62.1,1.75,12.8,1.57
62.2,-66.2,-28.6,23.5
62.4,-44.8,-13.7,-2.54
62.5,18.4,38.6,-29.9
62.7,34.6,27.8,-13.9
62.8,-0.915,-34.5,23.8
63,-31.5,-36.6,26.2
63.1,-3.22,25.3,-9.29
63.3,48.1,34.7,-18
63.4,28.5,-17.6,14.9
63.6,-49.3,-25.4,25.8
63.7,-61.2,10.9,-7.07
63.9,34.9,10.7,-24.5
64,91.2,-17.8,9.83
64.2,-1.16,-9.89,29.9
64.3,-91.7,20.2,-15.6
64.5,-29.4,12.2,-50.4
64.6,69,-7.41,-23.6
64.8,45.1,-1.01,9.05
64.9,-47.7,5.69,23.4
65.1,-62.8,13.4,34.5
65.2,15.5,11.7,24.2
65.4,71.9,-21.1,-14.2
65.5,23.3,-31.6,-41.2
65.7,-66.8,4.22,-19
65.9,-59.1,23.6,32.3
66,38.7,2.19,41.4
66.2,69.2,-11.8,-8.34
66.3,0.768,-0.649,-42.4
66.5,-39.6,-11.6,-16
66.6,-5.59,-18,20.6
66.8,21.9,33.6,16.7
66.9,4.37,48.2,4.5
67.1,-16.1,-23.3,3.56
67.2,-16.7,-66.7,-20.1
67.4,-7.87,-30.6,-24.6
67.5,-2.65,32.9,30.9
67.7,3.14,56.2,63.6
67.8,20.1,9.62,5.55
68,21.2,-36.8,-76.3
68.1,-8.71,-7.28,-74.9
68.3,-18.2,47.5,-1.63
68.4,13.1,33.4,45
68.6,19,-24.9,40.4
68.7,-27.6,-30.9,23.3
68.9,-42.3,-1.41,-4.92
69,34.5,-3.77,-29.9
69.2,82.5,-9.25,-10.9
69.3,-11.6,19.7,17.4
69.5,-104,40,3.29
69.6,-51,-3.43,-15.8
69.8,45.5,-66.6,5.45
69.9,57.9,-77.1,39.6
70.1,11.8,-52.1,42.9
70.2,-7.07,17.7,1.39
70.4,14.4,110,-55.1
70.5,12,78.7,-52.7
70.7,-20.7,-36,-7.01
70.8,-19.7,-45.8,-0.741
71,7.36,33,-5.06
71.1,-9.45,76.6,16.9
71.3,-52.1,41,23
71.4,-27.4,-47.4,18.2
71.6,62.3,-97.7,24.5
71.7,91,-49,-4.34
71.9,-8.6,27.7,-65.2
72,-102,39.4,-52.3
72.2,-31.3,3.75,45.3
72.3,94.3,-15.7,90.2
72.5,61.8,-0.08,19.6
72.6,-73.2,23.7,-61
72.8,-86.5,13.8,-47.1
72.9,40.8,-37.2,32.4
73.1,122,-67.3,62.8
73.3,42.9,-15.1,-8.01
73.4,-126,70.7,-72.4
73.6,-196,89.1,-33.9
73.7,-53.7,21.8,29.2
73.9,170,-48.6,44.2
74,232,-47.8,30.8
74.2,75.4,-12.5,-19.9
74.3,-113,-5.32,-79.2
74.5,-157,-8.23,-60.4
74.6,-82.1,16.8,28
74.8,12.8,35.6,103
74.9,95.2,-1.93,95.9
75.1,120,-26.5,-1.37
75.2,18.6,7.32,-87.9
75.4,-130,-5.29,-61.2
75.5,-124,-46.4,20.8
75.7,23.1,18.4,31.5
75.8,86.3,129,-44.4
76,34.6,102,-92.7
76.1,9.88,-89.7,-13
76.3,12.3,-221,127
76.4,-41.4,-108,145
76.6,-60.2,98.5,10.3
76.7,43.9,152,-93.2
76.9,88.8,51,-60.1
77,-20.4,-47.7,14.6
77.2,-83.1,-58.6,9.55
77.3,-9.49,2.87,-62
77.5,65.4,73.1,-67.2
77.6,38.5,58.4,14
77.8,-45.2,-42,50
77.9,-66.2,-82.4,18
78.1,-4.43,-6.66,10.2
78.2,43.1,40.2,38.1
78.4,29,-36.7,69.1
78.5,3.21,-106,63.3
78.7,14.1,-21.8,-35.6
78.8,18.3,137,-154
79,-58.5,188,-140
79.1,-131,79.9,7.72
79.3,-36.8,-93.2,142
79.4,165,-208,144
79.6,224,-198,36.1
79.7,40.5,-85.4,-31.5
79.9,-187,60,-14.7
80,-218,199,-57.1
80.2,-64.8,245,-164
80.3,73.4,102,-121
80.5,69.3,-94.5,79.7
80.7,19.6,-106,168
80.8,51.5,31.3,50.4
81,112,71.6,-74.2
81.1,124,-52.1,-82.8
81.3,32.4,-183,-13.9
81.4,-157,-184,98.7
81.6,-227,-52.4,168
81.7,-83.6,95,69.9
81.9,50.5,157,-101
82,72,120,-108
82.2,80.6,-9.9,29.9
82.3,46.1,-125,52.4
82.5,-81.5,-64.9,-116
82.6,-113,97.5,-218
82.8,57.8,149,-45.8
82.9,185,71.8,187
83.1,77.1,-4.5,176
83.2,-104,-29.3,-18.7
83.4,-110,-9.23,-146
83.5,55,-29.1,-63.7
83.7,115,-197,173
83.8,-47.5,-302,287
84,-169,-80.3,64.2
84.1,-57.4,218,-264
84.3,97.7,235,-315
84.4,90.9,94.3,-98.3
84.6,-11.7,27.7,119
84.7,-95,7.87,175
84.9,-119,16.9,54
85,-25.3,75.8,-99.9
85.2,161,62.6,-75.7
85.3,275,-111,111
85.5,141,-294,222
85.6,-171,-236,121
85.8,-282,31.6,-111
85.9,-75.3,199,-268
86.1,77.4,136,-182
86.2,-19.1,19.2,52.7
86.4,-105,3.44,133
86.5,34.7,60.2,-7.56
86.7,242,71,-77.4
86.8,222,-18.8,60.4
87,-69.1,-125,149
87.1,-278,-146,50.3
87.3,-116,-54.5,-21.4
87.4,155,107,5.58
87.6,152,182,-46.3
87.8,-69.7,58,-115
87.9,-222,-104,-14.1
88.1,-104,-102,102
88.2,167,-17.9,37.8
88.4,213,-9.04,-55
88.5,30.8,-27.4,-58.6
88.7,-46.9,43.6,-87.7
88.8,-60.1,135,-121
89,-164,80.9,23.3
89.1,-142,-43.3,236
89.3,120,-58.5,183
89.4,282,-74.1,-42
89.6,115,-169,-66.5
89.7,-119,-125,36.6
89.9,-155,124,-27.7
90,-72.2,300,-184
90.2,-7.79,179,-163
90.3,34.1,-91.7,80.1
90.5,28.2,-207,291
90.6,-13.3,-127,215
90.8,47.1,-28,-53.8
90.9,140,37.3,-244
91.1,42.8,120,-293
91.2,-149,121,-173
91.4,-186,-23.9,155
91.5,-78.8,-75.7,371
91.7,38.3,50.6,166
91.8,151,39.4,-148
92,228,-156,-199
92.1,118,-208,-42.1
92.3,-172,19.3,129
92.4,-315,298,131
92.6,-101,238,-29.7
92.7,208,-129,-84.6
92.9,240,-245,-21.9
93,27.3,-15.8,-32.7
93.2,-150,40.7,-16.6
93.3,-146,-125,117
93.5,7.51,-85.7,151
93.6,135,175,-48.9
93.8,50.5,279,-299
93.9,-110,69.9,-274
94.1,-108,-152,47.4
94.2,1.04,-89.5,287
94.4,101,30.4,244
94.5,169,-72.9,94.4
94.7,103,-162,-32.8
94.8,-120,5.96,-133
95,-239,189,-151
95.2,-95.8,118,-43.2
95.3,81,-35.3,47.4
95.5,68.8,-54.5,-24.4
95.6,1.72,-71,-60
95.8,66.8,-142,101
95.9,138,-73.6,192
96.1,7.22,109,40.3
96.2,-145,217,-164
96.4,-76,169,-206
96.5,18,-48.1,-28.8
96.7,-18.1,-239,199
96.8,11.8,-117,179
97,121,187,-88.8
97.1,107,193,-203
97.3,-29.3,-163,15.4
97.4,-125,-319,158
97.6,-115,-8.95,-24.8
97.7,-80.4,258,-145
97.9,-36.2,120,16.8
98,108,-93.8,157
98.2,237,-77.3,73.9
98.3,117,90.5,-104
98.5,-119,178,-131
98.6,-221,15.2,19.6
98.8,-159,-268,122
98.9,75.3,-317,79.8
99.1,316,4.23,-35.3
99.2,204,385,-149
99.4,-188,307,-147
99.5,-331,-213,43.6
99.7,-47.8,-404,247
99.8,216,52.6,161
100,115,408,-162
100,-160,129,-227
100,-180,-288,87.4
100,126,-204,219
101,290,193,-96.2
101,82.6,255,-351
101,-143,-71,-108
101,-167,-293,322
101,-105,-212,377
101,15.6,3.63,66
101,121,197,-205
102,52.7,206,-247
102,-21.1,-28,-96.3
102,50.6,-153,80.6
102,16.7,79,64.1
102,-165,269,-104
102,-123,48.7,-99.1
103,180,-298,165
103,228,-321,320
103,-119,-9.99,128
103,-280,259,-161
103,-17,227,-247
103,191,45.3,-139
103,129,-47.5,-41.3
104,61.1,-105,-22.7
104,23.5,-207,67.7
104,-116,-162,226
104,-207,99.8,158
104,-77.2,297,-145
104,140,198,-242
105,180,-82.5,28.5
105,-65,-284,278
105,-278,-221,163
105,-56.8,113,-109
105,322,310,-162
105,326,33.6,-41.7
105,16.7,-228,-24.5
106,-275,-4.69,-137
106,-402,158,-170
106,-176,-81.3,-19.9
106,346,-81.2,153
106,519,230,185
106,90.8,111,196
106,-358,-338,279
107,-399,-298,148
107,-131,221,-322
107,125,383,-597
107,138,-51.5,-255
107,139,-379,300
107,308,-137,468
108,169,291,167
108,-370,391,-262
108,-485,114,-338
108,41.9,-249,-1.77
108,416,-361,185
108,309,-169,31.1
108,88,12.7,54.6
109,-192,85.3,283
109,-525,182,117
109,-488,132,-393
109,-1.38,-46.1,-539
109,465,-17.4,-98.1
109,582,91.8,377
109,380,23.1,392
110,21.4,-13,132
110,-350,53.4,-45.8
110,-533,-106,-85.5
110,-365,-385,-50.8
110,32.7,-199,-53.8
110,279,389,-142
111,178,522,-132
111,-15.1,-40.1,76
111,14.8,-458,220
111,210,-210,54.1
111,237,218,-211
111,-75,238,-196
111,-378,-106,108
112,-204,-328,290
112,208,-100,71.9
112,254,346,-243
112,-56.3,435,-181
112,-251,28.7,140
112,-130,-320,178
113,92.6,-207,-78
113,123,42.7,-127
113,12.8,47.9,98.7
113,-9.07,-76.5,192
113,-7.2,-55.8,21.1
113,-71.7,95.8,-118
113,-56.4,59,-8.68
114,152,-156,148
114,334,-64.5,-8.35
114,61.5,257,-364
114,-492,180,-357
114,-498,-183,52
114,160,-203,266
114,563,66.9,119
115,304,174,74.7
115,-51,83.7,223
115,-209,-5.5,131
115,-277,-83.7,-228
115,-146,-172,-355
115,117,-114,-53.5
116,178,88,277
116,22.9,148,252
116,-124,-1.04,37.2
116,-133,-89.1,-93.2
116,52.1,38.3,-175
116,236,147,-205
116,23.6,-29.3,-75
117,-393,-255,101
117,-236,-143,118
117,464,162,4.3
117,709,231,-23.1
117,55.9,30.5,88.8
117,-753,-49.7,140
118,-727,127,-2.7
118,145,127,-173
118,818,-207,-171
118,511,-350,-30.1
118,-313,-86.9,165
118,-607,194,193
118,-129,188,-102
119,251,-55.8,-261
119,14.8,-217,10.9
119,-166,-55.6,253
119,153,238,207
119,327,306,31
119,-109,58.6,-173
119,-498,-251,-187
120,-123,-265,84.8
120,556,55.4,210
120,564,259,-127
120,-154,42,-501
120,-654,-251,-359
120,-290,-238,210
121,401,-27,672
121,443,165,562
121,-131,291,-44.9
121,-428,253,-517
121,-252,-59.5,-439
121,-18.4,-371,-50.1
121,242,-192,190
122,372,317,114
122,27.2,333,1.8
122,-299,-278,163
122,54.7,-580,346
122,511,-97.4,105
122,177,458,-409
122,-516,321,-594
123,-519,-198,-174
123,31.7,-214,344
123,230,245,381
123,57.3,300,145
123,72.5,-157,4.6
123,186,-326,-122
124,-86.6,-24.1,-259
124,-492,108,-170
124,-228,13.2,138
124,455,168,262
124,536,333,-26.8
124,42.8,-50.7,-236
124,-241,-713,131
125,-126,-758,506
125,40.2,120,121
125,37.9,979,-564
125,-39.4,801,-616
125,-75.5,-92,-106
125,-161,-610,306
126,-230,-347,437
126,-10.7,59.1,364
126,300,-49.8,124
126,301,-283,-149
126,105,39.4,-326
126,11.6,514,-294
126,-29,425,-7.05
127,-188,13.7,198
127,-338,-213,7.6
127,-340,-309,-174
127,-141,-375,53
127,314,-182,219
127,619,331,-40.4
127,311,626,-175
128,-246,206,70.3
128,-393,-520,164
128,-14.4,-700,8.42
128,422,-101,-36.7
128,336,584,63.7
128,-132,535,87.3
129,-390,-30.2,-129
129,-408,-281,-341
129,-396,-98.6,-101
129,-216,84.4,428
129,229,103,498
129,640,-14,-121
129,581,-218,-656
130,41.6,-288,-414
130,-437,-96.6,179
130,-373,124,400
130,83.4,144,336
130,374,120,235
130,187,252,-136
130,-207,299,-622
131,-331,37.6,-523
131,-155,-274,172
131,-11.5,-389,625
131,65.2,-253,449
131,209,93.1,26
131,233,257,-278
132,-3.01,-11,-313
132,-229,-240,-90.9
132,-225,4.59,95.9
132,-92.3,378,61.5
132,138,285,7.83
132,421,-213,41
132,282,-429,-38.9
133,-324,-41.8,-160
133,-521,402,53.3
133,-55.4,255,349
133,316,-218,48.3
133,251,-312,-555
133,-39.4,-68.4,-428
134,-195,110,380
134,92.2,256,684
134,311,257,174
134,-157,-145,-282
134,-631,-481,-269
134,-249,-241,-87.3
134,426,158,-4.21
135,478,209,-17.9
135,154,97.1,17.6
135,-8.39,84.1,79.5
135,-129,86.2,12
135,-239,11.5,-33.1
135,-139,-91.2,111
135,10.8,-115,121
136,-7.79,29.2,-152
136,-78.8,188,-255
136,-3.94,81,-18.5
136,128,-207,168
136,120,-305,156
136,106,-96,115
137,160,133,30.5
137,39,125,-140
137,-214,31.5,-208
137,-186,117,-120
137,122,224,-64.7
137,94.5,19.3,-41.4
137,-387,-242,118
138,-490,-142,394
138,88,-61.4,548
138,541,-305,203
138,438,-214,-564
138,171,519,-918
138,13.2,873,-343
138,-180,154,448
139,-425,-638,463
139,-345,-574,-48.4
139,121,-119,-125
139,362,194,288
139,132,272,416
139,-134,47.4,-42.9
140,-233,-212,-514
140,-173,-58.9,-438
140,133,354,49.4
140,422,285,426
140,339,-333,360
140,-26.7,-513,-9.82
140,-391,32.7,-280
141,-508,421,-273
141,-199,259,-152
141,285,-3.53,-33.1
