Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
141,406,-99.4,111
141,116,-133,225
141,-173,-204,257
142,-231,-265,204
142,-64.7,-72.1,-75.3
142,90.6,379,-497
142,16.1,469,-467
142,74.2,-99.9,192
142,455,-541,681
142,454,-170,396
143,-144,464,-227
143,-539,474,-544
143,-452,-69.9,-357
143,-288,-419,159
143,-62.2,-256,381
143,279,83.3,-10.1
143,363,194,-271
144,-9.09,27,103
144,-315,-131,377
144,95.4,-91.1,-21.6
144,723,32.5,-489
144,444,84.2,-257
144,-495,56,377
145,-785,24.5,487
145,-144,22.7,-5.05
145,417,5.09,-352
145,199,-104,-191
145,-247,-171,147
145,-98,42.7,212
145,332,319,-10.8
146,185,247,-191
146,-292,-88.4,-142
146,-309,-287,-11
146,3.43,-201,-0.479
146,156,-43.8,-20.2
146,188,-10.7,126
147,226,22.7,242
147,93.8,135,56.1
147,-234,111,-188
147,-335,-11.2,-165
147,10.1,69.4,21.5
147,290,181,141
147,76.7,-55,154
148,-231,-375,69.6
148,-238,-218,-180
148,-58.2,226,-348
148,210,272,-81.3
148,418,13.3,244
148,226,37.5,119
148,-290,141,-86
149,-556,-164,58.1
149,-245,-523,182
149,332,-322,-30.9
149,612,312,-230
149,311,654,-66.4
149,-302,287,256
150,-605,-355,282
150,-314,-572,-88.9
150,199,-171,-379
150,469,451,-220
150,350,672,24.5
150,-122,225,1.45
150,-530,-498,-7.85
151,-284,-737,203
151,313,-201,336
151,386,377,177
151,-117,264,-34
151,-395,-175,-144
151,-54.7,-146,-282
151,351,327,-326
152,282,412,-53.7
152,-38.4,-123,258
152,-102,-409,202
152,46.4,-2.7,-59.4
152,-11.1,341,-95.3
152,-200,42.7,84.3
153,-213,-391,140
153,-63.5,-310,14.7
153,124,148,-105
153,192,323,-61.7
153,7.99,-2.65,162
153,-203,-224,235
153,-127,79.9,-101
154,126,396,-459
154,283,161,-282
154,243,-334,261
154,50.1,-448,385
154,-180,-52.2,-80.6
154,-282,397,-392
155,-198,322,-92.4
155,-109,-281,385
155,24.8,-587,441
155,373,-36.1,24.3
155,470,677,-368
155,-67.7,610,-307
155,-530,-142,26.3
156,-248,-715,194
156,215,-514,93.7
156,124,174,-70.3
156,-188,569,-93.4
156,-64.9,291,19.9
156,331,-250,58.2
156,343,-336,-23.2
157,-126,100,-15.2
157,-439,336,40.5
157,-144,-3.22,-78
157,283,-346,-165
157,182,-175,89.7
157,-197,192,412
158,-196,184,341
158,79.2,-152,-152
158,98.5,-267,-612
158,17.6,56.3,-470
158,208,428,128
158,266,378,401
158,-218,-106,175
159,-599,-525,-6.48
159,-163,-397,71.2
159,469,103,120
159,318,394,-66.5
159,-289,295,-296
159,-340,27.7,-216
159,236,-214,112
160,603,-267,283
160,217,-137,198
160,-445,7.23,31
160,-560,216,-165
160,-207,378,-289
160,95.7,84.1,-191
161,281,-381,-23.4
161,327,-310,71.9
161,157,92.8,224
161,-48.1,180,324
161,-181,32.7,103
161,-270,24.9,-215
161,-129,7.86,-170
162,187,-176,136
162,191,-122,89.7
162,-110,290,-331
162,-159,427,-337
162,104,-20.8,226
162,244,-474,538
163,101,-352,156
163,-180,83.1,-376
163,-312,215,-381
163,-7.34,41.5,4.61
163,416,7.27,192
163,241,167,45.2
163,-361,150,-68.3
164,-458,-85.1,42.5
164,63.4,-195,137
164,440,-121,57.7
164,254,-29.2,7.18
164,-229,51.1,100
164,-448,100,71.5
164,-146,49.8,-163
165,283,-111,-232
165,348,-211,-40.6
165,120,-30.5,87
165,-18.4,280,26.5
165,-55.3,355,-89.6
165,-220,67.5,-74.5
166,-343,-308,135
166,-82.6,-280,217
166,367,170,-93.9
166,403,395,-315
166,-94.8,-51.1,14.7
166,-461,-638,383
166,-170,-476,216
167,373,341,-166
167,474,790,-233
167,45.6,342,-37.3
167,-426,-423,72.4
167,-451,-600,-24.1
167,-57.1,-66.6,-111
167,277,357,78
168,215,139,307
168,-67.9,-187,35.2
168,-168,-43.7,-486
168,13.4,234,-383
168,234,144,244
168,218,-114,435
169,-20.6,-141,140
169,-182,16.3,51.6
169,-147,122,106
169,-49.9,52.6,-110
169,6.47,-205,-325
169,4.8,-376,-176
169,65.3,-69.8,39.3
170,183,444,-4.31
170,63,437,-58.8
170,-226,-64.1,141
170,-291,-328,299
170,-145,-166,65.5
170,82.7,24.3,-262
171,362,70.3,-210
171,406,30,80.2
171,67.7,37.3,171
171,-277,78.2,32.5
171,-279,-79.2,-17.3
171,-63.8,-227,68.5
171,84.6,43.4,39.7
172,111,346,-88.2
172,40.7,124,-115
172,-97.9,-246,-25.4
172,-99.7,-136,37.1
172,-0.083,187,-22.8
172,-76.8,53,-76.3
172,-113,-356,20.5
173,186,-289,140
173,403,230,102
173,85.8,460,-15
173,-335,241,-110
173,-230,2.49,-212
173,117,-181,-181
174,94.3,-379,127
174,-110,-391,463
174,-50,-115,403
174,110,310,-105
174,78.9,558,-562
174,-10.3,255,-412
174,75.1,-344,174
175,245,-384,418
175,128,216,90.6
175,-382,470,-231
175,-693,-84.9,-156
175,-190,-632,99.5
175,502,-359,153
176,354,324,-21.9
176,-119,469,-84.7
176,51.7,78.1,36.8
176,341,-97.5,33.2
176,30.7,16.6,-100
176,-353,-129,-31.2
176,-252,-397,162
177,81.5,-151,26.2
177,278,422,-257
177,218,498,-64.6
177,-70.7,1.34,337
177,-408,-308,198
177,-434,-135,-250
177,-11.3,-27.9,-238
178,419,-198,156
178,421,-123,237
178,114,284,-78.5
178,-187,345,-223
178,-350,-54,-61.6
178,-250,-219,14.6
179,211,15,-55.2
179,565,122,9.83
179,190,-25.2,208
179,-467,-109,230
179,-454,-67.2,-24.8
179,55.9,-6.96,-248
179,220,15,-127
180,-17.9,-41.2,136
180,-98,-16.5,83
180,136,160,-150
180,342,210,-74.8
180,153,30.1,178
180,-327,-188,185
180,-478,-297,-18.9
181,-52.7,-166,-203
181,403,195,-247
181,369,424,-74.8
181,-21.4,199,218
181,-313,-261,310
181,-274,-410,66.1
182,50.7,-68,-247
182,275,285,-250
182,17.2,173,108
182,-322,-161,380
182,-143,-193,167
182,285,126,-287
182,382,330,-466
183,124,85.1,-209
183,-183,-298,208
183,-306,-307,358
183,-179,56.8,159
183,77.1,308,-85.3
183,238,119,-113
184,140,-209,101
184,-112,-221,250
184,-252,-38.1,48.8
184,-189,44.8,-255
184,16.8,137,-301
184,262,243,-152
184,360,86.7,-5.95
185,205,-179,80.4
185,-106,-122,92.3
185,-367,122,53.7
185,-372,151,46.7
185,-58.4,-31.6,169
185,261,-232,305
185,227,-293,132
186,50.9,-96.9,-313
186,16.6,245,-528
186,-89.6,377,-224
186,-223,83.3,209
186,-29.5,-317,288
186,252,-340,131
187,129,64,-8.62
187,-242,482,-131
187,-212,395,-93.8
187,288,-169,173
187,422,-528,288
187,-116,-237,-16.2
187,-523,271,-406
188,-267,277,-397
188,236,-146,-6.76
188,384,-300,322
188,137,12.5,336
188,-129,311,140
188,-194,204,-71.9
188,-146,-150,-167
189,-92.3,-254,-155
189,45.2,23.1,-61.7
189,237,188,121
189,235,-47.2,208
189,40,-237,-37.2
189,-126,15.2,-368
190,-195,342,-221
190,-152,217,317
190,9.43,-172,442
190,115,-273,-104
190,18.6,-56.1,-511
190,-40.2,93.3,-154
190,151,29.9,436
191,241,-88.5,472
191,-66.8,-58.6,-14.8
191,-369,142,-386
191,-218,251,-297
191,122,68.8,-46
191,191,-267,96.2
192,87.4,-405,209
192,102,-115,234
192,139,295,28.5
192,-45.4,366,-272
192,-296,156,-340
192,-246,-39.9,-22.4
192,32.1,-154,349
193,160,-166,288
193,82.6,-22.2,-131
193,14.2,98.6,-297
193,18.2,-25.5,-0.795
193,29,-211,240
193,20.9,-122,90
193,0.973,170,-177
194,0.127,298,-235
194,-17.3,87.7,-69.3
194,-59.3,-188,134
194,-3.32,-174,208
194,57.7,34.2,152
194,-28.3,99.7,96.6
195,-102,-82.3,51.1
195,-68.8,-218,-142
195,22.1,41.6,-387
195,163,454,-325
195,173,350,94.6
195,-72,-220,435
195,-279,-404,247
196,-165,-49.4,-209
196,148,132,-233
196,318,-71.1,109
196,152,-215,206
196,-143,-52.8,23.8
196,-240,146,-64
196,-110,83.7,20.4
197,76.6,-44.6,43.5
197,165,78.6,-121
197,79.8,304,-261
197,-55.7,254,-170
197,-57.6,-121,37.7
197,0.236,-446,204
198,-8.95,-284,231
198,-57,216,44.3
198,-110,368,-114
198,-116,-26.6,24.5
198,-14.6,-346,182
198,189,-147,67
198,307,155,-112
199,119,132,-206
199,-136,-1.04,-248
199,-82.9,-53.8,-61.1
199,63.8,-130,335
199,-36.7,-132,373
199,-240,158,-147
200,-230,483,-497
200,15.7,299,-203
200,194,-236,244
200,153,-440,336
200,57.4,-205,140
200,-63.7,55.1,-118
200,-155,63,-204
201,-4.39,-65,9.21
201,219,43,189
201,142,270,20.8
201,-70.3,151,-207
201,-21.1,-127,-123
201,91.8,-147,152
201,-77.3,-22,214
202,-287,14.4,-32.6
202,-248,-50.8,-209
202,-38.1,-100,-42.4
202,229,-46.5,192
202,404,65.7,99.6
202,217,168,-215
203,-268,186,-308
203,-445,77.9,-73.1
203,-88.2,-89.7,217
203,249,-228,363
203,279,-208,260
203,182,78.7,-119
203,-7,349,-431
204,-196,149,-272
204,-224,-301,180
204,-142,-329,372
204,17.7,47.5,130
204,174,231,-137
204,93.9,58.3,-111
204,-130,-140,2.53
205,-97.8,-116,-24.6
205,218,105,-111
205,344,293,-110
205,-22.3,215,-0.398
205,-473,-65.4,92.2
205,-361,-275,56.3
206,214,-265,-12.7
206,448,-80.2,46.1
206,49,139,162
206,-331,190,112
206,-162,41.2,-88.7
206,252,-87,-175
206,297,-80.5,-56.2
207,-77.3,-21.9,84.4
207,-301,31.7,84.7
207,-96.3,77.6,-63
207,153,143,-217
207,130,142,-166
207,-53.7,-125,101
208,-164,-424,283
208,-67.2,-178,108
208,108,417,-167
208,109,450,-55
208,16.4,-139,257
208,35.9,-425,189
208,54.5,-120,-153
209,-25.8,159,-257
209,-120,107,-112
209,-149,-44.2,30
209,-10,-81.6,72.3
209,140,43.7,-51.1
209,46,189,-168
209,-53.1,116,30.8
210,59.4,-125,307
210,107,-171,172
210,-45.4,25.3,-163
210,-139,21.5,-134
210,-34.6,-158,109
210,80.9,11.9,60.9
211,18.9,313,-154
211,-107,162,-138
211,-99.4,-188,33.2
211,63.3,-247,131
211,256,-110,160
211,217,9.62,131
211,-106,108,1.74
212,-321,164,-168
212,-158,129,-265
212,166,20.4,-194
212,232,-80.9,22.6
212,-91.3,-121,182
212,-350,-129,176
213,-97.9,-78.1,107
213,341,78.2,-39.6
213,343,214,-228
213,-61.5,156,-129
213,-257,-31.8,250
213,-12.4,-156,384
213,181,-200,77.9
214,-29.8,-159,-280
214,-238,75.3,-341
214,-55.3,314,-138
214,115,188,105
214,-74.7,-175,181
214,-142,-270,59.5
214,232,24.5,-76.1
215,454,260,-65.9
215,28.4,125,23.6
215,-532,-115,51.3
215,-440,-152,47.2
215,188,-50.3,81
215,543,28.9,82.9
216,290,-2.78,5.92
216,-142,-86.4,-132
216,-343,-6.63,-239
216,-284,200,-108
216,-62.6,186,183
216,130,-90,227
216,116,-280,-34.4
217,47.9,-148,-202
217,107,171,-40.6
217,140,288,184
217,20.9,79.3,143
217,-118,-125,-69.7
217,-128,-131,-172
217,-36.6,-57.9,-72.7
218,17.4,-3.47,128
218,24.7,-19.9,218
218,31.4,-78.7,46.9
218,-30,-18.9,-200
218,-93.3,152,-208
218,18.1,235,-68.6
219,161,153,-20.2
219,81.3,-83.1,30.8
219,-74,-337,122
219,-80.5,-312,110
219,-82.2,11.8,99.7
219,-143,235,182
219,-22.3,122,135
220,249,-53.9,-109
220,320,32.5,-298
220,69.3,254,-296
220,-271,228,-159
220,-368,-115,55.2
220,-120,-385,176
221,191,-237,91.6
221,264,65.9,68.4
221,112,115,223
221,-45.4,66.5,178
221,-48.7,113,-140
221,15.9,33.6,-255
221,-19.1,-179,23.1
222,-135,-211,272
222,-176,-16.4,86.8
222,-60.2,172,-327
222,102,236,-458
222,165,197,-159
222,99.1,51.7,223
222,-51.7,-172,323
223,-110,-248,196
223,74,-46.5,83.5
223,227,139,-11
223,24,38.6,-148
223,-253,-186,-171
223,-162,-211,9.98
224,91.8,73.1,161
224,114,322,90.7
224,18.7,100,-32.2
224,-6.99,-283,-48.7
224,-55.2,-145,-43.9
224,-127,336,-122
224,-101,390,-237
225,-10.3,-87.2,-133
225,93.6,-448,251
225,234,-288,491
225,218,44.8,240
225,-34.5,148,-272
225,-197,133,-465
225,-163,165,-117
226,-81.2,103,284
226,44.2,-84.9,199
226,138,-142,-179
226,85.2,-29.6,-245
226,-32.1,6.97,121
226,-89.1,-53.6,382
227,-56.2,-34.5,105
227,25.5,66.1,-346
227,58.9,111,-317
227,6.55,35,142
227,-15.8,-134,381
227,49.6,-233,126
227,55.3,-48.8,-229
228,-108,268,-271
228,-251,267,-47.5
228,-95.1,-65,112
228,246,-224,53.1
228,366,-29.7,-34.2
228,130,180,35.7
229,-200,149,165
229,-268,-61.3,123
229,-53.3,-207,-120
229,118,-155,-221
229,108,-43.5,40.9
229,-1.41,16.8,219
229,-179,95.6,-65.2
230,-260,178,-312
230,-17.9,115,-54.7
230,346,-48.2,264
230,330,-95.1,170
230,-67.2,-4.04,-94.6
230,-287,-0.0448,-139
230,-109,-114,8.1
231,147,-92.5,112
231,197,62.3,95.2
231,7.07,106,-0.933
231,-202,57,-124
231,-174,53,-142
231,-41.5,0.529,1.86
232,7.66,-109,111
232,149,-69.4,32.6
232,320,61.7,-62.8
232,124,40.8,33.1
232,-317,-72.7,162
232,-410,-54.7,-4
232,-21.9,35.8,-265
233,304,-0.314,-120
233,231,-55.5,243
233,50.7,86.3,219
233,-0.205,271,-138
233,-102,177,-257
233,-317,-165,-7.31
233,-263,-355,192
234,158,-187,97.7
234,437,33.7,-49.7
234,288,21.4,-7.57
234,-76.7,-42.6,83.3
234,-349,95.2,-27.9
234,-257,338,-245
235,122,374,-228
235,266,26.6,97.2
235,-22.4,-476,394
235,-277,-565,279
235,-90.2,-37.9,-131
235,260,506,-307
235,245,428,-94.6
236,-110,-65,117
236,-298,-307,25.9
236,-62.9,-164,-184
236,281,-38.1,-124
236,271,-83.6,196
236,-91.4,-89.6,314
237,-364,63.4,42.5
237,-244,315,-254
237,112,420,-240
237,343,76.4,35.4
237,263,-431,286
237,-59.5,-409,220
237,-323,64.4,-85.3
238,-235,231,-204
238,48.9,-13.9,-52.7
238,197,-80.8,9.71
238,185,139,-124
238,83.3,206,-143
238,-70.2,-13.4,117
238,-177,-231,309
239,-212,-228,129
239,-112,-81.1,-145
239,181,55.4,-150
239,352,153,15.7
239,102,205,43.3
239,-256,158,-101
240,-251,-16.2,-136
240,75.5,-172,54.4
240,266,-111,188
240,57.8,24.7,83.8
240,-258,-24.1,-22.3
240,-219,-102,-4.9
240,162,-1.56,-0.168
241,380,98.8,-2.25
241,154,59.7,-8.74
241,-245,-11.3,-79.2
241,-429,-29.4,-91.2
241,-252,8.34,-12.5
241,127,46.5,-8.84
242,385,34.2,-70.2
242,283,-7.2,-8.75
242,-43.1,-12.5,164
242,-160,40.9,174
242,16.5,36.8,0.0231
242,104,-149,5.85
242,-90.7,-345,181
243,-268,-122,30.4
243,-120,452,-420
243,133,526,-506
243,119,-152,-10.8
243,-12.9,-582,474
243,51.4,-115,419
243,143,500,18.8
244,-13.5,345,-218
244,-219,-328,-151
244,-139,-556,5.29
244,144,-77.1,26.6
244,238,390,-80.2
244,12.9,313,-100
245,-198,14.1,21.1
245,-101,-76.9,100
245,122,-53.8,80.8
245,103,-120,93.7
245,-128,-145,124
245,-185,-8.36,12.9
245,86.9,84.7,-171
246,312,9.74,-197
246,86.1,-40.1,-65.1
246,-320,73.7,50.5
246,-291,178,67.8
246,140,57.7,45.2
246,336,-149,58.9
246,95.6,-170,60.5
247,-122,-17.9,-18.2
247,-89.6,109,-98.9
247,-74.8,105,-93.4
247,-110,13.9,-38
247,15.7,-54.5,22
247,177,-27,82
248,128,16.9,119
248,-77.4,-62.4,120
248,-189,-161,62.5
248,-92,-50.2,-90.5
248,70.4,197,-246
248,160,288,-223
248,110,128,-26.4
249,-85.2,-141,180
249,-134,-333,272
249,77.1,-248,196
249,135,97.9,-25
249,-68.7,315,-234
249,-143,103,-222
250,21.3,-254,-4.41
250,144,-185,107
250,70.4,284,2.33
250,-72.4,424,-67.7
250,-183,-65.2,21
250,-217,-518,130
250,-29.2,-300,111
