Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
61.3,-6.58,17.3,-47.6
61.5,-72.1,20,-67.6
61.6,-16,-10.8,-4.48
61.8,69.8,-18.6,46.2
61.9,49.2,1.25,27.5
62.1,-47.2,25.9,-14.8
62.2,-75.6,36.4,-35.3
62.4,-2.84,1.15,-25.7
62.5,53.8,-56.8,12.3
62.7,21.7,-46.4,35.7
62.8,-23.2,23.9,8.27
63,-2.59,45,-23.2
63.1,38.6,11.8,-6.09
63.3,21.7,-13.2,34.4
63.4,-37.3,-34.9,43.1
63.6,-60.2,-29.3,-7.93
63.7,-12.3,38.7,-81.1
63.9,56.1,70.1,-70.8
64,53,3.48,40.9
64.2,-20.5,-51.2,105
64.3,-60.6,-27.6,30.1
64.5,-33.9,13.2,-70.9
64.6,19.2,9.86,-69.2
64.8,68.9,-23.6,10.8
64.9,65.9,-24.4,64.5
65.1,-22,13,39.9
65.2,-106,29.8,-18.8
65.4,-73.4,9.61,-40.3
65.5,33.6,1.65,-15.6
65.7,98.2,42.3,-6.43
65.9,63.5,63.6,-29.5
66,-38.9,-27.8,1.89
66.2,-94.1,-140,82.8
66.3,-34,-90.6,69.1
66.5,77.8,71.6,-43.8
66.6,108,117,-81.2
66.8,4.79,4.54,1.21
66.9,-102,-88.7,42.1
67.1,-86.9,-56.8,-27.4
67.2,-20.2,49,-61.8
67.4,20,120,24.9
67.5,61.5,66,107
67.7,88.6,-87.4,68.8
67.8,40.1,-166,-48.6
68,-59.3,-64.6,-122
68.1,-105,102,-60
68.3,-47.6,171,57.2
68.4,61.5,99.2,73.4
68.6,128,-42.8,-3.89
68.7,50.1,-138,-50.5
68.9,-130,-123,-18.5
69,-174,-20.9,26
69.2,1.51,88.4,22.4
69.3,177,129,-1.91
69.5,147,87.5,-1.9
69.6,-34.1,-8.39,6.44
69.8,-163,-129,-9.43
69.9,-127,-181,-9.32
70.1,12.7,-108,53.4
70.2,148,-7.92,94.9
70.4,181,51.3,13.7
70.5,55.8,130,-114
70.7,-115,213,-131
70.8,-168,174,-33.3
71,-99.2,-8.55,42.7
71.1,8.48,-171,42.4
71.3,72.6,-181,22.1
71.4,45.7,-93.2,37.6
71.6,-1.15,7.13,56.3
71.7,28.5,93.3,-3.29
71.9,74.2,98.5,-75.5
72,26.6,11.9,-30.5
72.2,-70.6,-38.6,42.3
72.3,-88.9,-3.09,-7.53
72.5,-17.6,-18.5,-65.8
72.6,37.3,-107,16.9
72.8,35.2,-50.4,103
72.9,21.2,161,47.7
73.1,13.4,204,-53.5
73.3,-7.46,-22.8,-75.1
73.4,-34,-242,-10.5
73.6,-18.3,-192,49.1
73.7,51.5,85.3,-1.78
73.9,69.3,254,-90.6
74,-32.5,113,-30.1
74.2,-122,-139,140
74.3,-84.4,-196,167
74.5,29.1,-13.2,-30.6
74.6,107,140,-197
74.8,67.7,72.1,-101
74.9,-51.1,-55.8,86.5
75.1,-75.9,-61.6,96.5
75.2,70.1,7.51,-28.7
75.4,161,41.2,-84.4
75.5,8.3,18.6,-1.71
75.7,-174,16.7,88.3
75.8,-146,58.4,42.7
76,-8.79,37.3,-66.6
76.1,79.7,-72.9,-77.5
76.3,93.5,-155,19.5
76.4,48,-93,96.1
76.6,-2.64,86.6,65.8
76.7,-7.77,156,-14.9
76.9,-9.44,32.9,-84.3
77,-61.7,-53.8,-120
77.2,-89.4,-23.8,-29.7
77.3,-5.01,-13.3,153
77.5,95.2,-37,182
77.6,91.7,-23.6,-16.8
77.8,18.9,7.18,-187
77.9,-60.7,34.8,-131
78.1,-86.9,65.8,39.7
78.2,-12.8,30.5,122
78.4,55.2,-32.4,49.9
78.5,11.1,21.2,-60.8
78.7,-43.7,75.4,-44.3
78.8,-5.61,-69.9,49.6
79,57.2,-217,43
79.1,73.2,-50.2,-78
79.3,54.1,222,-149
79.4,9.67,154,-8.97
79.6,-66.7,-160,235
79.7,-132,-292,265
79.9,-109,-133,28.3
80,-10.3,110,-209
80.2,40.8,258,-237
80.3,-29,301,-104
80.5,-72.7,279,-21
80.7,83.3,143,-42.8
80.8,302,-148,35.5
81,310,-430,256
81.1,39.2,-470,294
81.3,-294,-244,-2.91
81.4,-363,61.5,-297
81.6,-126,252,-235
81.7,137,234,94.6
81.9,201,81.9,277
82,56.5,-0.837,106
82.2,-132,42.1,-150
82.3,-162,70.4,-173
82.5,-46.7,57.9,-48.4
82.6,44.1,80,-15.2
82.8,95.8,20,-6.24
82.9,161,-168,91.1
83.1,136,-235,110
83.2,-26.6,-68.7,-11.1
83.4,-136,145,-105
83.5,-89.2,120,-61.2
83.7,-23.8,-166,95.8
83.8,32.8,-260,176
84,127,47.3,11
84.1,103,309,-223
84.3,-83.1,210,-198
84.4,-168,-2.58,67.3
84.6,-52.5,-111,249
84.7,52.1,-183,186
84.9,28.2,-150,11.8
85,-45.8,108,-173
85.2,-77.7,325,-287
85.3,-14.6,151,-138
85.5,96.5,-209,199
85.6,118,-285,342
85.8,46,-96.4,119
85.9,24.6,45.7,-256
86.1,71.1,99.1,-382
86.2,5.69,127,-46
86.4,-223,49.6,378
86.5,-307,-101,314
86.7,-12.1,-83.3,-137
86.8,353,123,-327
87,366,195,-70.7
87.1,95.6,-16.3,165
87.3,-154,-273,102
87.4,-308,-289,-22.9
87.6,-372,-16,-9.8
87.8,-273,303,16.7
87.9,5.16,371,-57.6
88.1,368,126,-76.5
88.2,591,-229,88.2
88.4,372,-321,135
88.5,-209,-72.1,-151
88.7,-511,96.5,-252
88.8,-239,34.1,147
89,113,69.5,354
89.1,148,172,-28.9
89.3,36,2.8,-343
89.4,29.7,-293,-121
89.6,43,-303,244
89.7,-87.8,-10.7,268
89.9,-174,302,-42.1
90,-3.25,409,-282
90.2,152,236,-195
90.3,46.9,-113,45.4
90.5,-57.5,-397,224
90.6,5.22,-373,233
90.8,24,-18.6,19.1
90.9,-62.7,340,-231
91.1,-67.2,334,-244
91.2,101,-24.6,-22.8
91.4,248,-338,171
91.5,83.8,-261,172
91.7,-267,81.3,44.5
91.8,-325,276,-92.1
92,-23.3,184,-137
92.1,205,-14.4,-56.7
92.3,168,-164,70.3
92.4,49.8,-170,156
92.6,-55,-31,161
92.7,-168,116,10.1
92.9,-130,193,-278
93,184,147,-356
93.2,404,-62.3,-41.6
93.3,124,-273,271
93.5,-346,-261,256
93.6,-430,-44.4,94.1
93.8,-122,145,31.3
93.9,186,186,-0.091
94.1,278,127,-132
94.2,188,19.9,-204
94.4,22.8,-32.6,-62.1
94.5,-152,19.2,88.1
94.7,-280,17.6,41.9
94.8,-203,-75,-30.4
95,100,-56,9.07
95.2,294,70.8,-6.33
95.3,178,19.8,-37.3
95.5,-23.7,-215,86.1
95.6,-101,-222,136
95.8,-71.4,101,-13.5
95.9,-15.5,342,-83.4
96.1,-7.01,224,-7.47
96.2,-19,-137,9.49
96.4,38.4,-361,-59.2
96.5,84.6,-163,-81.9
96.7,-6.01,221,-30.1
96.8,-130,330,71.5
97,-101,23,209
97.1,58.3,-298,194
97.3,158,-159,-70.8
97.4,96.9,214,-294
97.6,-31.1,296,-286
97.7,-34.8,23.6,-118
97.9,35.9,-265,179
98,-120,-243,382
98.2,-391,-22.4,227
98.3,-251,69.9,-108
98.5,262,48,-284
98.6,530,69.1,-194
98.8,339,136,65.4
98.9,-32.3,114,242
99.1,-326,-77.2,158
99.2,-354,-199,-78.3
99.4,-83.1,-69.9,-208
99.5,198,70.4,-88.5
99.7,236,41.2,115
99.8,83.3,13.4,59.9
100,-74.8,60,-163
100,-109,15.9,-77.4
100,-77,-63,225
100,-63.6,-32.1,254
101,-24.1,-28.3,-7.35
101,54.7,-72,-300
101,30.1,43.2,-352
101,-129,243,27.2
101,-127,169,473
101,159,-224,390
101,364,-431,-106
102,220,-107,-393
102,-96.1,380,-275
102,-298,416,-47.5
102,-231,-33.3,93.1
102,16.2,-339,159
102,79.3,-219,190
103,-66,-32,165
103,-15.5,69.4,-34.5
103,163,192,-295
103,119,296,-293
103,-15.4,204,-40.2
103,-39.1,-182,228
103,4.9,-498,358
104,47.4,-299,188
104,-62.3,122,-150
104,-213,248,-237
104,-56.9,144,-76.4
104,201,35.2,-17.6
104,141,-29.5,-49.8
105,-142,26.6,32.5
105,-233,146,105
105,71.3,91.2,27.1
105,356,-192,-13.8
105,178,-388,35.3
105,-138,-165,-33.7
105,-177,279,-160
106,-83.8,407,-57.9
106,-62.2,102,207
106,-30.3,-235,281
106,61.9,-230,-15
106,50.3,23,-424
106,-77.3,119,-393
106,-103,-75,144
107,92,-199,540
107,280,29.8,351
107,118,310,-133
107,-189,218,-281
107,-194,-114,-57.9
107,1.19,-266,-66.2
108,106,-115,-246
108,111,130,-5.7
108,-6.82,158,364
108,-254,-83.9,225
108,-224,-231,-119
108,302,0.671,-179
108,598,346,-153
109,2.33,311,-189
109,-778,-115,-38.4
109,-578,-398,328
109,407,-211,466
109,865,132,3.34
109,275,164,-522
109,-527,-45.8,-292
110,-646,-85.6,316
110,-121,-36.1,446
110,418,-91.1,93.6
110,443,114,-323
110,-5.44,515,-455
110,-316,316,-109
111,-151,-453,349
111,89.9,-734,364
111,58.5,-123,-19.4
111,-13.8,509,-262
111,154,352,-118
111,257,-140,37.4
111,-77.7,-116,-69.5
112,-365,190,-141
112,-94.9,27.2,64.2
112,157,-365,317
112,-79.5,-235,276
112,-243,255,-86.7
112,-25.8,388,-398
113,252,34.8,-248
113,410,-286,212
113,213,-181,391
113,-310,44.6,182
113,-455,14.2,-17.8
113,-74.3,-40.4,-161
113,156,113,-325
114,129,213,-239
114,179,62.2,49.8
114,132,-117,81.3
114,-97.7,-168,-107
114,-117,-139,-44.2
114,39.4,52.5,271
114,-40,272,354
115,-306,92.1,77.4
115,-270,-351,-130
115,278,-324,-75.2
115,625,272,-82.4
115,108,600,-286
115,-529,216,-260
116,-367,-342,232
116,121,-464,551
116,168,-254,227
116,71.9,-98.4,-179
116,313,85.1,-248
116,405,377,-231
116,-154,372,-235
117,-683,-40,-134
117,-431,-304,157
117,133,-33.1,427
117,330,332,258
117,203,157,-168
117,7.28,-334,-223
118,-37.2,-403,65.3
118,128,2.8,155
118,155,294,-68.3
118,-171,175,-241
118,-370,-116,-140
118,-91.2,-172,47.8
118,189,58.6,140
119,76.3,142,198
119,-58.4,-87.9,168
119,172,-220,-46.3
119,337,-23.7,-213
119,-78.5,233,-102
119,-517,260,79.7
119,-252,63.6,-10.5
120,298,-174,-204
120,389,-252,-50.2
120,-33,-63.6,270
120,-437,215,244
120,-220,210,-66.9
120,361,-104,-231
121,444,-263,-88.4
121,65.2,-89.6,119
121,-167,45.1,143
121,-196,70,9.38
121,-147,258,-205
121,-124,365,-347
121,-237,-21.9,-79.5
122,-145,-608,521
122,319,-675,726
122,552,-32.9,115
122,188,640,-680
122,-253,620,-754
122,-173,91.8,-187
122,236,-224,268
123,223,-133,430
123,-348,-87.6,433
123,-616,-226,159
123,-153,-185,-202
123,347,43,-290
123,332,190,-249
124,-7.75,235,-221
124,-187,217,3.02
124,78,61.2,362
124,302,-263,397
124,-46.5,-535,38.6
124,-366,-365,-245
124,-77.5,258,-240
125,251,663,-107
125,184,373,105
125,-19.5,-144,281
125,-186,-338,76.7
125,-285,-256,-341
125,-216,-123,-212
126,215,3.87,380
126,817,196,386
126,680,286,-262
126,-403,61.3,-472
126,-1050,-135,-12.2
126,-322,-47,267
126,635,22.5,29.6
127,363,30.7,-234
127,-671,129,-106
127,-812,119,186
127,133,-88.9,213
127,627,-271,43
127,107,-367,-52.8
127,-260,-382,-14.8
128,176,-146,120
128,710,291,208
128,632,524,185
128,131,351,95.1
128,-280,54.7,-224
128,-487,42.5,-715
129,-507,338,-764
129,-295,366,-99.9
129,-4.13,-337,652
129,79.8,-1010,717
129,-57.1,-573,90.3
129,-110,420,-392
129,-98.8,553,-45.1
130,-154,-242,604
130,69.6,-660,531
130,574,-62.7,-186
130,714,630,-761
130,317,632,-862
130,-160,298,-404
130,-437,-11.9,452
131,-450,-325,968
131,-188,-473,646
131,72.1,-208,-80.4
131,122,182,-510
131,81.7,137,-463
131,54.6,-130,-228
132,23.2,19.5,-46.5
132,-122,302,169
132,-344,9.92,462
132,-209,-513,510
132,340,-384,36.8
132,607,225,-611
132,299,513,-756
133,-143,415,-311
133,-452,219,260
133,-652,-130,650
133,-584,-518,663
133,86,-575,246
133,1140,-239,-243
134,1470,223,-403
134,463,536,-312
134,-914,549,-272
134,-1360,212,-192
134,-737,-257,138
134,84.9,-432,396
134,343,-315,282
135,138,-200,17.3
135,89.1,-11.3,-143
135,370,265,-81.2
135,460,236,112
135,100,-91.1,76.7
135,-154,-93.2,-234
135,-74.3,348,-382
136,-141,430,-79.5
136,-386,-235,410
136,-318,-783,554
136,167,-376,105
136,520,505,-542
136,327,747,-676
137,-141,169,-78.1
137,-488,-338,573
137,-484,-273,473
137,-22.3,-193,-80.6
137,565,-350,-248
137,641,-110,5.78
137,31.5,439,216
138,-533,373,160
138,-297,-142,-139
138,298,-142,-413
138,251,232,-313
138,-332,201,60.7
138,-392,-159,311
138,222,-235,267
139,386,-2.77,22.9
139,-211,35.1,-202
139,-403,-162,-221
139,210,-149,-46.7
139,519,185,114
139,-69.7,444,191
140,-611,202,272
140,-79.6,-370,223
140,865,-600,-61.9
140,733,-194,-347
140,-429,434,-410
140,-1110,593,-138
140,-567,50.5,307
141,315,-471,317
141,604,-214,-208
141,356,321,-444
141,-4.03,274,10.7
141,-209,-170,483
141,-192,-341,356
142,-91.8,-95.7,-93.9
142,-67.2,167,-325
142,22.4,113,-183
142,334,-81.3,269
142,508,-45.8,561
142,127,182,41.8
