Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
142,-505,230,-789
143,-720,16.6,-772
143,-378,-223,58.8
143,159,-375,722
143,519,-261,629
143,458,200,50
143,68.3,502,-340
143,-140,274,-310
144,36.8,-150,-144
144,187,-336,-46.9
144,-17.9,-197,59.1
144,-427,118,238
144,-497,295,271
144,8.74,156,-4.71
145,413,-96.4,-234
145,174,-289,-88.5
145,-201,-333,117
145,-97.5,-23.1,15.7
145,308,357,-178
145,455,261,-180
145,53,-26.3,-91.5
146,-607,41,15.8
146,-740,106,234
146,2.19,-262,456
146,736,-507,385
146,509,-99.6,-113
146,-168,460,-731
147,-335,504,-749
147,-105,85.4,65.4
147,17.2,-321,803
147,75.6,-397,642
147,206,-167,-49.5
147,133,122,-433
147,-248,262,-311
148,-392,239,-123
148,-10.1,102,-28.9
148,331,-70.1,134
148,207,-136,201
148,-137,-159,86.7
148,-323,-207,-31
148,-144,-123,-191
149,222,62.4,-256
149,358,178,102
149,195,164,513
149,-1.58,53.9,331
149,-140,7.82,-211
149,-333,41.3,-436
150,-345,15.3,-283
150,113,-70.4,-16.7
150,536,-95.5,256
150,268,9.57,273
150,-358,128,-103
150,-496,94.9,-369
150,-57.7,-135,-63.4
151,293,-420,437
151,200,-384,468
151,-47.4,160,-4.92
151,-79.3,667,-422
151,86.2,487,-399
151,175,-125,-127
151,37.9,-415,59.4
152,-155,-210,168
152,-79.4,27.2,256
152,190,21.9,173
152,173,18,-40.3
152,-182,166,-174
152,-426,198,-169
153,-372,-89.6,-22.1
153,-73,-411,158
153,401,-298,112
153,600,197,-95.4
153,147,487,-77.5
153,-415,257,136
153,-327,-195,106
154,246,-413,-168
154,476,-252,-202
154,58.4,129,65
154,-367,474,153
154,-301,477,-1.61
154,-36.5,-38.2,-5.83
155,98.6,-590,81.5
155,110,-426,-104
155,32.4,146,-346
155,-80,181,-175
155,-114,-150,280
155,-52,-98,584
155,25.5,167,438
156,71.1,222,-216
156,116,160,-736
156,240,57.6,-360
156,249,-117,371
156,-143,-237,367
156,-523,-153,-165
156,-261,110,-308
157,358,272,31.6
157,492,168,291
157,-7.14,-9.75,113
157,-440,-107,-260
157,-374,-222,-243
157,-110,-364,239
158,122,-256,510
158,414,213,105
158,457,535,-448
158,-73.3,259,-435
158,-538,-208,-21.3
158,-200,-289,232
158,418,-29,190
159,359,192,126
159,-170,142,165
159,-329,-21.1,-11.3
159,-60.6,-7.45,-400
159,92.8,35.5,-367
159,-67.5,-197,220
159,-160,-337,527
160,108,92.9,-4.86
160,274,468,-627
160,-5.41,96.1,-324
160,-168,-393,501
160,-2.9,-264,618
160,-12.3,135,-75.6
161,-152,244,-522
161,19.3,76,-167
161,353,-129,412
161,325,-182,433
161,-119,42.7,-110
161,-434,344,-560
161,-229,309,-497
162,181,-47.5,-61.7
162,269,-325,473
162,19.7,-346,734
162,-185,-166,314
162,-117,56.3,-447
162,39.3,165,-679
163,43,206,-288
163,-25.8,197,116
163,-60.9,36.5,223
163,-60.2,-228,167
163,115,-383,124
163,366,-126,128
163,230,485,169
164,-244,686,149
164,-441,35.7,-97.5
164,-183,-742,-398
164,128,-752,-337
164,207,9.06,-9.13
164,101,757,110
164,-85.5,651,60.2
165,-130,-203,156
165,101,-640,179
165,216,-197,-67
165,22.8,177,-151
165,-55.2,34.9,80.6
165,31,59.7,136
166,-109,413,-85.2
166,-307,357,-159
166,-99,-279,-9.95
166,264,-688,63.5
166,168,-352,-17.5
166,-203,292,-69.5
166,-153,531,31.2
167,238,222,172
167,268,-187,155
167,-156,-311,3.99
167,-350,-171,-124
167,72.3,92.3,-201
167,528,287,-202
167,353,168,11.1
168,-193,-122,320
168,-508,-176,283
168,-480,-47.1,-98.9
168,-208,-49.5,-333
168,182,-51.2,-291
168,376,158,-84.6
169,297,290,264
169,186,41.4,461
169,72.4,-348,260
169,-176,-385,-112
169,-382,14.8,-309
169,-203,364,-168
169,128,319,71.9
170,127,115,-23.4
170,79,-35.8,-290
170,321,-211,-175
170,329,-350,271
170,-208,-261,523
170,-663,37.2,323
171,-489,312,-201
171,73.4,365,-622
171,474,207,-495
171,433,-21.9,135
171,110,-285,676
171,-117,-495,550
171,-178,-305,-141
172,-217,278,-591
172,-117,573,-313
172,178,247,211
172,276,-202,322
172,-42.5,-348,10.6
172,-290,-211,-240
172,-62.5,97.2,-119
173,256,366,106
173,211,284,98.2
173,-92.2,-164,28.8
173,-290,-494,82.3
173,-124,-213,39.4
173,221,391,-154
174,184,500,-199
174,-202,-14.3,-12.7
174,-235,-457,155
174,73,-381,112
174,113,-48.7,3.84
174,12.7,158,65.6
174,165,246,127
175,306,276,-92.7
175,87.7,111,-325
175,-259,-167,-162
175,-368,-289,185
175,-237,-155,264
175,-10.5,92.1,65.6
176,157,190,-107
176,163,149,-98.6
176,106,151,-48.9
176,67,31,-39.6
176,4.09,-277,41.4
176,-42.6,-365,144
176,-16.9,-36.8,57
177,31.8,289,-191
177,58.7,166,-259
177,8.58,-192,43.9
177,-162,-213,367
177,-268,126,270
177,-88.2,287,-130
177,202,111,-340
178,264,-11.6,-139
178,144,21.8,167
178,44,-93.1,245
178,-96.5,-348,104
178,-310,-314,-123
178,-304,106,-221
179,85.4,419,-83.9
179,425,299,76.3
179,238,-11.7,57.8
179,-225,-159,-136
179,-305,-144,-221
179,73.6,-160,85.1
179,313,-103,405
180,109,183,228
180,-212,315,-115
180,-278,-72.9,-86
180,-89.3,-439,113
180,104,-144,1.32
180,157,368,-312
180,144,348,-306
181,149,-27.3,16
181,9.84,-180,175
181,-301,-136,153
181,-268,-83.3,158
181,247,78.6,78
181,393,187,-131
182,-232,10.4,-224
182,-683,-141,-60.2
182,-208,-41.7,157
182,521,-5.38,159
182,616,-148,-23.4
182,213,-127,-116
182,-114,145,4.4
183,-194,249,159
183,-268,30.8,127
183,-377,-115,-101
183,-137,12,-316
183,386,154,-286
183,506,73.7,29.9
184,95.7,-126,381
184,-288,-157,360
184,-340,34.6,-96.7
184,-258,132,-420
184,-179,-88.5,-107
184,131,-335,402
184,516,-217,375
185,380,212,-104
185,-83.8,506,-433
185,-181,281,-303
185,-23,-206,22.2
185,-24,-291,111
185,-99.4,50.9,12.3
185,-133,155,69.3
186,-135,-196,266
186,-45.9,-400,267
186,144,-71.4,7.23
186,361,354,-247
186,284,386,-297
186,-264,86.5,-98
187,-598,-165,186
187,-187,-148,174
187,327,-24.8,-181
187,344,-65.9,-324
187,124,-158,26.9
187,-38.4,-32.2,365
187,-166,158,282
188,-238,176,-0.255
188,-113,127,-118
188,220,50.2,-28.7
188,365,-105,-44.8
188,26.5,-183,-260
188,-271,-149,-205
188,-43,-127,187
189,189,-7.33,264
189,-33.5,224,-35.5
189,-280,280,-120
189,-157,86.7,69.9
189,108,-99.7,146
189,163,-126,-37.3
190,31.1,-115,-199
190,-82.3,-78.5,-76.4
190,-106,97.6,84.6
190,2.31,194,63.6
190,206,-32.2,71.4
190,264,-315,162
190,57.3,-228,102
191,-191,192,-134
191,-204,441,-315
191,-23.4,232,-292
191,39.9,-184,-38.3
191,-99.3,-424,335
191,-105,-201,399
192,152,329,7.77
192,275,422,-274
192,47.7,-102,-132
192,-200,-455,98.7
192,-200,-239,196
192,-91.9,118,127
192,24.6,283,-141
193,180,253,-351
193,177,41.1,-193
193,-36.9,-184,145
193,-73.5,-184,248
193,122,-87.7,113
193,73.5,-50.9,-14.3
193,-233,84.2,-96.2
194,-229,258,-92.3
194,106,138,108
194,219,-157,236
194,55.2,-142,-32.2
194,-54.3,129,-377
194,-79.6,141,-239
195,-78.6,-139,230
195,-13.5,-299,401
195,34.1,-147,118
195,-12,103,-268
195,-71.4,182,-386
195,-22.2,124,-89.6
195,148,110,267
196,219,126,208
196,-0.459,8.65,-31.8
196,-215,-253,11.8
196,-71.3,-397,169
196,159,-169,104
196,76.3,247,-127
196,-158,428,-312
197,-174,271,-283
197,98.2,-48.9,-12.3
197,299,-269,193
197,2.14,-181,74.1
197,-448,54.1,-79
197,-289,57,109
198,277,-173,453
198,430,-231,427
198,98.8,56.6,-125
198,-177,336,-657
198,-137,253,-539
198,43.8,-39.2,72.8
198,77.6,-161,372
199,-94.2,-46.9,40.3
199,-174,17.9,-229
199,-4.66,-117,92.9
199,162,-207,403
199,155,-10.5,135
199,61.6,281,-216
200,-44.1,267,-157
200,-122,-17.5,1.14
200,-172,-115,-57.8
200,-182,22.9,-137
200,-20.1,-48.5,5.43
200,198,-343,267
200,182,-326,329
201,140,115,39.5
201,215,481,-348
201,-21.2,432,-438
201,-470,61.6,-142
201,-398,-298,252
201,193,-361,396
201,507,-140,218
202,227,114,-38.8
202,-206,132,-165
202,-407,-3.87,-223
202,-303,9.77,-259
202,77.2,60.4,-93
202,443,-38.8,210
203,407,-27.6,263
203,8.39,158,84.8
203,-335,132,-6.03
203,-361,-203,-26.2
203,-176,-354,-53.1
203,66.3,3.81,-13.7
203,274,373,3.02
204,276,188,-60.1
204,70.1,-220,-60
204,-109,-237,36.1
204,-171,40.4,116
204,-126,165,50.2
204,35.1,60.1,-109
204,112,-54,-109
205,10,24.1,-23.3
205,-0.73,121,-59.2
205,125,-75.1,-14.1
205,22,-279,138
205,-290,-88.5,120
205,-249,207,19.1
206,229,195,11
206,492,-13.1,-5.79
206,152,-104,-64.9
206,-386,-34.6,-52.7
206,-515,43,17.4
206,-173,65.5,58.1
206,214,7.58,61.5
207,357,-119,-16.1
207,296,-164,-174
207,99.4,-19.9,-232
207,-194,205,-55.1
207,-344,227,256
207,-133,-82,377
208,180,-301,87.1
208,242,-32,-296
208,109,297,-246
208,-65,166,129
208,-169,-157,225
208,-119,-224,-67.2
208,-29.9,-59.1,-272
209,-15.5,51.8,-112
209,10.5,24.1,182
209,61.3,11.4,275
209,4.66,42.6,90.5
209,-94.8,61.8,-203
209,13.4,137,-312
209,270,177,-51.8
210,308,-27.9,323
210,-4.73,-298,303
210,-388,-247,-126
210,-410,48.4,-360
210,36.4,124,-95.4
210,448,-81.3,252
211,297,-84.5,241
211,-208,242,-60.9
211,-474,377,-276
211,-294,14.4,-186
211,111,-451,61.7
211,422,-449,217
211,432,4.9,212
212,173,382,113
212,-168,404,-63.7
212,-415,175,-301
212,-416,-124,-344
212,-68.6,-304,-0.954
212,358,-277,367
213,387,-68.2,303
213,57.1,195,-47.2
213,-169,266,-257
213,-149,89,-221
213,-119,-113,11.3
213,-136,-187,303
213,10.6,-130,316
214,253,14.7,-30.8
214,261,104,-357
214,16.1,42.4,-315
214,-162,-18.4,19.2
214,-132,13.1,294
214,-69.7,18.7,231
214,-48.5,21.4,-119
215,22.9,88.6,-335
215,73.3,82.4,-99.2
215,19.5,-36.2,282
215,-15.8,-117,262
215,12.9,-78.2,-85.9
215,9.42,10.9,-204
216,32.8,-13.3,43.5
216,152,-103,232
216,178,31.3,70.3
216,-99.4,263,-185
216,-466,135,-161
216,-369,-252,18
216,197,-324,-27.1
217,506,55.8,-248
217,251,343,-193
217,-120,134,257
217,-236,-195,583
217,-121,-200,346
217,24.6,-10.1,-182
217,53.2,151,-465
218,37.9,190,-348
218,58.4,44.1,-31.1
218,-1.35,-94.5,166
218,-141,-46.9,106
218,-105,-35.1,52
218,162,-137,170
219,227,-71,148
219,-90.4,85.5,-113
219,-229,15.2,-213
219,70.4,-112,-26.4
219,184,14.6,123
219,-180,221,35.9
219,-332,204,-175
220,122,17.5,-194
220,467,-142,98.8
220,145,-209,304
220,-274,-136,105
220,-186,99.5,-202
220,78,272,-225
221,58.1,136,-1.41
221,-121,-172,182
221,-135,-327,193
221,103,-220,92.4
221,292,70.2,-30.7
221,88.3,393,-163
221,-233,427,-291
222,-183,-16.5,-191
222,90.8,-479,214
222,157,-374,430
222,-35.6,93.7,113
222,-209,282,-288
222,-104,86.4,-250
222,178,-32,41.4
223,260,140,104
223,-9.38,227,-16.2
223,-247,-75.2,36.8
223,-79,-434,178
223,212,-381,92.8
223,126,47,-159
224,-218,456,-275
224,-258,439,-129
224,94.6,-42.3,156
224,332,-436,318
224,167,-303,173
224,-152,60.5,-141
224,-267,195,-285
225,-78.5,96.8,-127
225,166,54.6,109
225,153,118,148
225,-55.4,31,19
225,-124,-138,-69
225,7.02,-112,0.345
225,-4.67,-17.1,143
226,-209,-11.5,89
226,-106,-7.97,-200
226,346,-43.1,-321
226,474,-86.3,-60
226,41.4,58,314
226,-415,252,419
227,-404,140,86.4
227,-1.35,-169,-382
227,309,-170,-474
227,204,151,-91.8
227,-77.3,225,364
227,-110,-127,446
227,37.6,-420,97.9
228,-13.4,-230,-325
228,-155,238,-383
228,-88.6,429,18.9
228,9.57,190,380
228,53.9,-152,211
228,164,-275,-191
229,162,-112,-249
229,-7.01,87.4,4.31
229,-60.4,66.2,152
229,37.7,-43.2,25.5
229,42.1,-28.9,-160
229,-71.5,72.7,-119
229,-173,153,82.1
230,-187,115,172
230,2.19,-64,124
230,222,-227,41
230,92.2,-217,-66.2
230,-192,-15.5,-158
230,-142,210,-129
230,136,192,26.7
231,248,-55.6,161
231,154,-170,128
231,-6.21,36.3,-57.9
231,-159,225,-188
231,-230,71.4,-71.2
231,-122,-152,128
232,109,-114,86.1
232,209,-11.5,-108
232,78.8,-69.7,-69.4
232,-78.7,-135,140
232,-93.1,-10.7,129
232,-27.1,211,-55.8
232,41.1,266,-123
233,45.3,118,-82.4
233,-65.8,-69.1,-11.1
233,-118,-241,139
233,-5.39,-321,227
233,59.7,-142,56.3
233,-29,210,-198
233,-39.3,382,-250
234,174,162,-98.4
234,316,-179,84.7
234,64.6,-164,117
234,-322,119,-1.38
234,-260,92,-42.7
234,159,-264,55.8
235,208,-312,85.5
235,-222,94.4,-10.5
235,-383,349,-21.5
235,45.9,155,125
235,411,-80.3,177
235,248,-69,-66.1
235,-71.2,-26.5,-341
236,-171,-88.9,-221
236,-83.1,-70,138
236,43.9,75.5,217
236,60.3,124,-9.39
236,-92.5,25.7,-189
236,-234,-69.3,-106
237,-74.6,-121,176
237,284,-80.9,299
237,358,84.2,67.3
237,46.9,151,-175
237,-270,11.8,-152
237,-278,-54.7,-44.2
237,11.1,50.2,8.3
238,233,62.4,52.8
238,109,-68.5,55.3
238,-112,-107,-11.9
238,-132,-11.2,-48.2
238,-51.3,44.6,1.62
238,35.3,-13.1,49.2
238,159,-103,-6.03
239,153,-67.8,-97.6
239,-72.9,112,-41.7
239,-277,173,127
239,-183,-15.8,138
239,140,-132,-25.2
239,274,45,-100
240,83.8,199,-51.4
240,-24.4,26,-14.8
240,29.5,-211,4.68
240,-82.5,-142,30.2
240,-222,68.2,70.1
240,-73.1,67.9,96
240,131,-47.3,-8.88
241,56.3,5.19,-201
241,-90.5,119,-243
241,5.7,43.1,-35.5
241,131,-127,236
241,1.82,-177,280
241,-113,-80.1,54.4
242,71,108,-139
242,255,271,-92.7
242,124,224,17.6
242,-196,-21.5,-2.38
242,-417,-249,-23.5
242,-269,-281,24.4
242,211,-79.2,-2.64
243,490,184,-24.4
243,208,268,35.2
243,-276,112,-39.8
243,-409,-165,-172
243,-86.2,-287,-26.9
243,329,-88.8,241
243,372,153,224
244,-18.8,151,-28.9
244,-393,86.4,-193
244,-302,80.9,-193
244,156,-34.3,-124
244,433,-192,30.9
244,213,-184,275
245,-255,-78.3,352
245,-446,43,66.7
245,-87.3,210,-286
245,364,292,-310
245,260,143,-91.9
245,-142,-110,50.1
245,-187,-245,55.9
246,5.31,-205,81.3
246,7.73,-50.9,122
246,-61,119,35.4
246,50.3,141,-65.6
246,174,-49.8,-6.92
246,72.9,-223,79.9
246,-86.3,-70,19.5
247,-67.2,283,-103
247,-47.6,337,-67
247,-146,5.83,63
247,-72,-266,7.41
247,192,-219,-151
247,237,-19.3,-74.3
248,-8.42,109,169
248,-203,137,157
248,-142,76.8,-88.3
248,68.9,-73.3,-92.9
248,194,-160,101
248,90.5,-69,45.1
248,-105,35.2,-110
249,-132,20.2,33.9
249,-23.4,52.4,172
249,-43.5,193,-79.1
249,-93,133,-314
249,115,-144,-116
249,351,-199,192
250,178,-15,242
250,-272,23.5,113
250,-440,-106,-71.4
250,-140,-110,-182
250,238,126,-43
250,288,326,124
250,32.7,188,41
