Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
43.8,-6.18,1.646,1.03
44,-4.96,4.64,3.02
44.1,-2.66,4.66,3.9
44.3,4.8,-4.04,-0.908
44.4,12.02,-11.44,-5.94
44.6,11.8,-8.98,-7.24
44.7,5.26,-1.632,-4.16
44.9,-7.66,6.04,2.76
45,-17.22,10.58,6.9
45.2,-7.34,7.56,5.06
45.3,5.82,1.308,1.954
45.5,2,-1.748,0.946
45.6,-4.06,-2.44,-0.0546
45.8,1.272,-4.62,-3.78
45.9,5.36,-4.5,-3.5
46.1,-2.24,3.86,4.02
46.2,-5.98,6.82,3.98
46.4,6.68,-5.24,-6.12
46.5,17.78,-12.78,-10.32
46.7,11.28,-5.64,-5.94
46.8,-2.56,3.6,1.874
47,-10.32,6.04,8.58
47.1,-13.16,5.7,9.26
47.3,-16.8,10.7,6.92
47.4,-12.86,10.58,2.18
47.6,5.7,-5.08,-6.78
47.7,21.6,-17.12,-12.18
47.9,18.64,-10.92,-5.16
48,-0.386,3.12,9.36
48.2,-19.3,12.42,13.48
48.3,-17.86,10.72,1.488
48.5,2.22,-2.28,-11.88
48.6,19.32,-14.16,-12.84
48.8,19.08,-8.98,-1.42
48.9,2.86,3.86,7.3
49.1,-10.08,3.8,4.74
49.2,-6.9,-1.7,1.632
49.4,-4.52,2.8,2.36
49.5,-9.5,8.88,0.594
49.7,-2.28,3.64,-3.18
49.8,12.06,-6.9,-4.62
50,7.72,-7.26,-1.928
50.1,-10.9,2.36,3.78
50.3,-16.82,7.14,7.66
50.4,-1.234,2.52,3.82
50.6,18.46,-4.86,-5.6
50.7,17.14,-6.92,-7.9
50.9,-3.08,-1.628,-1.574
51,-8.44,0.518,0.508
51.2,2.16,0.468,0.642
51.4,-2.26,7.9,6.22
51.5,-11.32,8.7,5.66
51.7,-0.1808,-5.28,-4.4
51.8,14.36,-11.78,-8.02
52,5.62,-1.008,-0.404
52.1,-19,9.12,6.2
52.3,-21.2,6.58,5.72
52.4,6.22,-1.08,2.44
52.6,20,-5.26,-2.62
52.7,13.22,-7.48,-8.2
52.9,10.76,-7.7,-8.32
53,2.18,-2.4,-3.18
53.2,-13.5,6.92,3.46
53.3,-13.6,12.32,9.06
53.5,-6.5,6.52,8.04
53.6,-4.94,-1.67,1.31
53.8,4.02,-2.26,-3.64
53.9,11.9,-3.04,-3.28
54.1,-1.95,-7.68,-1.932
54.2,-9.98,-11.3,-7.58
54.4,10.38,-6.72,-8.26
54.5,18.28,9.02,8.78
54.7,-7.98,19.6,18.34
54.8,-24.6,14.22,2.98
55,-3.74,2.02,-10.42
55.1,18.8,-8.1,-2.22
55.3,8.06,-8.84,8.6
55.4,-12.28,-1.206,4.1
55.6,-7.06,-0.198,-7.62
55.7,11.7,-12.38,-14.8
55.9,15.4,-21,-13.28
56,-2.44,-4.78,-0.274
56.2,-23,23.8,15.28
56.3,-14.74,26,14
56.5,16.34,-2.3,-4.2
56.6,25.8,-24.8,-15
56.8,2.94,-13.08,-1.994
56.9,-18.48,20.2,19.56
57.1,-15.28,33,21.4
57.2,-1.81,12.38,2.94
57.4,3.92,-14.88,-13.34
57.5,6.38,-27.4,-17.4
57.7,4.42,-20,-13.08
57.8,-1.606,-2.8,-4.64
58,2.46,5.48,1.534
58.1,13.66,2.74,-0.638
58.3,12.78,5.18,0.922
58.4,-14.3,15.92,15.78
58.6,-41,8.66,16.64
58.8,-14.52,-14.2,-0.962
58.9,37.4,-8.16,-2.36
59.1,32.2,15.56,2.12
59.2,-19.44,8.54,-11.9
59.4,-33.8,-11.86,-17.26
59.5,5.06,-7.58,4.52
59.7,30.6,9.16,23.4
59.8,10.72,11.2,11.34
60,-10.64,-4.2,-17.56
60.1,-7.24,-18.3,-27
60.3,-3.42,-16.54,-8.7
60.4,-2.38,-6.88,9.16
60.6,8.5,1.522,9.62
60.7,13.56,12.62,7.3
60.9,-4.42,25,12.8
61,-33.8,21.6,14.18
61.2,-35.8,-6.1,-2.84
61.3,8.26,-27.2,-23.2
61.5,47.6,-13.98,-17.74
61.6,30.4,9.32,7.14
61.8,-8.5,13.38,18.6
61.9,-10.54,-2.66,3.1
62.1,5.06,-18,-15.92
62.2,-7.36,-0.908,-1.472
62.4,-23.4,31.6,30
62.5,-8.48,18.8,13.98
62.7,14.42,-27.4,-36.8
62.8,23,-31.6,-40
63,14.44,0.706,7.98
63.1,-13.22,4.68,33.2
63.3,-34.2,-7.36,11.36
63.4,-16.7,18.18,-9.62
63.6,16.66,45,-1.488
63.7,11.38,12.58,9.74
63.9,-16.88,-44,-0.428
64,-2.12,-52,-18.2
64.2,33,0.552,-11.64
64.3,21.4,55.2,22
64.5,-13.3,40.2,30.2
64.6,-4.54,-34.6,-18.3
64.8,29.2,-64.4,-49.4
64.9,5.28,-1.926,-3.06
65.1,-58.6,61,47.6
65.2,-56.6,40.8,29.2
65.4,11.16,-21.4,-18.34
65.5,54.8,-40.6,-28.4
65.7,38.2,-7.04,-2.8
65.9,-8.56,13.8,7.78
66,-38.6,-6.58,-9.94
66.2,-22,-11,-8.3
66.3,23.2,27.4,29.2
66.5,38.4,41,39.8
66.6,10.58,-17.86,-16.68
66.8,-13.4,-74,-68.6
66.9,-17.9,-33.6,-32
67.1,-16.62,46,43.2
67.2,-7.32,60,52.8
67.4,4.94,27,9.2
67.5,-0.714,1.994,-9.32
67.7,-22.6,-19.84,-0.1724
67.8,-17.54,-41.8,-8
68,23.8,-40.2,-27.6
68.1,41.8,-8.26,-24.4
68.3,21.8,27.2,3.8
68.4,10.54,28.8,20
68.6,10.68,-0.442,4.34
68.7,-7.88,-13.66,-7
68.9,-35,4.34,7.62
69,-31.6,22.8,22.4
69.2,1.134,20.8,20.4
69.3,15.74,1.356,-2.6
69.5,-9.86,-21.4,-31
69.6,-35.6,-24.6,-25.4
69.8,-12.08,-1.336,9.08
69.9,32.6,15.98,20.2
70.1,33.4,-0.0316,-3.72
70.2,2.18,-24.4,-18.4
70.4,-3.96,-14.2,3.48
70.5,7.38,10.94,19.52
70.7,5.26,6.4,-11.1
70.8,8.84,-6.96,-36
71,11.16,-1.584,-9.22
71.1,-14.32,13.62,31.8
71.3,-32.6,33.4,48.4
71.4,-12.76,30.2,29.4
71.6,14.2,-15.48,-16.98
71.7,10.52,-54.8,-50.8
71.9,-10.64,-33,-36
72,-13.64,32,15.4
72.2,7.72,67,49.8
72.3,31.4,28.2,29.4
72.5,23.2,-44.2,-25
72.6,-18.86,-67.2,-51.6
72.8,-50.4,-14.92,-14.76
72.9,-30.6,41,36.2
73.1,27.8,28.4,31
73.3,44,-26.4,-20.2
73.4,-10.24,-50,-53.8
73.6,-26.4,-10.08,-24.2
73.7,40.2,49.4,41
73.9,53.6,49,54.2
74,-37.2,-2.2,12.28
74.2,-80.2,-28,-14.16
74.3,-8.52,-20,-21.6
74.5,67.2,-5.42,-23.6
74.6,63,18.56,6.84
74.8,0.494,36.6,45.8
74.9,-61.4,21.6,25
75.1,-78.6,-4.08,-27.4
75.2,-31.4,-7.3,-25.2
75.4,55.8,-18.28,0.912
75.5,96.4,-61.6,-22.8
75.7,23.6,-66,-45.6
75.8,-79,10.88,-3.12
76,-66,81.2,47.8
76.1,19.66,61,35
76.3,17.8,-9.56,-5.9
76.4,-25,-29.4,1.826
76.6,35.4,2.48,34.2
76.7,101.4,-4.12,7.66
76.9,33.6,-29.8,-44.8
77,-54.6,9.9,-22
77.2,-48.6,49.8,29
77.3,-24.6,-19.74,-14.18
77.5,-32.6,-97,-79.4
77.6,-24.2,-14.98,-11.14
77.8,20.2,126,108
77.9,61.8,105,92
78.1,41.8,-58.2,-41.4
78.2,-28,-150,-127
78.4,-62.8,-55,-61.6
78.5,-31.4,102,80.4
78.7,23.8,110.6,117.6
78.8,38.4,-28.4,10.78
79,7.22,-101.4,-77.4
79.1,3.34,-26.6,-50.8
79.3,19.56,45.8,6.54
79.4,-8.46,34.4,24
79.6,-13.56,12.72,16.62
79.7,50.8,11.7,3.7
79.9,51.4,-5.1,-8.62
80,-58,-26.4,-9.24
80.2,-100.8,-10.98,11.42
80.3,-0.1992,14.2,29.2
80.5,54.8,-1.262,-3.18
80.7,-45.6,-24.2,-59
80.8,-110.4,-9.54,-49.4
81,18,3.92,14.84
81.1,188.6,-11.22,50.4
81.3,156.6,2.34,51.2
81.4,-74.4,47.2,32.2
81.6,-210,33.2,-21
81.7,-71.8,-30.4,-65
81.9,110.8,-27.6,-35.2
82,96.6,30,29.8
82.2,0.66,10.54,28.8
82.3,-29.6,-50.4,-13.84
82.5,-13.52,-12.68,1.506
82.6,27,57.4,38.2
82.8,27.6,30.2,16.84
82.9,-79.8,-36.4,-34.4
83.1,-144.8,-49.2,-54.4
83.2,-7.74,-29.6,-33.6
83.4,171.2,-1.748,10.28
83.5,131.4,52,62.6
83.7,-71.2,76.2,66.4
83.8,-145.8,-5,-20.6
84,-25.4,-116.6,-103.8
84.1,81,-113.8,-60.6
84.3,55.4,5.64,57
84.4,-25,122,92.2
84.6,-50,141.8,29.6
84.7,17.5,64.6,-10.9
84.9,91.2,3.58,23
85,57,40,62
85.2,-39.8,52.4,30.4
85.3,-76.4,-68.2,-49.6
85.5,-41.4,-202,-107.2
85.6,-0.834,-202,-121.8
85.8,15.22,-102,-99.2
85.9,24.2,-38.4,-52.8
86.1,23.8,-34.2,-10.98
86.2,-14.14,55.6,56.4
86.4,-77.8,260,175.8
86.5,-99.4,348,248
86.7,-24.2,150.4,144.8
86.8,75.6,-157.8,-92.2
87,94.4,-238,-230
87.1,83,-52.8,-128.4
87.3,91,97.8,57.2
87.4,44.6,47,113.4
87.6,-50,-58.6,45.4
87.8,-97.2,-69,-37.2
87.9,-82,-30.8,-91
88.1,-40.4,-35.8,-105.4
88.2,-6.84,-58.4,-56.6
88.4,-12.74,-10.54,54.6
88.5,-13.16,72.4,130.6
88.7,39.6,74.2,84
88.8,88.4,15.7,-4.38
89,73.2,-28.4,-49.6
89.1,12.94,-40.6,-63.6
89.3,-53,1.474,-33.2
89.4,-105.2,35.6,8.24
89.6,-102.2,-25.8,-20
89.7,-11.78,-60.6,-52.6
89.9,87.8,64.2,33
90,93,168.2,153
90.2,35.2,34.4,105.2
90.3,8.68,-153.8,-66.8
90.5,10.62,-82.6,-103.2
90.6,-25.2,126.8,25.2
90.8,-85.6,114,81.8
90.9,-56,-80,-0.027
91.1,79,-155.6,-87.2
91.2,138,-93,-118.8
91.4,42.2,-25.4,-74.4
91.5,-95,51.2,46
91.7,-185.4,128.8,130
91.8,-140.8,102.2,87.2
92,45.8,-27,-11.14
92.1,184.4,-113.2,-70.8
92.3,150,-59,-86.4
92.4,21.8,73.6,-33.2
92.6,-59.8,106.2,79.6
92.7,-64.4,-4.5,116.4
92.9,-85,-79.2,19.56
93,-86.4,-49.2,-84.2
93.2,46,-15.86,-68.2
93.3,138.8,33.6,46.4
93.5,7.02,107.8,99.6
93.6,-115.2,57.2,-4.42
93.8,-1.68,-108,-126.8
93.9,155.2,-166.8,-114.4
94.1,94.2,-61.4,-20.8
94.2,-94,81.6,78.6
94.4,-102.4,170,166
94.5,65.4,132,132.6
94.7,58.6,-32.8,-59.4
94.8,-159.6,-152.2,-202
95,-202,-107.8,-127.8
95.2,44.6,26.8,83.4
95.3,240,135,218
95.5,155.2,127.6,116.8
95.6,-73.4,-15.52,-123.4
95.8,-226,-186.6,-220
95.9,-192,-199.6,-89
96.1,50.6,5.64,95.6
96.2,328,178,144.6
96.4,302,79.8,22.8
96.5,-29,-68.2,-89
96.7,-272,-2.64,-45.8
96.8,-214,96.6,19
97,-40.2,20.6,-14.1
97.1,63.4,-104.2,-29.6
97.3,122.6,-94.8,63
97.4,154.4,37.8,161.4
97.6,46,136.4,120
97.7,-175.2,107,-30.6
97.9,-206,27,-115
98,0.472,-49.4,-96.4
98.2,70,-138.4,-91.2
98.3,-54.8,-154.8,-104.8
98.5,-19.78,-36,-38.6
98.6,181.8,102.4,100.6
98.8,197,114.8,171
98.9,-31.2,-10.56,71.6
99.1,-161,-132,-85.4
99.2,-2.96,-86.6,-100.2
99.4,172,86.2,2.66
99.5,77,167.6,51.2
99.7,-160.8,78.6,36.8
99.8,-248,-20.6,55
100,-114,-32.8,53
100,59.4,-44.6,-66
100,106.2,-78.4,-161.6
100,35,-45,-45.2
101,-17.76,33.4,126
101,67.6,59.6,99.8
101,166.4,44.6,-4.48
101,69.2,54.6,39.6
101,-97.6,44.4,69.8
101,-113.8,-67,-136.8
101,-43,-166.6,-300
102,10.54,-97.8,-90.4
102,65.4,34.4,226
102,76.6,56,228
102,-62.2,9.04,-9.12
102,-246,6.92,-134
102,-171.4,41.6,-57.8
103,149.4,71.2,67.6
103,300,59,123
103,98.2,-7.04,75.8
103,-124.8,-22.6,-22.8
103,-40.6,35.6,-97.8
103,144.2,22.6,-125.2
103,56,-75,-85.8
104,-182.6,-129,7.98
104,-179,-104.8,66
104,37.6,-18.28,62
104,109,102.6,52
104,-7.32,139,32
104,-83.2,22.4,-23.6
105,-47.4,-80.6,-46.8
105,42,21.8,28.2
105,93.6,147.6,67.4
105,33.8,12.58,-51.2
105,-30.2,-188.8,-140.4
105,6.52,-161.2,-53
105,3.78,-10.66,78
106,-67.4,100.6,126.2
106,-6.58,166.2,81.8
106,146.6,155,-0.1242
106,145.8,23.4,-64
106,-15.92,-170.4,-111.2
106,-125,-242,-91
106,-116,-93.2,30.8
107,-96.6,73.6,102.6
107,-84.4,70.8,3.52
107,-11.36,84.8,-88.4
107,96.2,230,26.4
107,133.4,153,143.8
107,76.4,-274,1.546
108,-9.82,-442,-157.8
108,-61.2,1.568,-17.58
108,-59.8,420,169.4
108,-20.2,242,59.4
108,55,-140,-112
108,121.6,-165.8,-36.6
108,77.8,2.76,76
109,-102.8,-9.68,-17.2
109,-256,-108,-155.4
109,-187.4,-45,-93.8
109,65.6,88.2,104.4
109,242,102.4,172.8
109,222,39.6,51.2
109,158.8,-13.68,-91.8
110,93.2,-70,-135.8
110,-85.6,-87.6,-49.8
110,-278,30.2,117.4
110,-320,194,206
110,-192,132.6,82.8
110,17.32,-160.8,-176.8
111,170.6,-290,-288
111,234,-72.6,-99
111,260,164.4,169
111,148.2,151.6,238
111,-158,21.8,99
111,-358,-25.2,-74.6
111,-220,-10.14,-146.6
112,72,-28.8,-112
112,294,-44.4,-24.2
112,346,20.8,109.4
112,109.2,92.8,216
112,-276,14.64,95.4
112,-346,-131.8,-184.4
113,-20.8,-80,-210
113,228,117.8,55.8
113,87.2,131.4,132.4
113,-254,-65,-74.8
113,-336,-172.4,-142.2
113,19.78,-72,30.4
113,352,46.2,113.2
114,250,69.4,21.4
114,-34.2,108.8,1.796
114,-130.4,151.2,95.2
114,-28.8,21.4,55
114,131.8,-214,-128.8
114,184.8,-230,-139.2
114,7.24,54.4,60.6
115,-220,270,126.8
115,-173.6,136.4,-38.6
115,21.4,-113.6,-147.4
115,-40.2,-131.8,-37.2
115,-212,0.0388,138.2
115,-34.6,4.18,181.6
116,316,-87.4,59
116,296,-49.2,-113.2
116,-44.6,59.2,-210
116,-204,21.4,-169.8
116,-91.6,-62.4,15.06
116,29.2,12.04,202
116,84.2,153.8,177.8
117,79.8,144.8,-20.4
117,-79.6,-32.8,-128.6
117,-256,-158.6,-52.6
117,-88.2,-59.2,35.8
117,330,164.2,63.2
117,370,220,90.4
118,-117.8,-61.8,28.6
118,-408,-376,-140.8
118,-103.8,-286,-172.2
118,226,63.2,14.54
118,168.2,226,166.6
118,26,124.8,95.4
118,-11.86,1.266,-71
119,-135.6,19.24,-92.2
119,-308,83.2,42.4
119,-220,76.2,123.8
119,139,36.4,17.12
119,380,-55.2,-198.4
119,294,-180,-240
119,62,-171,39.2
120,-127.6,-29.6,294
120,-206,94.6,183
120,-187.8,109.6,-87
120,-95.6,4.04,-156.6
120,116.4,-66.6,-30.2
120,266,16.06,59.4
121,77,115.6,51.2
121,-216,68.4,11.46
121,-228,-71,-63.4
121,-63.8,-101,-81
121,54.8,9.14,63
121,188.8,55.2,160
121,276,-40.8,-31.6
122,98.2,-102.8,-280
122,-177.6,0.1486,-164.6
122,-226,182.4,258
122,-96,236,458
122,12.18,40.8,112
122,47.2,-250,-412
122,117.4,-338,-496
123,230,-145,-87
123,133,142,332
123,-178,312,398
123,-316,224,152.2
123,-152.4,-84.2,-174
123,58.8,-322,-356
124,101.6,-226,-226
124,59.6,143.6,129.4
124,85,398,358
124,63.4,181.2,212
124,-92,-268,-122.8
124,-198.6,-342,-248
124,-91.2,59.2,-61.4
125,183.4,374,136.2
125,312,175.6,65.4
125,86,-240,-121.2
125,-132.8,-346,-87.4
125,-45.8,-154.8,60.4
125,61.6,24.8,5.44
126,0.25,164.2,-113.6
126,-44.2,294,3.34
126,-52.2,252,218
126,-176.2,-23.6,192
126,-268,-232,-17.56
126,-92,-99.6,-82.4
126,124.8,96.8,-11.06
