Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
130,-266,125,-147
130,-688,-230,-292
130,-488,-360,-189.2
130,266,-105.2,72.2
131,682,212,194
131,294,238,89.8
131,-210,27.6,-43.6
131,-157.2,-81.6,-13.14
131,174.4,7.14,127.2
131,194.2,63,99
132,-121.2,7.86,-137.8
132,-380,-53.2,-270
132,-366,-148.4,-166.8
132,-33.8,-252,27
132,404,-220,137.8
132,410,15.04,127.4
132,-49.4,446,228
133,-340,694,400
133,-144.4,246,139.8
133,183.2,-496,-460
133,206,-626,-622
133,-57.2,-131.4,-192.6
133,-156.6,236,236
134,158,123.6,314
134,360,-126.4,114.6
134,-63.4,-97.8,-121.2
134,-606,234,-84.6
134,-514,428,167.4
134,68.2,60,152.6
134,470,-480,-172.2
135,412,-460,-260
135,147.6,31,18.1
135,-86.2,346,232
135,-246,300,218
135,-212,97,80
135,93.2,-177,-158.8
135,338,-336,-336
136,133,-103.4,-214
136,-280,298,109.6
136,-442,356,316
136,-290,26.6,220
136,122.8,-286,-92
136,522,-260,-278
137,424,-8.98,-107.4
137,-5.38,156.8,210
137,-208,130.6,258
137,-218,-42.8,-66.4
137,-206,-214,-374
137,-19.8,-178.2,-270
137,178.6,37.8,90.8
138,46.6,214,306
138,-216,206,250
138,-194,83.8,92
138,141,-28.6,-20.4
138,420,-72.8,-52.8
138,316,15.76,-43.2
138,-11.7,111,-77
139,-272,-36.2,-143.4
139,-396,-282,-136.4
139,-238,-234,-41
139,197.8,27,-0.00822
139,422,85.4,-77.6
139,128.4,16.72,-9.08
140,-270,141.2,298
140,-282,244,372
140,-28,61.4,26.4
140,97.4,-105,-212
140,91,-55,-145.4
140,146,-53.8,-119.2
140,161,-164.6,-131.8
141,38.4,-159.8,17.64
141,-107,30.4,186
141,-210,256,196.6
141,-171.4,294,112.4
141,25.4,88.4,2.22
141,110.6,-137,-138
142,4.84,-226,-246
142,-15.64,-300,-260
142,109,-326,-146.2
142,124.2,-10.42,108.8
142,17.5,488,318
142,32.2,486,210
142,121.2,-96,-78.4
143,-22.4,-330,-51.6
143,-370,230,330
143,-436,574,394
143,-47.6,-58.8,-193.6
143,332,-812,-726
143,390,-678,-514
143,262,65.2,112
144,-17.44,518,404
144,-386,322,210
144,-380,-71,7.58
144,125.6,-89.4,75
144,394,228,153.6
144,36,372,49
145,-234,83,-75.8
145,3.88,-320,-122.4
145,184.2,-418,-127.4
145,-50.8,-232,-103
145,-316,-55.8,-97.6
145,-246,30.4,-99.6
145,83.6,137,19.28
146,350,206,206
146,286,86.6,216
146,4.44,-110.6,1.008
146,-113.6,-136.6,-216
146,23.2,54.6,-174.4
146,86.2,228,135
147,-93.2,137.4,290
147,-218,-106,47
147,-36.6,-116.2,-148
147,246,155.4,31.2
147,294,296,234
147,6.98,113,180.2
147,-430,-206,-110.2
148,-560,-406,-466
148,-136.4,-254,-430
148,298,90.4,79
148,166.6,122.4,382
148,-151.6,-160.8,124.4
148,-101.4,-242,-204
148,167.4,28,-150.8
149,302,272,91
149,234,168,98.2
149,135.6,-162.2,-118
149,170.6,-234,-164.6
149,214,206,133.4
149,-33.4,650,476
150,-468,438,422
150,-500,-180.2,-11.54
150,4.9,-404,-346
150,394,-185.4,-334
150,197.8,-95,-161.4
150,-364,-164,15.18
150,-682,-6.32,200
151,-290,222,220
151,428,77.6,-97
151,574,-284,-428
151,56.6,-354,-328
151,-254,-74.2,98
151,16.3,218,404
151,232,228,296
152,122,44.6,-92.6
152,137.8,46.8,-248
152,216,236,46.2
152,-25,246,340
152,-322,50,250
152,-302,-119.8,-64.4
153,-96.8,-224,-320
153,45.4,-322,-388
153,70.2,-352,-240
153,109.8,-146.2,76.6
153,214,346,414
153,93.2,702,470
153,-334,424,121.8
154,-484,-210,-266
154,-101.6,-526,-366
154,224,-382,-268
154,167.4,-87.6,-76.2
154,107.2,113.8,182.6
154,228,142.4,268
155,195.8,3.8,37.8
155,-125.4,-115.2,-188.2
155,-316,5.54,-66.6
155,-54,236,230
155,360,266,258
155,408,43.2,-83.4
155,13.06,-179.2,-364
156,-450,-173.6,-169.8
156,-532,18.94,262
156,-72.6,208,418
156,410,193.8,164.4
156,210,-36.8,-230
156,-336,-266,-448
156,-292,-324,-352
157,157.4,-171.2,-13.96
157,244,86.2,282
157,78.8,240,290
157,-30.2,206,102.4
157,-128.6,18.84,-55.6
157,-59.2,-144.8,-101.2
158,216,-100.4,-77.6
158,342,25.4,-35.4
158,206,39.4,47
158,-37.8,72.8,190.2
158,-352,240,242
158,-552,242,19.86
158,-338,-145,-306
159,165.6,-542,-376
159,514,-436,-172.4
159,444,89.6,67.8
159,30.4,498,226
159,-344,412,252
159,-320,-6.24,126.8
159,-23.8,-246,-7.16
160,195,-131,-32
160,182.6,79,24.6
160,-66.4,138.2,36.8
160,-288,-116,-197.6
160,-163.4,-484,-518
160,144.6,-348,-302
161,318,288,424
161,248,630,736
161,5.98,366,288
161,-147,-30.6,-212
161,-153.8,-181.4,-274
161,-164.4,-208,-173
161,-43,-306,-240
162,220,-310,-312
162,148.4,54.6,-29.4
162,-336,450,400
162,-412,332,428
162,222,-110.8,113
162,570,-298,-99.4
163,108.4,-103.4,-156.2
163,-384,112.2,-186
163,-232,56.2,-109.4
163,276,-104,107.6
163,460,-74.4,200
163,15.76,129.4,3.8
163,-618,294,-152.2
164,-580,236,7.94
164,218,-101.6,152.4
164,736,-444,-69.2
164,348,-324,-316
164,-334,151,-115.6
164,-532,298,264
164,-114,-5.64,270
165,400,-150.4,-10.72
165,338,33.8,-143.4
165,-190.6,59.4,-93
165,-436,-172.2,-61
165,-136.6,-167.4,-0.61
165,296,248,195.2
166,378,540,308
166,-11.92,216,61.4
166,-394,-400,-332
166,-246,-550,-380
166,238,-120.2,-31.6
166,428,256,238
166,95,204,138
167,-302,-9.12,-55
167,-270,-98.2,-57.2
167,70.2,-70.8,-30.8
167,260,51,-56.2
167,105,185.2,42.8
167,-144.4,90.2,155.6
167,-149.8,-140.6,91.8
168,32,-98.4,14.68
168,100,133.6,13.3
168,-36.4,100.2,-55.4
168,-234,-141.6,-114.4
168,-244,-165.4,-14.3
168,63.8,18.9,67.8
169,388,68.6,-69
169,282,-73.8,-260
169,-133.4,-202,-212
169,-284,-104.2,111.4
169,-49.8,260,438
169,160.4,506,422
169,184.4,242,25.6
170,107.2,-296,-374
170,-59.2,-518,-396
170,-212,-222,-84.2
170,-158,188.8,180.8
170,80.2,284,174.8
170,175.2,152.4,64.6
171,-31.2,73.8,36.2
171,-216,31.6,28
171,-116,-153.8,-68.2
171,106.4,-378,-178
171,208,-254,-125.4
171,150.8,206,59.2
171,-11.9,430,160.8
172,-232,171.8,132.6
172,-224,-155.8,58.8
172,148.4,-189.6,-29.4
172,282,2.88,-61.6
172,-152.8,110.6,-19.98
172,-468,-71.4,-76.6
172,-124.4,-284,-224
173,472,-153.4,-180.6
173,620,154,75.6
173,198.4,246,268
173,-248,171.4,250
173,-320,131.2,70.8
173,-224,47.4,-131.8
174,-196.4,-87,-163.4
174,-125,-117.2,19.72
174,64.8,-109.4,164
174,196.2,-119.4,75.2
174,146.6,12.06,-90.8
174,80.4,182.2,-132.6
174,112.4,33,-95.4
175,29.2,-356,-109.4
175,-198.4,-366,-84.4
175,-238,224,133
175,-48,662,292
175,64.4,236,33
175,75.2,-516,-338
176,171.2,-516,-210
176,214,171.4,258
176,34.4,544,376
176,-193.4,240,40.8
176,-274,-206,-236
176,-109.4,-244,-95.2
176,222,73.6,230
177,306,238,232
177,-14.62,-14.68,-124.8
177,-286,-352,-380
177,-182.2,-360,-302
177,71.8,-59.6,-71.4
177,165.2,173.4,106.6
177,64.6,132.6,180.2
178,-101.8,64.8,178.4
178,-181.2,204,150.8
178,-86.2,300,93.8
178,80.6,44.2,-41.2
178,183.8,-282,-167.6
178,258,-268,-173.8
179,268,-80.4,-105
179,25.6,3.72,50.8
179,-342,86.6,258
179,-400,187.2,234
179,-116.6,107.6,-61.2
179,137.2,-114.4,-264
179,172.4,-208,-172.6
180,-4,-87.2,9.62
180,-191.2,91.4,90.4
180,-49,174.6,115.2
180,286,143.4,150.2
180,276,34.8,92.8
180,-108.6,-131.4,-158.2
180,-276,-214,-344
181,15.22,-45,-120.4
181,228,175.6,262
181,58,85.6,224
181,-96.2,-187.8,-165.4
181,-93.8,-178.2,-242
181,-142.8,134.8,143
182,-108.2,302,372
182,66.4,102.6,90
182,114.6,-185.8,-260
182,-1.516,-210,-220
182,-38.6,-30.2,10.8
182,147,55,96.6
182,290,65.8,87.8
183,57.2,140.2,98.2
183,-282,81.6,8.28
183,-258,-140,-148.6
183,-51.6,-131.8,-103.8
183,-69.2,114,76.4
183,-130.6,136,57.4
184,43.8,-118.8,-109.2
184,288,-218,-82
184,338,-29,80.6
184,147.4,67.2,-5.68
184,-95.2,-31.2,-197.4
184,-228,54.6,7.22
184,-238,272,420
185,-78,191.2,422
185,191.2,-119.2,-30.8
185,230,-272,-428
185,-105.2,-166,-412
185,-348,43.8,-106.6
185,-108,183.2,177
185,240,150.6,252
186,282,-14.3,138
186,104.2,-154.4,-1.538
186,-176.6,-159.2,-79.6
186,-384,-29,-89.6
186,-143.6,116,-23.2
186,382,122.4,14.84
187,484,16.72,-72
187,4.92,-53.2,-112.8
187,-406,-43,53.6
187,-324,-26,179
187,-13.44,-57,29.2
187,192.8,-48.2,-98.6
187,226,81.6,23.2
188,114.8,166,88.8
188,-90.8,87.6,-18.46
188,-254,-1.024,-15.36
188,-141,-19.46,120.6
188,228,-54,118.2
188,336,-92.4,-71.6
188,-71.6,-90,-234
189,-398,-77.4,-236
189,-184.8,28.6,-75.4
189,124,208,167.2
189,139.8,130,236
189,112.4,-178.4,55.6
189,163.6,-228,-68
190,67.2,-4.66,-55.2
190,-115.4,51.6,-116.4
190,-170,-49.4,-120.6
190,-126.6,17.32,100.2
190,-11.86,197.8,236
190,103.6,224,96.8
190,42,71,-45.6
191,-86.6,-132,-52.2
191,-7.26,-244,-53.4
191,192.8,-100.8,-30
191,171.4,189.8,73.4
191,-63.6,262,101.6
191,-191.6,15.86,-65.2
192,-114.4,-310,-288
192,1.448,-376,-262
192,60.2,10.34,118.6
192,73.2,464,458
192,-1.6,332,258
192,-77.6,-294,-320
192,4.36,-556,-494
193,84.2,-84.2,14.92
193,34.2,436,486
193,8.02,406,342
193,-91.6,48.2,-80
193,-294,-258,-316
193,-127.4,-356,-312
193,432,-157.8,-136
194,598,199.4,123.8
194,30,358,338
194,-512,183.8,348
194,-384,-65.6,98
194,-29.2,-115.4,-208
194,40.8,-85.8,-360
195,66.8,-206,-336
195,202,-270,-124.2
195,212,21.4,222
195,41.8,404,446
195,-167.2,352,314
195,-256,-148.2,-89
195,-100.2,-480,-400
196,163.6,-194,-290
196,242,348,140.8
196,108,456,330
196,-96.8,9.5,4.68
196,-192.4,-378,-296
196,-55.4,-183,-46.2
196,70,224,322
197,-43.2,153.4,152.2
197,-98.4,-238,-240
197,95.4,-278,-185.2
197,150.8,60.4,130.4
197,-91.4,246,113.8
197,-214,122.6,-172.4
198,11.92,-34,-236
198,330,-62,19.14
198,358,1.416,260
198,12.58,47.2,246
198,-362,7.04,52
198,-368,-20.8,-97.6
198,-67,39.4,-68.4
199,104,66.4,38.6
199,0.274,-32.4,-13.5
199,-13.62,-132.2,-188.8
199,242,-118.8,-208
199,404,-82.4,-49.2
199,112.2,-52.4,116
200,-434,53.4,163.6
200,-602,136,37.4
200,-159,96,-92.2
200,368,62.6,-4.28
200,478,129.6,206
200,240,156.8,258
200,-12.82,-38,45.8
201,-157,-308,-222
201,-266,-276,-238
201,-286,63.2,-4.88
201,-59.4,256,114.6
201,250,52.8,-106.6
201,252,-220,-360
201,-41,-165.4,-208
202,-210,62.2,232
202,-68.8,94,442
202,142.6,31.6,274
202,160.4,133.2,56
202,29,162.4,-51.6
202,-84.2,-59.6,-168
203,-154.4,-149,-232
203,-168.2,60.8,-107.6
203,-15.94,198,107.4
203,218,45.2,187.6
203,260,-208,16.26
203,65.6,-290,-226
203,-181.6,-122.2,-202
204,-270,85.2,60
204,-56,84,179.4
204,254,-35,60.4
204,252,-7.2,-38.6
204,-13.4,140.4,-9.04
204,-182,143,-1.632
204,-240,-12.22,-57
205,-242,-39.2,28.8
205,-7.06,120.2,252
205,320,166,246
205,270,-17,-77.4
205,-68,-206,-324
205,-152.6,-236,-226
206,61.2,-136.8,34.2
206,151,-5.34,142
206,-28,77.8,28.4
206,-204,92.8,-116.4
206,-153,67.4,-137.2
206,31,46.8,-47.8
206,182.2,97.2,139
207,214,174.2,312
207,48.4,59.6,190.6
207,-198.4,-266,-192.4
207,-244,-424,-344
207,-82.8,-133.2,-50.6
207,64.8,292,256
208,115.6,302,150.6
208,123.4,-41,-141
208,109.8,-115.8,-76.2
208,42.6,146,218
208,-79.2,137.8,120.8
208,-163.6,-177.8,-288
208,-143.8,-218,-342
209,-75.2,72.8,48.6
209,31.8,204,320
209,162.4,61.4,195.4
209,184.6,-83.6,-55.6
209,118,-141.2,-180.4
209,56.6,-148.2,-162.8
209,-91.6,-81.4,-63.2
210,-264,21.8,32.8
210,-156,123.6,101.8
210,126.8,208,135.4
210,92.4,179.8,85
210,-155.8,17.88,39.6
210,-77.6,-139,64.6
211,244,-169.4,6.88
211,292,-105.8,-167.2
211,-23.8,-64.8,-244
211,-276,-26.2,-110.4
211,-145.8,106.2,99.2
211,76.2,230,208
211,-24.4,129,129.2
212,-168,-118,-55.6
212,9.68,-194.8,-116
212,164,-51,-6.68
212,101,49.4,21
212,133.8,12.68,-88.6
212,216,6.68,-60.6
213,102.4,57.8,109.6
213,-139,54.6,150.4
213,-362,-1.518,27
213,-412,-65.8,-118
213,-126,-50.8,-126.4
213,320,119.2,95.6
213,436,226,282
214,90.6,24.8,99.2
214,-222,-248,-228
214,-204,-260,-296
214,-40.6,-136.4,-152.2
214,168.6,-48,0.1814
214,288,89.2,122.6
214,66.8,212,127
215,-304,147.6,-15.36
215,-334,18.76,-45.8
215,11.8,0.666,142.8
215,226,57.8,258
215,90.8,91.4,110
215,-27.2,-12.64,-142.8
216,50,-184.2,-226
216,106.2,-124,-63.2
216,46.6,116.6,102.6
216,-27.4,144.4,70
216,-73.2,-98.8,-91
216,-152.4,-292,-228
216,-236,-194.8,-192.6
217,-156,69.2,32
217,105,180.4,179
217,294,98.2,91.6
217,250,93.8,25.4
217,109.4,193.6,146.4
217,29.4,116.2,214
217,-37.2,-150.4,54.2
218,-173,-242,-122.4
218,-270,-10.96,-112.8
218,-139.8,190,-54.2
218,93.4,63.2,-111.4
218,62,-200,-168.6
218,-145.4,-260,-47.8
219,-46.2,-43.2,167
219,340,202,185.8
219,462,183.2,-30.8
219,33,-54,-172.2
219,-526,-178.2,-80.4
219,-460,-6.94,83
219,188.6,234,147.4
220,458,220,77.4
220,43.4,-16.08,-56.2
220,-290,-222,-102.2
220,-110.6,-234,12.92
220,149.8,-28.4,109.6
220,172.2,185.8,3.98
221,103.4,168.6,-95.8
221,-71.4,1.388,40
221,-342,-142.4,141
221,-292,-168.2,-14.42
221,146,18.84,-137.8
221,436,244,-54.4
221,272,160.2,10.22
222,-58,-184,-89
222,-206,-362,-197
222,-185.4,-115.6,-76.8
222,-169.6,248,210
222,-110.4,262,316
222,62.4,49.6,134.2
222,161.2,-15.5,-97
223,68.4,-0.618,-145.2
223,10.18,-70.2,-17.82
223,137,-62.8,115
223,200,89.4,98
223,10.66,89.6,-111
223,-204,-183.4,-322
224,-210,-346,-236
224,-80.4,-90.6,146.8
224,24.6,304,422
224,57.2,340,248
224,105.2,29.8,-118.2
224,169.6,-162.2,-198.4
224,73.6,-88.8,-87
225,-177.6,11.3,-75.6
225,-272,7.06,-89.6
225,-58.2,-85.2,-37.8
225,151.6,-131.6,31.8
225,44.6,21.4,123.2
225,-136.2,224,186
225,-2.96,193.8,130.8
226,278,-9.72,4.3
226,238,-88,-83.6
226,-103,-30.4,-118.8
226,-228,-92.4,-151
226,-46.4,-216,-120.2
226,41.8,-96.8,37.6
227,10.38,154.4,154
227,57.6,163.2,104.8
227,102,8.36,52.4
227,16.3,45.2,90
227,-185.6,181.2,49.8
227,-308,51.6,-126.8
227,-76.2,-236,-238
228,280,-272,-163.8
228,222,-53.8,-3.38
228,-84,73.4,82.8
228,-72.4,13.3,25.4
228,127,16.4,-27.2
228,83.2,164,93
229,-93.2,222,270
229,-85.6,72.2,248
229,45.4,-130,-15.96
229,88,-198.4,-248
229,67.8,-94.2,-220
229,53,65.8,-39
229,-81.4,120.6,50.6
230,-366,35.8,27.2
230,-450,-72.6,15.68
230,-7.84,-97,20
230,576,-35.4,-42.2
230,576,29.6,-113
230,-26.2,50,-17.68
230,-436,42.2,168.4
231,-208,13.44,123
231,163.6,4.34,-126.4
231,140,-4.72,-199.6
231,-99.2,-62.8,13.86
231,-78.8,-70.4,222
231,199.4,19,170.2
232,199.2,65.8,-41.2
232,-228,-0.91,-146
232,-442,-71,-74
232,-67.8,-15.16,25.6
232,360,137.6,37.2
232,316,222,19.68
232,5.48,130.4,52.6
233,-189.4,-96.4,38.2
233,-242,-324,-122
233,-216,-330,-220
233,-36.8,-21,-19.56
233,232,290,244
233,330,222,190
233,153.4,-50.8,-68.8
234,-71,-102,-162.2
234,-94.6,30.2,-49.6
234,-24.6,77.4,67.6
234,-109.8,12.14,56.2
234,-218,-35.6,-44.4
234,-39.8,-13.14,-68.8
235,284,-22.2,42.6
235,304,-84,133.4
235,-63.2,-33.2,73.8
235,-386,83.6,-76
235,-280,-9.66,-206
235,101.8,-202,-199.2
235,280,-83.4,10.46
236,105.6,262,224
236,-79,366,202
236,-22,99,7.88
236,93.6,-250,-88.2
236,52,-278,50.2
236,-78.6,3.86,195.4
237,-114.6,144.8,37.6
237,-17.82,-9.62,-276
237,40.4,-134,-334
237,-27.4,-29.6,-61.8
237,-8.16,97,189.8
237,170,39.2,138.2
237,127.4,-44.2,-40.4
238,-210,20.8,-40
238,-252,105.4,105.6
238,77.4,61.2,154.8
238,124.4,-67.6,-3.1
238,-109.8,-122.4,-154.8
238,-47.4,-27.8,-47.8
238,274,50.2,104.2
239,328,-21,-12.54
239,-3.64,-78.2,-195.2
239,-324,-2.76,-114.8
239,-348,93,115
239,-126.4,119,196.2
239,163.8,68.2,87.4
240,274,-27.8,-38
240,121.6,-105.6,-68.2
240,-20.8,-109.2,-26.8
240,-76.2,3.12,27.6
240,-167.2,155.6,55.6
240,-91.2,143.6,35.8
240,133.4,-50.2,-42.2
241,98.2,-194,-140.2
241,-69,-159,-154
241,-26.8,-35,-46.8
241,18.26,58.6,90
241,-68.8,84.2,151.4
241,-9.48,67.8,102.2
242,202,62.8,19.08
242,208,66.2,-25.8
242,-49.6,4.14,-74.2
242,-236,-81.6,-80.6
242,-143.6,-74.8,28.6
242,76,-31.4,76.2
242,123.2,-10.06,-31.6
243,-49.6,54.8,-46
243,-181.4,106.6,105
243,-113,87.6,147.2
243,38.8,50,-33.6
243,138.6,-75.8,-226
243,134.6,-260,-189.4
243,16.38,-208,63.4
244,-53,110.4,246
244,108.2,274,118.8
244,256,58.6,-169.6
244,34.8,-196.8,-248
244,-320,-106,-5.1
244,-362,155.2,254
245,-127,168.2,210
245,106,11.26,-28.2
245,210,-14.62,-138
245,206,-61,-106.6
245,129.2,-244,-115.4
245,-1,-206,-96.8
245,-105.2,145.2,88.6
246,-148.2,356,266
246,-170.6,202,208
246,-82.4,-36.2,6.88
246,161.4,-138.8,-146.4
246,240,-164,-208
246,-59.8,-107.6,-152.2
246,-292,17.42,-28
247,-81.8,8.2,4.2
247,202,-121.8,0.346
247,226,-85.4,110.4
247,141.8,151.2,234
247,37.6,284,224
247,-103.8,152.4,51.2
248,-172.6,-26.8,-184.6
248,-96.8,-60,-276
248,-8.42,-72,-147.2
248,-37.4,-194,2.36
248,-89.6,-278,-2.96
248,-36,-111,-42.6
248,115.4,212,72.6
249,222,360,240
249,86.2,204,206
249,-177,-42.2,-14.64
249,-224,-151.2,-143.6
249,-2.86,-140.2,-96
249,240,-135.6,-61.6
250,246,-120.2,-82.8
250,-7.74,36.8,-10.26
250,-226,258,127.6
250,-155.4,262,158.6
250,33.2,25,51.2
250,36.4,-189,-114.6
250,-34.6,-230,-196.4
