Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
139,-567,-275,76
139,35.2,-355,214
139,649,-59,15.3
139,495,400,-146
139,-145,561,10.8
140,-470,146,261
140,-264,-435,274
140,118,-565,39
140,280,-205,-202
140,61.7,202,-226
140,-246,281,-96.5
140,-212,90.5,-92.4
141,106,7.95,-202
141,254,156,-66.5
141,76.9,134,299
141,-21.4,-216,380
141,142,-357,44.1
141,44.6,-10.7,-208
142,-420,308,-94.1
142,-477,151,103
142,123,-209,89.2
142,602,-257,-45.1
142,324,-16.8,0.733
142,-299,133,159
142,-362,137,-4.95
143,100,141,-402
143,238,114,-446
143,-61,-26.1,-7.04
143,-146,-207,452
143,106,-285,549
143,171,-147,277
143,-73.5,174,-227
144,-234,355,-629
144,-203,177,-472
144,-62.7,-80.9,99
144,204,-148,461
144,341,-88.5,405
144,131,-23,108
145,-89.1,-35.1,-214
145,-73,-130,-246
145,-65.6,-139,14.3
145,-170,69.7,120
145,-172,327,-38.7
145,-21.4,340,-124
145,164,64.5,-45.4
146,319,-232,-31.7
146,271,-259,-111
146,-112,-77.8,-22.5
146,-488,-13.3,232
146,-409,-110,261
146,12.4,-120,17.7
147,312,87.8,-107
147,283,328,-45.3
147,102,235,-29.9
147,25.3,-172,-80.5
147,79.9,-284,-45.5
147,52.3,121,72.1
147,-95.6,333,99.4
148,-169,-60.5,-55.3
148,-161,-379,-201
148,-138,-105,-65.6
148,2.45,240,209
148,205,115,227
148,228,-170,-0.638
148,-37,-145,-153
149,-415,78.2,-159
149,-428,170,-137
149,119,118,-44.2
149,633,55.6,157
149,521,-72.3,228
149,7.87,-257,36.2
150,-294,-248,-80.9
150,-213,48.1,58.6
150,-82.2,344,123
150,-99.8,298,-6.66
150,-124,-63.6,-132
150,-82.2,-348,-198
150,-2.67,-205,-199
151,131,265,-91
151,215,459,87.5
151,115,-16.4,229
151,-84.7,-554,256
151,-157,-390,181
151,49.9,130,-7.39
151,314,237,-233
152,203,-2.28,-215
152,-191,38.6,-3.19
152,-392,381,-3.45
152,-261,365,-137
152,-25.3,-150,-9.63
152,91.5,-523,249
153,97.1,-402,217
153,118,-48.5,-27
153,126,273,-72.8
153,99.6,419,39.5
153,124,274,-57.3
153,93.7,-77.6,-288
153,-125,-344,-267
154,-360,-285,26.2
154,-297,-4.75,274
154,85.6,147,251
154,375,28.9,78.8
154,211,-133,74
154,-212,-60.6,147
155,-312,154,-64.3
155,39.8,207,-332
155,317,149,-208
155,216,163,70.6
155,-0.603,18.7,63.4
155,-111,-380,-128
155,-236,-557,-97
156,-300,-184,230
156,14.5,402,413
156,399,609,121
156,207,231,-312
156,-306,-291,-345
156,-363,-426,-87.2
156,104,-163,-32.8
157,463,215,-129
157,217,383,47
157,-339,116,434
157,-403,-323,513
157,135,-401,93.3
157,490,-55.2,-373
158,223,250,-372
158,-225,203,-40.3
158,-393,27.5,63.1
158,-279,-45.8,-105
158,-36.9,-70.8,-92.2
158,199,-62.4,165
158,317,28.9,313
159,202,176,154
159,-105,189,-152
159,-253,-83.3,-293
159,-33,-332,-203
159,211,-199,-13
159,146,128,167
159,-55.9,285,149
160,-163,187,-79.4
160,-168,-88.3,-119
160,-75.1,-311,184
160,32.5,-200,317
160,55.8,81.6,-5.51
160,45.2,157,-259
161,5.95,83.7,-129
161,-30.1,103,-14.4
161,53.4,100,-36.3
161,169,-134,97.2
161,157,-280,183
161,2.02,43,-94.5
161,-193,346,-292
162,-245,62.4,35.9
162,-110,-336,394
162,93,-219,181
162,239,150,-255
162,210,213,-286
162,20.1,58.8,-54.5
163,-213,96.8,-26.6
163,-306,160,-88.3
163,-111,-146,99.1
163,108,-537,360
163,93.5,-405,278
163,122,186,-102
163,250,575,-310
164,76.2,390,-140
164,-249,-67,100
164,-174,-266,104
164,134,-91.1,-41.3
164,88.6,73,-57.7
164,-198,-92,88.4
164,-189,-335,118
165,56.3,-178,-84.9
165,129,313,-233
165,88.9,578,-139
165,128,300,-6.63
165,103,-256,44.7
165,-24.3,-541,184
166,-94.1,-314,366
166,-88.5,92.4,227
166,-73.5,242,-269
166,-84.5,128,-572
166,-109,11.8,-217
166,0.335,12.3,465
166,265,75.8,638
167,326,52.4,52.6
167,-25.1,-121,-565
167,-423,-203,-498
167,-395,-39.3,29.6
167,62.6,138,274
167,449,113,59.2
167,346,-55.6,-94.6
168,-45.1,-128,47.6
168,-198,-8.21,165
168,0.933,113,117
168,107,142,32.2
168,-181,152,-53.2
168,-443,61.3,-113
169,-172,-186,-49.6
169,332,-334,113
169,399,-186,144
169,30.2,56.1,-131
169,-188,145,-399
169,-16.2,132,-175
169,164,101,327
170,44.8,47.5,414
170,-154,66.4,-17.6
170,-129,77.7,-350
170,30.5,-87.4,-189
170,56.1,-230,150
170,-51.3,-157,257
171,-59.9,-25.2,141
171,71.8,60.9,-21.6
171,151,153,-173
171,27.8,151,-261
171,-179,-50.5,-114
171,-179,-185,210
171,54.4,7.96,288
172,210,240,5.78
172,92.3,116,-192
172,-100,-187,-79.4
172,-113,-204,28
172,-20.1,58.2,-55.6
172,45.2,178,-75.8
172,136,20.9,80.5
173,156,-162,131
173,-85,-130,-20.6
173,-308,47.8,-18.8
173,-131,97.7,201
173,146,-12.4,165
173,106,-60.8,-167
174,-10.8,38.9,-281
174,104,136,-109
174,238,90.2,1.07
174,121,-9.08,9.58
174,-182,-42.9,86.9
174,-405,-98.5,176
174,-323,-198,86.8
175,16.5,-158,-109
175,245,91.2,-121
175,170,349,7.63
175,112,335,6.06
175,171,-5.91,-36.7
175,42.9,-354,17.7
176,-121,-346,49.5
176,-32.7,-50.8,54.5
176,23.5,132,128
176,-132,72.5,144
176,-172,18.4,-53.2
176,-5.12,116,-269
176,88.1,190,-209
177,22.7,23.2,31.8
177,-59.9,-208,97.2
177,-72.5,-145,-67.4
177,40.5,106,-118
177,274,164,83.8
177,322,-2.76,286
177,-33.8,-131,316
178,-369,-122,167
178,-274,-63.3,-155
178,4.43,46.4,-449
178,118,146,-399
178,83.7,11.6,-52.6
178,-4.65,-168,206
179,-94.9,7.27,202
179,-10.6,243,123
179,238,95.2,115
179,254,-168,45.6
179,-98.5,-138,-161
179,-383,85.8,-248
179,-226,171,-29.8
180,186,25.4,245
180,337,-162,269
180,39.3,-218,94
180,-275,-101,-79.2
180,-200,99.1,-202
180,91.8,186,-243
180,212,128,-148
181,88.7,39.6,29.8
181,-29,-58.8,156
181,17.6,-139,120
181,114,-120,-30.7
181,65.6,5.95,-125
181,-193,156,-54.4
182,-395,217,145
182,-192,119,277
182,225,-105,158
182,336,-327,-124
182,70.4,-343,-277
182,-199,5.93,-186
182,-175,483,-43.1
183,97.3,479,15.6
183,302,-147,138
183,230,-657,297
183,-33.7,-366,159
183,-308,381,-161
183,-423,615,-174
184,-174,82.1,15.1
184,361,-435,-45.2
184,596,-338,-214
184,173,69.7,-91.8
184,-405,288,174
184,-472,225,204
184,-75.2,-13.8,37.6
185,204,-256,-61
185,68.7,-239,-27.4
185,-125,93.8,-2.19
185,14.8,389,-116
185,282,218,-170
185,257,-324,131
185,-9.63,-532,455
186,-167,-40.5,188
186,-129,511,-428
186,-105,422,-535
186,-160,-111,43.8
186,-72.3,-465,584
186,182,-409,441
187,273,-79.5,-154
187,95.2,326,-493
187,-120,540,-388
187,-204,318,-103
187,-120,-204,245
187,70.9,-469,417
187,171,-233,134
188,64.1,75.7,-224
188,-106,154,-161
188,-135,161,92.8
188,-22.7,137,142
188,65.1,-60.2,47.7
188,81.5,-256,-1.44
188,138,-103,-36.1
189,190,187,-139
189,16.8,122,-221
189,-319,-128,-106
189,-377,-76.8,124
189,-3.54,163,201
189,296,130,134
190,137,-174,81.4
190,-70,-298,14.7
190,68.2,-32.8,-73.4
190,213,291,-112
190,24.3,259,-105
190,-265,-48.4,-23.8
190,-334,-260,136
191,-131,-195,135
191,159,102,-189
191,250,338,-412
191,85.6,189,-103
191,-62.5,-156,390
191,23.1,-277,485
192,179,-143,187
192,119,21.1,-143
192,-156,94.3,-278
192,-325,84.6,-226
192,-114,37.4,-112
192,247,-5.81,-13
192,273,-27.7,62.9
193,-114,-30.9,94.1
193,-460,10.5,97.1
193,-253,51.3,93.7
193,364,16.4,31.2
193,619,-14,-85.6
193,153,7.06,-121
193,-420,0.428,-5.01
194,-429,-36.3,115
194,-8.23,-91.7,80.7
194,255,-140,-9.26
194,100,15,-43
194,-149,373,-123
194,-91.4,412,-163
195,195,-161,26
195,290,-625,164
195,27.5,-247,31.7
195,-264,354,-28.7
195,-265,229,119
195,-56.2,-241,147
195,113,-186,-20.5
196,141,186,-114
196,85.9,226,-82
196,-17.6,45.3,-112
196,-128,-8.58,-149
196,-100,-38.4,-25.1
196,74.3,-81.5,90.3
196,166,46.5,13.9
197,64,133,-8.34
197,-45,-118,204
197,-10.4,-347,328
197,-7.59,-137,109
197,-144,258,-195
197,-143,402,-300
198,44.4,161,-225
198,108,-278,-61.5
198,96.9,-457,93.5
198,154,-142,157
198,-9.31,306,110
198,-384,376,32.4
198,-322,60.2,19.4
199,281,-192,31.9
199,608,-165,9.93
199,178,-46.1,-53.4
199,-439,43.5,-141
199,-458,67.2,-143
199,22.7,9.97,-70.9
200,312,27.4,-56.1
200,183,116,25.5
200,-42.5,35.6,290
200,-96.1,-188,443
200,-13.9,-245,208
200,43.7,-69.5,-235
200,15,123,-497
201,-61.5,244,-381
201,-131,278,4.44
201,-128,117,299
201,-33.6,-176,229
201,85,-356,-6.82
201,148,-263,-22.4
201,132,37.2,128
202,97.7,255,70.9
202,77.3,186,-173
202,-8.66,-41.9,-238
202,-153,-181,-76.8
202,-204,-109,78.7
202,-52.6,102,169
203,130,229,193
203,53.9,116,58.8
203,-145,-108,-136
203,-105,-176,-175
203,76.7,-40.3,-28.5
203,96.8,96.3,94
203,57.1,118,-32.6
204,123,39.5,-205
204,110,-126,-31.9
204,-60,-207,269
204,-170,-76.7,233
204,-110,53.3,-9.4
204,-3.8,49.3,-154
204,29.8,88.9,-208
205,31.4,203,-122
205,10.8,134,162
205,-76.9,-132,359
205,-63.1,-238,156
205,139,-85.6,-242
205,225,70.4,-358
206,31.7,130,-149
206,-167,83,75
206,-147,-59.9,186
206,-16.6,-109,193
206,81.2,-1.44,116
206,87.4,58.1,6.87
206,-37.5,7.79,-186
207,-135,-12.7,-374
207,-48.4,4.52,-204
207,73.5,-19.9,235
207,112,-31.9,381
207,143,17.9,158
207,120,24.6,-0.211
208,-73.7,-46.6,8.22
208,-319,-11,-44.8
208,-310,156,-150
208,52.6,124,-128
208,351,-174,-10.3
208,164,-270,7.35
208,-175,22.4,-94
209,-136,252,-115
209,176,164,21
209,291,0.647,176
209,-18.1,-123,212
209,-362,-232,92.1
209,-172,-173,-104
209,307,102,-189
210,271,279,-28
210,-316,128,221
210,-552,-131,201
210,-18.6,-188,-139
210,566,-5.96,-395
210,481,214,-274
211,-57,196,78
211,-390,-56.1,359
211,-310,-228,337
211,-68.7,-171,46.2
211,129,-42.6,-178
211,218,54.2,-175
211,138,171,-125
212,-36,213,-64
212,-91.3,-18.6,113
212,-19.2,-323,246
212,3.6,-229,106
212,-48.3,193,-196
212,-78.9,353,-298
213,-15.6,71.3,-48.1
213,120,-204,227
213,168,-159,162
213,33.6,6.84,-80.3
213,-153,40.6,-93.9
213,-181,1.42,81.5
213,-20.6,37.7,90.1
214,125,104,-67.8
214,124,89.3,-94.5
214,-23.8,15.7,19.2
214,-205,-94.8,46.8
214,-138,-226,-2.46
214,189,-202,5.97
214,334,41.3,28.5
215,77.5,252,-11.3
215,-252,199,-80.8
215,-286,-28.9,-85.8
215,-35.6,-164,10.6
215,221,-90.1,89
215,211,30.8,65.6
216,-17.5,46.1,15.9
216,-140,69.1,-13.4
216,-77.7,172,-1.44
216,-46.5,126,69.1
216,-63.7,-131,26.5
216,29.6,-293,-183
216,123,-196,-198
217,12.8,23.1,105
217,-86,185,284
217,106,139,96
217,303,-76.1,-122
217,105,-121,-147
217,-274,121,-146
217,-385,254,-105
218,-184,37.3,120
218,97,-205,314
218,278,-156,190
218,241,1.09,-175
218,-29.8,21,-392
218,-283,15.2,-177
219,-170,44.5,243
219,199,-10.3,413
219,277,-89.1,197
219,-1.09,-10.5,-208
219,-110,193,-418
219,13.9,246,-177
219,-53.8,7.4,211
220,-217,-307,256
220,-77.1,-386,37.5
220,195,-113,-72.3
220,218,304,-55.4
220,22.6,445,-78
220,-160,134,-113
221,-202,-285,3.93
221,-72.1,-292,210
221,120,86.1,152
221,147,239,-166
221,37.6,-96.8,-226
221,47.7,-375,81.2
221,108,-107,239
222,-12.4,353,51.8
222,-213,407,-112
222,-257,90.8,-74.7
222,-41.8,-184,-22.6
222,270,-282,-29.9
222,287,-276,19.5
222,-61.2,-78.6,88.3
223,-287,314,23.3
223,-89.6,487,-109
223,179,103,-111
223,143,-456,26.5
223,-72,-516,137
223,-171,-42.6,97.4
224,-82,385,-24.3
224,74.9,379,-78.2
224,186,69.9,-39.9
224,198,-189,3.31
224,61.8,-195,24
224,-206,-43.9,39.3
224,-353,59.4,4.44
225,-106,57.5,-55.3
225,273,-21.7,-17.2
225,246,-113,60.2
225,-130,-26.5,20.2
225,-303,203,-50.8
225,-50.1,183,-15.2
225,286,-121,37.6
226,333,-233,-7.11
226,57.3,-27.6,-91.5
226,-298,65.6,-75.8
226,-380,-43.6,82.4
226,-76.8,34.6,227
226,299,264,140
227,340,217,-164
227,33.4,-100,-366
227,-171,-331,-190
227,-53.3,-306,225
227,-0.409,-72.9,436
227,-211,194,210
227,-254,291,-205
228,102,187,-380
228,386,3.61,-189
228,183,-127,127
228,-203,-137,270
228,-237,-83.8,136
228,96.5,-57.9,-91.3
229,278,-36.2,-140
229,8.45,27.8,-44
229,-295,90.1,-13.1
229,-183,94.6,-0.134
229,128,53.5,97.3
229,202,35.9,122
229,27.1,51.2,-40.6
230,-81.1,-7.23,-178
230,-20.5,-121,-63.1
230,28.1,-122,193
230,28.1,-36.6,254
230,53.7,-2.49,-38
230,6.06,29.3,-377
230,-150,95.7,-316
231,-205,86.1,79.8
231,-41.5,-29.5,340
231,186,-157,237
231,263,-172,-26.6
231,133,8.48,-113
231,-100,275,9.49
232,-253,336,-15.7
232,-173,69.4,-248
232,33.3,-227,-225
232,119,-254,166
232,84.5,-112,388
232,93,1.68,163
232,126,18.2,-86.3
233,64.2,-33.1,-54.6
233,-72.6,-10.5,-38.5
233,-243,146,-223
233,-365,227,-244
233,-203,59.9,50.9
233,223,-158,224
233,468,-135,68.6
234,268,48.9,-79.1
234,-88.4,82.8,-16.2
234,-210,-62.8,134
234,-62.4,-119,190
234,93.2,-0.0382,32.9
234,58.8,79.3,-223
235,-73.6,16.9,-286
235,-128,0.0911,-78.1
235,-104,73.6,179
235,-50.4,41.5,238
235,29.1,-93.3,79.5
235,94.7,-135,-76.6
235,103,-17.9,-90.3
236,58.9,138,-67.3
236,-29.9,164,-56.9
236,-122,-2.85,38.9
236,-66.6,-225,159
236,161,-244,117
236,244,-3.71,-68.6
237,-12.5,252,-222
237,-294,321,-240
237,-234,171,-97.2
237,76.4,-123,153
237,245,-327,323
237,97.9,-277,297
237,-136,-78.6,106
238,-147,149,-184
238,50.9,308,-342
238,156,204,-173
238,52.2,-127,83.1
238,-72.7,-277,107
238,-96.7,-61.2,-24.5
238,-70.5,151,-81.9
239,-16,88.7,-8.46
239,87.9,-1.82,122
239,153,21,224
239,66.7,-31.3,189
239,-105,-107,-72.2
239,-153,-40.6,-347
240,-31.2,65.9,-269
240,62.4,97,57.1
240,67.1,44.3,195
240,35.4,-35.5,54.3
240,-75.5,-66.3,-31.8
240,-138,-77.6,98.8
240,17.5,-87.3,165
241,195,-60,-20.7
241,124,21.3,-237
241,-107,155,-216
241,-162,218,-2.61
241,51.2,100,153
241,169,-67.5,146
242,-15.9,-146,65.4
242,-174,-170,-19.3
242,-70.2,-113,-44.7
242,127,67.9,31.1
242,194,183,94.2
242,15.1,98.9,-14.9
242,-290,-27.6,-218
243,-348,-77,-234
243,17.5,-55.7,-24
243,416,-35.3,140
243,341,-55.6,158
243,-80.5,30.5,162
243,-277,199,135
243,-75.5,135,-20.8
244,162,-166,-174
244,105,-307,-170
244,-120,-97,-109
244,-162,210,-82.7
244,-35.9,273,41.6
244,30.1,63.5,273
245,29.1,-146,296
245,32.2,-141,-34.8
245,68.4,17.1,-331
245,114,97.1,-205
245,88.3,1.59,132
245,-50.9,-80.4,213
245,-233,-10.5,29.8
246,-237,73.7,-113
246,49.4,17.3,-131
246,308,-112,-88.5
246,168,-113,10
246,-160,57.9,127
246,-217,198,154
246,7.14,135,47.5
247,209,-52.7,-50.5
247,172,-177,20.2
247,-91.5,-197,110
247,-319,-94.9,-54.5
247,-195,152,-312
247,239,308,-263
248,479,148,49.5
248,184,-122,256
248,-302,-195,259
248,-444,-118,200
248,-232,-64.2,60.9
248,50.6,8.77,-229
248,333,166,-453
249,450,280,-289
249,79.4,159,158
249,-501,-189,393
249,-523,-429,231
249,58,-266,-25.9
249,479,125,-109
250,362,319,-37.4
250,21.2,193,36.2
250,-163,-19.6,48
250,-87.9,-123,6.98
250,19.9,-63.4,-128
250,-74.6,86.4,-249
250,-244,96,-162
