Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
18,0.0954,0.18,0.354
18.1,0.0299,-0.0579,-0.0749
18.3,-0.137,-0.0951,-0.247
18.4,0.166,0.193,0.429
18.6,-0.101,-0.181,-0.369
18.7,-0.0231,0.0653,0.1
18.9,0.134,0.0885,0.225
19,-0.171,-0.194,-0.423
19.2,0.112,0.191,0.383
19.3,0.00937,-0.0816,-0.127
19.5,-0.124,-0.0724,-0.201
19.6,0.169,0.184,0.415
19.8,-0.116,-0.191,-0.395
19.9,-0.00202,0.0883,0.152
20.1,0.121,0.0651,0.177
20.2,-0.171,-0.183,-0.406
20.4,0.127,0.199,0.406
20.5,-0.0111,-0.104,-0.177
20.7,-0.109,-0.0486,-0.152
20.8,0.168,0.172,0.395
21,-0.13,-0.198,-0.415
21.1,0.0186,0.11,0.201
21.3,0.105,0.041,0.127
21.4,-0.17,-0.17,-0.383
21.6,0.139,0.205,0.423
21.7,-0.0326,-0.125,-0.225
21.9,-0.0939,-0.0237,-0.101
22.1,0.164,0.158,0.369
22.2,-0.144,-0.201,-0.429
22.4,0.0382,0.13,0.246
22.5,0.0866,0.0166,0.0748
22.7,-0.166,-0.154,-0.355
22.8,0.151,0.208,0.434
23,-0.052,-0.144,-0.269
23.1,-0.0747,0.00114,-0.0481
23.3,0.16,0.141,0.338
23.4,-0.151,-0.203,-0.436
23.6,0.0613,0.147,0.289
23.7,0.0717,-0.00973,0.0222
23.9,-0.155,-0.138,-0.32
24,0.163,0.205,0.439
24.2,-0.0682,-0.163,-0.308
24.3,-0.0533,0.0246,0.00615
24.5,0.154,0.121,0.302
24.6,-0.159,-0.201,-0.437
24.8,0.0774,0.163,0.327
24.9,0.0469,-0.0337,-0.0315
25.1,-0.154,-0.116,-0.282
25.2,0.16,0.205,0.435
25.4,-0.0986,-0.173,-0.346
25.5,-0.0469,0.0543,0.0572
25.7,0.129,0.106,0.258
25.8,-0.178,-0.19,-0.434
26,0.0837,0.183,0.357
26.1,0.0187,-0.0525,-0.0876
26.3,-0.145,-0.0906,-0.241
26.4,0.168,0.2,0.425
26.6,-0.103,-0.186,-0.377
26.7,-0.00439,0.074,0.111
26.9,0.148,0.0755,0.216
27,-0.14,-0.194,-0.418
27.2,0.153,0.175,0.392
27.3,0.0613,-0.0994,-0.129
27.5,-0.0708,-0.0937,-0.182
27.6,0.215,0.167,0.423
27.8,-0.0708,-0.221,-0.39
27.9,0.108,0.0568,0.175
28.1,0.237,0.00159,0.19
28.2,-0.215,-0.188,-0.375
28.4,-0.253,0.287,0.409
28.5,-0.549,0.059,-0.238
28.7,-0.539,0.0999,-0.218
28.8,-0.462,0.4,0.307
29,-1.22,0.256,-0.6
29.1,0.2,0.381,-0.0845
29.3,4.07,-0.954,0.104
29.5,5.81,-2.41,0.384
29.6,1.75,-1.29,1.62
29.8,-5.49,1,0.269
29.9,-8.28,3.03,-0.916
30.1,-5.97,3,-1.32
30.2,-1.9,1.03,-1.89
30.4,5.66,-1.1,0.0356
30.5,11.6,-3.75,1.15
30.7,7.28,-3.9,1.26
30.8,-4.19,0.0713,1.95
31,-10.4,3.42,-0.0412
31.1,-2.38,2.63,-2.03
31.3,7.33,-0.575,-1.28
31.4,2.39,-1.23,0.675
31.6,-3.62,-0.11,1.62
31.7,0.574,-1.36,-0.219
31.9,1.81,-2.1,-0.601
32,-4.13,0.105,0.476
32.2,-6.34,3.85,-0.83
32.3,-0.127,4.9,-1.43
32.5,4.84,-0.409,-0.156
32.6,1.25,-4.64,2.51
32.8,-1.71,-2.63,2.55
32.9,1.58,-0.18,-3.41
33.1,4.39,1.34,-4.07
33.2,2.28,2.09,1.73
33.4,-0.367,0.321,2.64
33.5,-1.02,-1.1,1.46
33.7,-6.56,-0.466,0.804
33.8,-9.4,0.42,-0.789
34,4.08,0.181,-1.37
34.1,16.2,-1.32,-1.92
34.3,7,-1.34,-0.0368
34.4,-10.5,0.858,1.93
34.6,-13.7,1.7,-0.111
34.7,0.889,-0.369,0.596
34.9,12,-2.44,2.24
35,2.3,0.655,-0.973
35.2,-13.2,6.74,-4.37
35.3,-9.88,5.23,-4.1
35.5,8.16,-4.18,1.19
35.6,18.4,-10.6,5.91
35.8,12.2,-7.34,4.47
35.9,-2.44,2.16,1.72
36.1,-16.2,8.52,-1.78
36.2,-19.8,7.46,-5.11
36.4,-7.9,1.93,-4.25
36.6,8.58,-2.96,-2.07
36.7,13.7,-3.65,1.59
36.9,5.98,-2.68,5.04
37,-0.3,-1.26,3.48
37.2,6.03,0.503,-0.529
37.3,7.54,-0.58,-2.46
37.5,-11.1,0.352,-1.02
37.6,-19.8,5.68,-1.39
37.8,2.21,4.5,-3.22
37.9,20,-5.62,2.45
38.1,8.47,-12,8.24
38.2,-8.75,-5.15,2.63
38.4,-10.2,8.34,-6.66
38.5,-5.62,15.2,-7.56
38.7,-3.22,7.66,1.61
38.8,-0.487,-9.11,7.32
39,0.877,-13,-0.755
39.1,1.19,1.75,-7.68
39.3,3.16,7.88,-1.53
39.4,10.3,-2.61,7.57
39.6,17.7,-9.02,7.36
39.7,6.96,-2.82,-3.83
39.9,-18.4,8.34,-9.74
40,-29.6,12.1,0.194
40.2,-12.6,3.28,8.98
40.3,16.7,-7.8,3.42
40.5,23.9,-10.9,-7.83
40.6,4.16,-4.89,-7.76
40.8,-2.71,4.75,2.98
40.9,10.7,5.75,7.43
41.1,4.49,-2.67,6.07
41.2,-25.6,-3.21,1.7
41.4,-36.8,8.47,-8.42
41.5,-8.76,11.7,-11.2
41.7,27.4,-3.34,-0.236
41.8,34.8,-14.9,11.8
42,12.2,-6.25,7.47
42.1,-14.5,8.8,-8.44
42.3,-21.4,10.6,-8.73
42.4,-7.99,-1.85,3.73
42.6,12.3,-12,6.92
42.7,20.2,-7.81,2.57
42.9,1.18,1.45,-2.11
43,-20,7.44,-1.39
43.2,-15.1,10.6,2.12
43.3,1.16,5.02,-3.13
43.5,9.64,-7.55,-6.97
43.6,10,-10.9,0.417
43.8,4.55,0.384,5.51
44,-2,10.1,2.58
44.1,-3.14,3.05,0.00509
44.3,-2.38,-10.6,-0.0958
44.4,-3.4,-8.46,-2.71
44.6,-0.223,9.22,-3.87
44.7,2.48,14.8,3.21
44.9,-2.71,-1.19,7.13
45,-8.98,-12.2,-1.33
45.2,-3.94,-5.67,-9.55
45.3,11.8,2.43,-4.98
45.5,15.1,5.04,8.91
45.6,-1.82,1.18,13.6
45.8,-10.3,-8.4,0.0213
45.9,3.61,-6.08,-13
46.1,12.2,12,-11.3
46.2,-2.38,19.4,-0.0241
46.4,-18.3,1.75,11.8
46.5,-17.5,-19.5,11.2
46.7,-7.02,-17.1,-4.92
46.8,12,3.06,-16.4
47,35.7,12.9,-4.03
47.1,29.1,8.27,17
47.3,-15.2,-0.202,14.7
47.4,-39.7,-11.5,-6
47.6,-14,-12.8,-17.8
47.7,11.7,5.69,-11.4
47.9,-2.18,20.3,8.74
48,-12.4,9.87,17.9
48.2,16.4,-9.82,4.31
48.3,34.8,-14,-5.85
48.5,2.26,-4.23,-2.73
48.6,-32.3,3.25,-4.56
48.8,-16.6,3.87,-13.7
48.9,15.8,2.56,-7.06
49.1,13,1.65,16.5
49.2,-6.68,-1.58,18.3
49.4,-4.55,-2.94,-4.45
49.5,2.11,1.01,-10.2
49.7,-6.37,1.72,0.614
49.8,1.89,0.178,1.2
50,27.1,2.63,-5.9
50.1,13.7,0.857,-4.84
50.3,-35.2,-6.78,9.59
50.4,-46.8,-6.8,15.8
50.6,-1.87,3.41,-2.05
50.7,43.6,5.92,-18
50.9,46,-3.9,-11.8
51,8.81,-4.17,7
51.2,-34.1,8.19,14.5
51.4,-46.7,9.71,1.18
51.5,-14.4,-1.59,-7.73
51.7,35.3,-5.83,-2.09
51.8,39.8,4.45,-1.59
52,-8.57,13.7,-8.04
52.1,-34.5,-2.54,-1.99
52.3,-3,-32.5,22.2
52.4,22,-29,31.3
52.6,0.113,10.6,-4.09
52.7,-17.6,32.4,-44
52.9,0.82,13.2,-25.8
53,19.6,-6.01,27.6
53.2,13,0.643,33.6
53.3,-8.01,6.74,-13
53.5,-17.6,-4.53,-36.6
53.6,-8.33,-9.99,-13
53.8,-5.86,3.93,11.7
53.9,-12.9,8.3,15.3
54.1,0.524,-9.75,13.2
54.2,36.1,-16.5,13.3
54.4,51.6,-2.78,7.28
54.5,8.8,2.26,-2.22
54.7,-50,-2.91,0.756
54.8,-46.6,4.37,2.48
55,2,13,-12.6
55.1,21.3,5.18,-23.3
55.3,-1.82,5.72,-18.9
55.4,-23,22,-5.95
55.6,-9.23,14.2,10.5
55.7,29.9,-25.5,20
55.9,49.5,-50.7,17.6
56,19.3,-26,4.72
56.2,-22.2,27.2,-11.2
56.3,-31.4,49,-13.1
56.5,-23.4,13.1,-2.23
56.6,-10.8,-27.6,4.43
56.8,7.75,-23,3.89
56.9,12.3,1.36,5.2
57.1,3.45,9.48,9.64
57.2,7.45,2.63,1.81
57.4,16.3,0.582,-15.7
57.5,5.16,11.4,-11.5
57.7,-6.51,3.77,14.9
57.8,-3.39,-21.4,25.2
58,-17.9,-4.22,-2.47
58.1,-36.7,36.6,-39.9
58.3,-2.41,15.9,-40
58.4,50.7,-42.1,0.267
58.6,38.8,-39.8,41.3
58.8,-14,17,45.8
58.9,-27.8,32.4,16.6
59.1,-4.79,-7.32,-16.1
59.2,3.47,-14.5,-39.6
59.4,-12.2,27.6,-32.5
59.5,-16,32.5,16.8
59.7,6.34,-21.6,39.4
59.8,21.6,-52.5,-2.6
60,13.3,-22.1,-31.6
60.1,-0.0269,22.7,-5.81
60.3,-11.4,44.9,23
60.4,-20.7,33.1,20.4
60.6,-13.5,-9.18,-0.252
60.7,16.5,-41.9,-20.2
60.9,40.7,-33.6,-20
61,30.5,1.08,3.23
61.2,-3.85,29.5,13.5
61.3,-38.9,29.1,-0.625
61.5,-61,5.14,-0.705
61.6,-50.2,-21,13.9
61.8,15.8,-36.5,11.7
61.9,101,-29.7,-2.95
62.1,101,9.17,-14.9
62.2,-15.1,58.4,-21.9
62.4,-118,62.3,-19
62.5,-83,-2.6,2.91
62.7,29,-67.6,36.5
62.8,70.5,-55.1,40.9
63,23.2,6.06,0.319
63.1,-17.9,39.9,-38.8
63.3,-3.93,33.2,-38
63.4,23.5,10.3,-7.09
63.6,1.49,-12.8,26.3
63.7,-49.3,-22.3,40.3
63.9,-44.2,-20.3,21.7
64,24.8,-16.3,-27
64.2,74.1,-4.46,-51
64.3,36.9,19.2,-10
64.5,-45.7,37.6,28
64.6,-62.2,24.1,9.98
64.8,-1.22,-17.3,-9.2
64.9,36.9,-42.7,11.6
65.1,14.8,-20,32.4
65.2,-20.6,28,8.93
65.4,-26.6,52.9,-36.1
65.5,11.3,30.9,-47.6
65.7,45.9,-37.8,-3.99
65.9,13.3,-89.2,47.2
66,-42.9,-41.1,35.4
66.2,-31.4,54,-14.6
66.3,24,82.9,-28.4
66.5,39.6,29.2,-4.68
66.6,6.26,-45,15.6
66.8,-28.8,-67.8,1.57
66.9,-25.7,-12.9,-30
67.1,8.67,65.6,-21
67.2,27.7,68.2,25.9
67.4,15.8,-27,51.8
67.5,-6.17,-115,36.1
67.7,-37.4,-93.5,-9.89
67.8,-58.1,34.1,-57.6
68,-15.8,155,-60.2
68.1,53.4,137,-16.2
68.3,57.4,-8.36,41.1
68.4,19.4,-130,74.7
68.6,16.2,-125,38.4
68.7,13.4,-27.6,-33.7
68.9,-39.1,61.1,-61.4
69,-75.5,79.9,-43.9
69.2,-31.5,50.7,-8.2
69.3,48.7,14.1,27.1
69.5,67.7,-22.7,31.2
69.6,-5.75,-52.7,9.85
69.8,-86.1,-50.4,8.08
69.9,-67.6,-15.6,29.6
70.1,49,18.4,16.6
70.2,127,19.1,-34.8
70.4,64.1,-12.2,-37.3
70.5,-53,-17.3,17.2
70.7,-90.4,25.4,31.2
70.8,-38.1,36.1,1.73
71,30.6,-8.94,16.5
71.1,43,-9.42,25.9
71.3,-6.44,51.1,-78.5
71.4,-44.9,53,-163
71.6,-14.3,-42.8,-33.2
71.7,58.8,-123,170
71.9,89.7,-74.1,168
72,19.1,70.6,-22.2
72.2,-106,147,-131
72.3,-144,67.6,-47.4
72.5,-39.4,-58.3,45.7
72.6,78.2,-93.5,12.2
72.8,92.8,-53.7,-25.9
72.9,56.8,-1.47,22.6
73.1,39.4,53.1,53.7
73.3,12.4,66.5,-5.51
73.4,-43.5,4.94,-51
73.6,-75,-68.4,7.76
73.7,-49.9,-82.8,60.3
73.9,2.68,-20.3,9.04
74,26.2,77.2,-68.7
74.2,1.85,109,-87.5
74.3,-6.42,24.1,-19.3
74.5,37.8,-99.2,84
74.6,71.5,-140,108
74.8,30,-37.3,35.7
74.9,-66.3,138,-71.7
75.1,-102,193,-137
75.2,-11.3,69.9,-58.4
75.4,75.3,-56.6,100
75.5,33,-102,125
75.7,-57.3,-132,-3.05
75.8,-65.8,-118,-80.1
76,12.9,-7.7,-23.7
76.1,86.7,113,46.3
76.3,70.2,137,45.3
76.4,-15.2,69.2,-21.9
76.6,-56.5,-32.1,-88.2
76.7,0.421,-100,-41.7
76.9,44.1,-87.9,74.2
77,-24.9,-6.81,92.3
77.2,-102,71.3,11.6
77.3,-47.2,66,-47
77.5,95.7,1.42,-65.5
77.6,135,-2.74,-76
77.8,-7.95,64.9,-49.5
77.9,-134,53.3,32.3
78.1,-61.2,-92,128
78.2,75.4,-195,161
78.4,44.6,-83.7,57.4
78.5,-72.1,145,-138
78.7,-40.8,196,-212
78.8,79.6,-8.95,-51.2
79,99,-180,137
79.1,34.4,-113,128
79.3,-33.2,88.2,-18.4
79.4,-87.5,198,-99
79.6,-96.2,56.3,-30.5
79.7,-32.1,-193,60.6
79.9,84.4,-211,36.6
80,144,38.6,-29.7
80.2,5.28,263,0.496
80.3,-206,248,51.2
80.5,-158,27.5,-39.6
80.7,121,-207,-142
80.8,249,-261,-43.9
81,104,-107,108
81.1,-87.5,93.2,92.2
81.3,-124,166,-5.89
81.4,-24.9,84.5,-11.2
81.6,24.2,-36.3,54.1
81.7,-34,-97.3,53.1
81.9,-52.9,-90.3,-36.4
82,-14.2,-35.3,-107
82.2,-6.56,30.6,-71.1
82.3,17.5,94.8,23.2
82.5,93.8,157,31.7
82.6,129,102,-37
82.8,42.6,-106,-22.3
82.9,-122,-214,85.1
83.1,-201,-62.4,145
83.2,-69.4,102,78.2
83.4,153,73.1,-57.7
83.5,223,8.65,-147
83.7,91.3,32,-140
83.8,-133,33.5,-52.5
84,-271,-44,41.8
84.1,-141,-103,65.9
84.3,128,-55.3,37.3
84.4,212,42.8,19.4
84.6,106,71.3,39.3
84.7,-7.93,17.2,64.3
84.9,-89.1,-33.1,35.8
85,-138,-36.6,-27.7
85.2,-100,-11.4,-53.7
85.3,14.9,37.9,-53.6
85.5,125,73.8,-68.5
85.6,156,42,-50.2
85.8,51.7,-13.9,48.1
85.9,-113,-42.9,140
86.1,-142,-46.7,82.9
86.2,-5.9,-35.8,-71.2
86.4,122,-48.1,-100
86.5,98.9,-50.9,22
86.7,-63.7,7,88
86.8,-170,62.7,-18.1
87,-47.6,84.8,-132
87.1,155,115,-61.9
87.3,146,112,63.9
87.4,-71.4,-20.9,26.7
87.6,-190,-220,-45.1
87.8,-34.2,-245,46.9
87.9,174,-18.9,147
88.1,117,229,67.9
88.2,-155,262,-94.1
88.4,-242,53.4,-171
88.5,33.3,-235,-101
88.7,297,-326,67.6
88.8,166,-81,182
89,-132,265,122
89.1,-181,328,-3.94
89.3,-22.8,57.1,-43.8
89.4,92,-214,-51.6
89.6,88.3,-221,-85.4
89.7,11.9,-23.2,-87.6
89.9,-63.9,146,-39.6
90,-56.9,139,5.04
90.2,9.59,28.1,-11
90.3,-7.41,-78.2,-27.5
90.5,-102,-156,81.8
90.6,-85.5,-115,216
90.8,53.9,86.7,154
90.9,127,224,-89.7
91.1,93.1,81.1,-260
91.2,99.2,-180,-147
91.4,106,-211,129
91.5,-88.9,59.4,213
91.7,-320,289,19.1
91.8,-207,156,-152
92,141,-183,-98.4
92.1,286,-307,32.2
92.3,121,-81.8,82.2
92.4,-118,214,60.1
92.6,-189,234,-24.9
92.7,-25.8,-25.9,-124
92.9,176,-217,-65.3
93,120,-107,138
93.2,-157,141,167
93.3,-268,194,-50.6
93.5,-26.5,-3.91,-175
93.6,292,-156,-63.6
93.8,315,-81.2,54.1
93.9,42.2,29.1,52
94.1,-203,-19.6,63.2
94.2,-239,-94.9,96.8
94.4,-164,-12.7,-13.6
94.5,-75.7,153,-187
94.7,34.4,224,-153
94.8,169,115,76
95,227,-69.7,207
95.2,109,-165,73.2
95.3,-62.4,-182,-135
95.5,-119,-151,-134
95.6,-75.2,31.5,34.4
95.8,26.1,248,157
95.9,141,159,177
96.1,94.5,-159,34.1
96.2,-169,-230,-269
96.4,-313,0.776,-372
96.5,-95.3,141,4.4
96.7,174,112,441
96.8,172,110,330
97,25.6,82.2,-177
97.1,-19.3,-56.2,-434
97.3,22.6,-171,-226
97.4,42.4,-159,157
97.6,79.4,-21.7,343
97.7,90,140,216
97.9,-91.3,100,-6.88
98,-304,-108,-146
98.2,-209,-107,-213
98.3,113,140,-128
98.5,279,214,87.4
98.6,163,-29.8,145
98.8,-33.8,-253,-4.65
98.9,-91.6,-142,-69.1
99.1,2.45,136,28.2
99.2,44.3,139,95
99.4,-85.1,-89.2,38.6
99.5,-201,-73.8,-101
99.7,-105,157,-165
99.8,110,128,7.23
100,200,-136,223
100,74.7,-179,140
100,-70.6,2.16,-153
100,-1.88,88.5,-246
101,157,80.3,-63.9
101,66.5,64.7,116
101,-248,0.484,185
101,-355,-53.4,183
101,-59.5,-35.3,40.9
101,268,-12.2,-201
101,246,-40.6,-266
102,58.8,-61,-60
102,10.1,-12.5,165
102,9.71,41.1,178
102,-67.8,39.6,24.7
102,-119,24.4,-65.6
102,-105,13.6,-39.4
103,-44.4,-16.6,-52.8
103,76.8,2.51,-99.3
103,148,116,-48.2
103,61.2,145,62.3
103,-130,-32,111
103,-239,-219,114
103,-59.6,-207,107
104,252,-59,-3.03
104,269,31.3,-146
104,-51.1,92.1,-109
104,-284,239,25.9
104,-127,258,-5.39
104,210,-68.2,-149
105,293,-421,-97.7
105,28.3,-303,173
105,-234,169,299
105,-182,368,61.4
105,41.2,137,-237
105,84.2,-54.3,-181
105,-78.5,-37.3,138
106,-139,-87.6,245
106,61.9,-192,-20.5
106,254,-83.5,-300
106,97.9,171,-285
106,-224,204,-30.8
106,-205,-83.4,276
106,132,-287,415
107,247,-48.4,212
107,45.3,339,-215
107,-121,306,-440
107,-152,-118,-186
107,-116,-339,219
107,25,-166,277
108,215,25.3,46.8
108,242,51.4,-113
108,6.92,73.8,-108
108,-265,119,-61.6
108,-258,72.9,-69.5
108,-7.71,-19.6,-48.5
108,133,-58.8,123
109,22.5,-24.8,274
109,-21.8,68.5,141
109,144,100,-162
109,181,-22.8,-323
109,-67.1,-142,-191
109,-247,-79.9,155
109,-72.8,57.3,364
110,189,9.93,158
110,149,-203,-185
110,-106,-182,-266
110,-231,180,-134
110,-90,364,61.5
110,199,100,236
111,364,-164,154
111,72.3,-122,-142
111,-501,14.3,-212
111,-500,84.7,55.5
111,236,70.1,274
111,634,-52.8,158
111,197,-111,-165
112,-270,13.1,-342
112,-242,38,-166
112,-89.6,-142,136
112,-27.3,-98.1,199
112,131,200,86.7
112,273,196,50.5
113,103,-93.2,21.6
113,-236,-113,-123
113,-361,73.2,-191
113,-154,-0.8,26.9
113,197,-193,260
113,340,-73.6,99
113,82.5,204,-223
114,-241,202,-174
114,-154,-97.1,152
114,217,-315,220
114,340,-134,-70.3
114,6.72,299,-309
114,-420,423,-213
114,-379,13.5,123
115,121,-356,374
115,433,-153,268
115,211,258,-93.5
115,-159,231,-322
115,-221,-227,-162
115,-81.1,-504,166
116,-23.9,-213,184
116,4.24,327,-104
116,96,564,-197
116,84.1,262,82.6
116,-49.8,-334,289
116,-10.3,-622,62.3
116,182,-236,-276
117,142,398,-240
117,-87.8,524,39.7
117,-143,102,111
117,-123,-275,-7.16
117,-245,-349,27.6
117,-192,-168,140
118,172,255,41.7
118,367,558,-101
118,201,285,-36.1
118,20.3,-326,70.8
118,-63.5,-572,68.5
118,-148,-221,15.6
118,-63.7,182,-50.6
119,116,161,-48.2
119,19.1,-29.9,19.7
119,-234,-13.2,-40.9
119,-214,150,-202
119,60.9,173,-165
119,213,-107,116
119,141,-360,321
120,94.6,-76.4,215
120,121,460,-66.6
120,-18.5,458,-257
120,-324,-122,-222
120,-379,-587,45.1
120,-4.23,-476,336
121,324,73.1,254
121,215,516,-178
121,-19,397,-400
121,-27.6,-93.7,-162
121,2.09,-337,142
121,-117,-121,223
121,-136,189,191
122,69.4,231,84.6
122,226,7.12,-94.6
122,206,-197,-167
122,80.5,-168,-112
122,-177,-31.2,-95.9
122,-412,11.8,-144
122,-299,10.7,-101
123,87.1,31.3,196
123,318,7.7,541
123,223,-27.7,414
123,65.9,-24.5,-147
123,6.75,4.28,-523
123,-62.1,121,-418
124,-150,282,-34.3
124,-235,232,219
124,-217,-139,109
124,75.3,-480,-91.9
124,390,-344,11.3
124,355,159,275
124,29.5,471,236
125,-274,281,-101
125,-328,-174,-302
125,-102,-438,-194
125,236,-307,34.9
125,322,27.4,180
125,3.59,219,164
126,-305,179,47.8
126,-193,93.6,-22.4
126,137,81.8,-39.6
126,262,82.7,-130
126,142,-14.5,-191
126,-100,-151,-15.5
126,-346,-137,212
127,-284,-13.7,154
127,130,84.4,-129
127,393,154,-243
127,202,92.6,-40.1
127,-111,-128,127
127,-202,-214,44.8
127,-155,-75.9,52.7
128,-69.8,57.7,259
128,89.6,130,203
128,180,138,-214
128,35,-25.2,-437
128,-180,-220,-170
128,-126,-152,209
129,214,86.6,317
129,372,154,197
129,53.3,12.4,10.4
129,-310,-109,-152
129,-216,-38.9,-253
129,134,199,-285
129,245,312,-145
130,28.8,67.5,224
130,-307,-281,489
130,-466,-339,251
130,-138,-120,-241
130,401,127,-381
130,450,191,-89.8
130,12.8,13.3,153
131,-236,-118,74.4
131,-10.7,22.1,-65.2
131,264,152,-2.01
131,160,57.2,91.9
131,-194,-35.1,1.47
131,-384,56,-106
132,-198,152,-25.1
132,108,-27.1,139
132,155,-388,207
132,28.8,-415,108
132,2.21,111,-112
132,47.5,598,-250
132,31.1,316,-192
133,-37.2,-491,-80.9
133,-9.15,-756,46.5
133,152,-96,250
133,201,680,314
133,17.1,741,65
133,-173,150,-243
134,-197,-362,-295
134,-115,-364,-117
134,-13.1,-127,49.8
134,51.2,18.2,51.5
134,10.5,28.9,-25.1
134,-66.5,-2.01,6.15
134,39.8,18.8,121
135,269,63.6,228
135,230,49.8,333
135,-110,3.51,224
135,-293,-9.95,-246
135,-122,-11.5,-643
135,73,-7.82,-545
135,-5.38,43.7,-119
136,-209,37.7,365
136,-214,-157,696
136,73.8,-297,493
136,431,-51.6,-173
136,510,303,-548
136,235,212,-243
137,-69.4,-200,229
137,-195,-235,263
137,-370,251,-68.2
137,-564,524,-308
137,-270,128,-263
137,346,-354,-70.2
137,419,-287,148
138,-23.9,63.6,311
138,-170,110,229
138,47.2,-160,7.55
138,145,-298,6.18
138,146,-75.1,91.8
138,208,261,-79.7
138,30.5,342,-325
139,-448,74.5,-252
