Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
135,-151,277,-56.8
135,-271,183,-369
135,-218,3.4,-459
135,-78.2,-44.9,-265
136,37.7,70.8,99.2
136,54.3,13.6,443
136,90.8,-337,491
136,171,-481,110
136,131,-14.3,-397
136,99,566,-444
137,244,472,56
137,211,-112,421
137,-285,-365,203
137,-724,-90.9,-242
137,-463,248,-416
137,192,288,-221
137,453,56,160
138,235,-221,442
138,0.269,-311,310
138,-87.7,-147,-173
138,-149,63.1,-388
138,-108,116,-43.1
138,201,53.8,311
138,432,-28.4,185
139,31.7,-53.5,-156
139,-559,8.58,-235
139,-369,19.7,-93.6
139,300,-84.3,-19.7
139,385,-39,18.5
139,1.04,269,143
140,-83.5,354,266
140,62.3,-56.4,205
140,-25.8,-362,-99.9
140,-281,-164,-387
140,-303,40.2,-292
140,10.5,-27.3,92
140,304,-14,298
141,294,121,132
141,95.6,147,-175
141,-62.4,83.2,-280
141,-49.8,-32.4,-18.3
141,52.4,-146,322
141,-63.2,-100,255
142,-383,24,-152
142,-363,17.7,-295
142,166,-43.7,42.7
142,552,-34.6,352
142,287,-40.9,212
142,-242,-21,-121
142,-356,165,-268
143,-5.56,291,-254
143,271,108,-180
143,174,-149,6.73
143,-31.3,-225,228
143,-86.8,-201,291
143,-108,-134,163
143,-183,34.7,-33.1
144,-137,247,-200
144,67.6,283,-281
144,165,42.2,-163
144,41.8,-223,152
144,-4.07,-228,392
144,163,-20.3,305
145,185,151,-71.8
145,-86.5,108,-419
145,-266,-50.9,-365
145,-146,-90.9,68.1
145,31.1,18,385
145,80.3,111,248
145,60.5,112,-148
146,69.1,89.7,-342
146,75.6,44.2,-137
146,-28.2,-118,138
146,-158,-327,134
146,-181,-345,18
146,-113,-117,94.4
147,54.2,202,190
147,249,443,-29.3
147,242,390,-299
147,12.1,46.3,-133
147,-141,-249,226
147,23.1,-294,180
147,288,-165,-135
148,161,46.7,-173
148,-364,264,4.96
148,-621,286,45.6
148,-209,-29.1,9.22
148,336,-406,56.4
148,369,-386,71.2
148,62.5,15.7,-74.8
149,-125,297,-182
149,-133,231,-9.96
149,-64.8,96.1,201
149,80.6,61.3,119
149,215,-27.1,-78.1
149,173,-243,-33.8
150,19.7,-304,140
150,-42.5,67.3,31.8
150,-37.9,482,-285
150,-114,303,-270
150,-227,-308,125
150,-217,-556,316
150,-30.2,-146,87.7
151,167,368,-111
151,160,419,-42.4
151,87.3,52.3,44.2
151,159,-281,-7.07
151,67.8,-242,-97.1
151,-294,-29.7,-123
151,-242,-35.4,-41.6
152,358,-66.4,136
152,563,193,277
152,-39.7,384,200
152,-712,164,-142
152,-676,-135,-474
152,20.3,-208,-343
153,637,-175,217
153,541,-136,551
153,-48.7,-74.5,294
153,-376,32.2,-152
153,-164,231,-338
153,152,341,-285
153,143,106,-136
154,-62.1,-233,59.4
154,-109,-275,160
154,-23.8,-129,128
154,25.6,-67.1,179
154,105,-13.2,260
154,133,137,28.8
155,-104,228,-329
155,-333,191,-259
155,-117,99.1,109
155,305,-89.3,207
155,373,-302,10.4
155,60,-275,-147
155,-220,13.2,-195
156,-203,252,-161
156,-6.02,192,89.9
156,28,-23.4,405
156,-167,-96.4,295
156,-218,-33.9,-182
156,70,-49.7,-385
156,373,-110,-172
157,336,62.2,-32
157,23.5,365,-57.1
157,-227,254,141
157,-236,-287,465
157,-110,-539,405
157,16.4,-167,-44.9
158,110,282,-384
158,119,257,-323
158,29.4,-46.4,-112
158,-55.6,-113,-53.4
158,-64.7,87.4,19.7
158,-24.4,168,272
158,16.3,-0.382,353
159,15.3,-154,4.12
159,14.5,-61.8,-369
159,77.9,142,-316
159,76.2,103,34.2
159,-105,-189,280
159,-220,-253,209
159,-45.2,120,-87.4
160,210,411,-281
160,269,115,-86.3
160,107,-445,287
160,-167,-489,279
160,-340,89.4,-117
160,-240,511,-279
161,2.97,274,-22.9
161,138,-146,161
161,151,-192,36.2
161,154,-3.19,-98
161,137,81.2,-36.4
161,76.5,-12,62.5
161,1.34,-129,42.6
162,-99.7,-26.9,-21.8
162,-173,186,-37.1
162,-143,70.7,-4.02
162,-49.4,-307,54.2
162,66,-312,34.6
162,163,217,-113
163,111,612,-190
163,-87.9,353,-33.8
163,-197,-255,164
163,-118,-600,160
163,26.1,-438,68.8
163,199,8.55,60.9
163,302,332,39
164,113,335,-122
164,-250,144,-290
164,-374,-14.6,-164
164,-106,-74.6,219
164,264,-131,391
164,322,-156,119
164,14,-36.2,-249
165,-274,140,-319
165,-247,165,-166
165,-26.5,-0.579,-15.1
165,153,-161,169
165,203,-132,371
165,118,80.4,310
166,-24.6,258,-114
166,-32.1,134,-505
166,74.3,-213,-386
166,-37.6,-353,132
166,-357,-92.3,450
166,-341,231,268
166,200,202,-51.1
167,603,-83.2,-34.9
167,313,-181,131
167,-266,75.3,-103
167,-510,377,-580
167,-345,252,-503
167,-9.81,-296,219
167,292,-619,666
168,461,-269,312
168,390,348,-273
168,41.2,536,-376
168,-335,190,30.6
168,-455,-214,444
168,-282,-243,363
169,29.4,52.8,-164
169,190,189,-493
169,100,-81.1,-205
169,47.6,-331,230
169,179,-158,129
169,205,153,-272
169,-39.3,180,-188
170,-238,-4.92,332
170,-136,-44.6,442
170,43.5,199,-78.4
170,36.1,343,-483
170,-38,-11.6,-248
170,-17.1,-461,266
171,30.6,-366,416
171,77.5,22.9,121
171,106,145,-180
171,-5.18,123,-260
171,-186,213,-184
171,-171,195,20
171,87.1,-82,203
172,202,-320,134
172,-56.7,-207,-57.5
172,-219,113,-55.1
172,56.4,263,37.8
172,286,154,-56.4
172,115,-25.9,-160
172,-111,-147,19.9
173,-98.4,-196,258
173,31.6,-105,135
173,50.3,122,-219
173,-131,207,-212
173,-282,6.9,214
173,-98.9,-189,378
174,265,-134,-36.9
174,332,78.2,-475
174,36.3,234,-350
174,-147,185,156
174,-27.4,-58.8,373
174,40,-247,71.2
174,-78.9,-163,-226
175,-153,68.2,-64.3
175,-133,176,265
175,-77.5,50.5,235
175,103,-118,-131
175,312,-77.8,-353
175,233,99,-185
176,-60.2,117,121
176,-147,-84.4,232
176,-26.2,-191,123
176,15.7,0.125,5.55
176,-55,220,-13
176,-171,139,-28
176,-214,-137,-80.1
177,15.7,-259,-85.7
177,331,-77.7,-70.8
177,239,206,-95.3
177,-138,263,-48.5
177,-168,33.3,130
177,129,-188,251
177,163,-124,140
178,-166,97.2,-61.9
178,-305,71.5,-86.4
178,34.7,-186,30.6
178,347,-170,30.2
178,143,163,-140
178,-283,263,-281
179,-375,-16.8,-192
179,-45.2,-246,78.1
179,379,-126,272
179,504,179,224
179,165,304,21.6
179,-331,101,-78.1
179,-511,-205,53
180,-277,-308,166
180,90.3,-156,-12.7
180,263,77.8,-276
180,182,229,-249
180,55.8,221,11.6
180,-17.3,4.2,214
180,-82.3,-301,247
181,-45.9,-311,66.1
181,140,76.3,-257
181,219,389,-366
181,31.8,285,-115
181,-203,-26.8,181
181,-271,-233,270
182,-164,-227,184
182,10.2,-40.5,41.3
182,127,143,-57.6
182,172,119,-91.5
182,131,-49.8,-66.6
182,-53,-114,4.48
182,-210,27.5,-34.3
183,-76.7,167,-207
183,174,37,-161
183,157,-266,240
183,-42.9,-325,486
183,-91.6,30.3,168
183,8.93,391,-277
184,24.2,344,-270
184,-39,63.1,-38.6
184,10,-129,-51.6
184,112,-234,-173
184,91.7,-278,-34.7
184,-60.8,-139,263
184,-238,119,319
185,-238,267,46.2
185,-24.5,206,-209
185,135,19.1,-195
185,145,-129,-28.1
185,192,-126,80.7
185,243,-0.372,50.2
185,-5.13,94.9,-59.2
186,-380,32.3,-64.7
186,-275,-85.1,99.8
186,191,-55.2,184
186,318,34.4,41.3
186,7.63,-67.5,-76.6
186,-313,-229,-26
187,-317,-109,-10.8
187,56.8,243,-117
187,460,416,-128
187,380,163,63.5
187,-113,-214,176
187,-393,-242,-15.8
187,-195,-5.51,-207
188,85.9,59.8,-95.7
188,84.6,-84.1,90
188,-70,-125,133
188,-94.4,84.4,130
188,8.54,321,96.2
188,141,178,46
188,265,-287,38.6
189,208,-444,-109
189,-80.9,-78.4,-381
189,-323,324,-340
189,-286,382,62
189,-23.2,114,351
189,208,-248,352
190,181,-361,224
190,25.6,-102,-44.2
190,-15.1,206,-363
190,-22.7,196,-356
190,-97.2,-29.1,6.59
190,-68.8,-105,282
190,78.9,-2.69,237
191,104,34.3,15.6
191,-62.9,-8.61,-178
191,-214,17.9,-191
191,-154,101,-55.8
191,68.4,99.9,50.7
191,277,-14.2,86.9
192,325,-98.4,92
192,108,-100,88.4
192,-224,-106,91.3
192,-323,-109,30.5
192,-158,-38.3,-138
192,13.7,94,-276
192,148,212,-198
193,252,233,48.4
193,126,46.8,202
193,-150,-297,189
193,-227,-375,163
193,-78.5,30.7,127
193,88,420,-61.3
193,171,281,-310
194,106,-162,-298
194,-113,-329,12.2
194,-266,-57.3,259
194,-161,220,210
194,83.6,119,31.5
194,246,-134,-105
195,237,-117,-236
195,110,91,-224
195,-35.9,68.4,100
195,-160,-180,392
195,-199,-204,252
195,-121,104,-121
195,-12,299,-307
196,79.6,79.6,-134
196,126,-208,175
196,56.2,-126,194
196,-25.9,139,-98.7
196,31.5,210,-276
196,67.1,79.2,-112
196,-68.8,-101,160
197,-182,-212,222
197,-87.7,-135,18.3
197,128,79.2,-159
197,247,155,-9.82
197,138,5.89,223
197,-180,-112,112
198,-420,-20.8,-167
198,-186,100,-190
198,343,45.9,-33.2
198,494,-88.6,16.4
198,97.9,-114,-17.5
198,-330,7.19,10.3
198,-329,134,117
199,-22.1,81.5,212
199,156,-112,142
199,78.2,-182,-104
199,-47.6,16.6,-288
199,-34.9,289,-244
199,83.1,316,-106
200,103,3.37,-1.14
200,-4.52,-408,186
200,-38,-462,400
200,19.3,34.3,283
200,0.673,525,-149
200,-81.9,317,-353
200,-69.1,-304,-124
201,2.24,-451,88.1
201,-7.62,3.82,-1.73
201,-34.5,364,-86.7
201,-0.144,194,84
201,-5.17,-155,225
201,-77.6,-171,47.3
201,-17.2,42.2,-161
202,269,80.8,-92.5
202,455,-37.4,3.71
202,178,-47.4,-97.3
202,-412,95.5,-153
202,-720,135,56.2
202,-303,-103,293
203,456,-298,233
203,624,-85.8,-29.2
203,44.5,257,-172
203,-399,220,-85.4
203,-212,-97,50
203,107,-140,-12.4
203,81,146,-196
204,-72.5,224,-174
204,28.9,-113,84.9
204,237,-376,268
204,183,-141,144
204,-60.7,282,-138
204,-216,250,-187
204,-248,-175,71.8
205,-183,-254,244
205,31.1,128,116
205,282,251,-39.1
205,258,-107,-34.8
205,-51.9,-308,-57.4
205,-185,20.4,-230
206,40.7,412,-333
206,210,287,-126
206,20.4,-204,268
206,-269,-398,453
206,-252,-105,245
206,25.5,187,-105
206,165,155,-295
207,85.6,-13.2,-273
207,60.8,-90.7,-80.1
207,129,-96.2,208
207,87.8,-92.8,340
207,-78.1,17.3,64.3
207,-230,231,-369
208,-254,255,-326
208,-81,-24.7,233
208,197,-274,550
208,321,-240,218
208,148,-30.5,-288
208,-152,153,-413
208,-253,209,-192
209,-84.3,135,29.1
209,97.7,-49.4,122
209,126,-226,153
209,64,-187,90.6
209,29.1,48.5,-79.8
209,56.6,202,-153
209,36.2,128,0.628
210,-126,-32.2,177
210,-308,-73.6,132
210,-273,24.5,-55.2
210,63.3,25.6,-93
210,430,-183,48.9
210,407,-268,60.8
211,7.86,33.1,-169
211,-293,377,-275
211,-227,291,35.1
211,-29.8,-96.5,407
211,27.8,-278,317
211,-3.56,-69.6,-138
211,0.94,195,-402
212,44.5,97.6,-227
212,87.4,-210,106
212,94.7,-219,252
212,25.5,51.8,122
212,-85.8,146,-95.6
212,-107,-24.3,-125
213,-18.6,-114,17.5
213,33.6,63.4,55.2
213,29.5,277,-40.3
213,54.8,208,-40.7
213,52.3,-139,79.5
213,-50.4,-343,94.7
213,-143,-86.3,-60.7
214,-61.3,245,-117
214,120,113,79.3
214,110,-230,215
214,-89.3,-134,0.173
214,-129,284,-306
214,34.1,263,-291
214,123,-265,44.7
215,139,-480,338
215,132,-29.8,314
215,-102,407,41.2
215,-398,258,-221
215,-256,-142,-271
215,234,-201,-133
216,473,60.4,41.4
216,221,175,186
216,-231,38.9,219
216,-416,-23.2,29.7
216,-145,50.5,-219
216,220,-47.5,-181
216,194,-310,103
217,-117,-296,212
217,-172,93.3,25.7
217,128,392,-139
217,320,228,-39.6
217,126,-176,111
217,-202,-242,-25.4
217,-317,114,-230
218,-133,292,-71
218,193,25.3,201
218,316,-221,135
218,42.4,-124,-44.6
218,-332,67.5,-2.25
218,-349,46.7,67.2
219,11.8,-126,-47.7
219,327,-166,-161
219,294,19.3,-74.8
219,46.4,193,92.9
219,-147,180,128
219,-127,80.4,36.9
219,37.5,-15.3,-1.38
220,61.8,-106,33
220,-85.7,-147,-29.1
220,-123,-130,-126
220,7.52,-62.9,-52.7
220,106,120,53.1
220,90.2,285,-4.95
221,2.83,141,-59.3
221,-123,-202,28.6
221,-173,-272,77.3
221,-17.8,26,5.92
221,224,223,-13.7
221,257,35.6,76.7
221,27.9,-214,88.9
222,-207,-152,-112
222,-239,123,-268
222,-96.8,239,-33.4
222,89.1,75.8,337
222,198,-93.5,278
222,149,-101,-128
222,11.7,-90.4,-300
223,-77.7,-23.6,-117
223,-132,197,52.3
223,-151,281,31.8
223,-33.3,-9.67,-35.1
223,91.7,-384,19.1
223,38.2,-407,160
224,12.5,-53.4,162
224,183,299,-38.4
224,231,332,-177
224,-39.7,115,-70.7
224,-266,-87.9,63.6
224,-179,-122,-1.24
224,-7.43,-22.1,-55.4
225,33.8,35.3,92
225,-4.78,-10.5,127
225,15.5,-29.3,-123
225,97.6,0.24,-215
225,26,6.87,62.3
225,-163,-14.8,226
225,-85.6,-75.5,42.3
226,218,-123,-118
226,291,-45.5,-37.6
226,44.9,106,71.6
226,-223,165,13
226,-271,108,-121
226,-53.9,51.6,-127
227,205,43.5,-9.19
227,187,19.7,59.6
227,-93.5,-80.8,80.8
227,-254,-236,156
227,-63.6,-289,165
227,227,-91.8,-40.5
227,237,212,-255
228,-32.8,330,-183
228,-231,230,50.7
228,-150,73.5,143
228,37.6,-104,85.9
228,105,-300,9.58
228,84.1,-352,-48.2
229,68.4,-158,-44.1
229,6.16,128,18.6
229,-114,306,33.8
229,-123,284,-37.7
229,24.4,96.6,-95.4
229,85.1,-86.9,-64.7
229,-37.1,-112,14.4
230,-74.9,11.5,60.8
230,114,67.4,58.9
230,212,-95.2,95.2
230,-1.57,-242,174
230,-195,-125,124
230,-72.6,99.4,-140
230,113,172,-397
231,38.5,82.9,-306
231,-151,-52.5,103
231,-144,-109,347
231,31.5,-13,164
231,131,95,-81.7
231,94.1,67.7,-56.1
232,57,30.5,63.9
232,38.4,57,80
232,-32.9,-15,15.8
232,-115,-166,-119
232,-121,-146,-243
232,-30,42.1,-132
232,88.9,162,194
233,141,118,335
233,94.4,-27.6,95
233,-55.2,-133,-213
233,-194,-99.5,-213
233,-106,-10.9,53
233,141,33.1,140
233,164,29.7,-112
234,-103,19.2,-211
234,-234,78.6,93.9
234,-29.7,189,271
234,228,167,38.2
234,272,-90.4,-118
234,94.3,-394,35.9
235,-141,-422,126
235,-252,-89.9,-35.1
235,-146,367,-221
235,90.2,536,-205
235,178,221,8.95
235,9.97,-228,186
235,-163,-367,144
236,-127,-167,28.6
236,14.5,142,25.8
236,72,280,29.6
236,82.4,96.6,-55.9
236,133,-214,-103
236,107,-319,-55.1
237,-36,-137,-9.84
237,-133,163,-8.84
237,-98.3,322,6.42
237,2.85,198,59.1
237,78.8,-49.4,45.5
237,70,-201,-52.3
237,-36.8,-208,-42.4
238,-188,-68.3,72.1
238,-219,158,78.8
238,26.3,254,-0.979
238,411,87,-27
238,465,-150,5.31
238,-29.6,-182,-6.16
238,-529,-35.5,-134
239,-436,77.3,-223
239,44.8,82.7,-39.9
239,356,-0.912,308
239,286,-117,405
239,1.81,-134,102
239,-181,12.4,-235
240,-135,204,-276
240,-38.5,238,-147
240,-39.5,61.2,-99.6
240,-28.6,-175,-79.8
240,128,-266,129
240,245,-119,404
240,82.4,112,310
241,-188,168,-169
241,-255,11.1,-450
241,-87.2,-149,-215
241,147,-101,155
241,220,145,224
241,57.1,328,19.8
242,-109,180,-118
242,-47.7,-219,-7.41
242,90,-432,159
242,23.7,-201,154
242,-151,180,52.5
242,-131,298,-34.1
242,35,156,-181
243,69.2,-55.7,-289
243,-23.2,-204,-123
243,-27.2,-155,148
243,75,30.4,177
243,122,156,11
243,27.2,142,-79
243,-128,22.7,-7.35
244,-127,-106,143
244,121,-172,231
244,296,-99.8,47.1
244,40.3,133,-301
244,-365,261,-327
244,-338,61.4,25
245,40.4,-217,287
245,241,-231,231
245,191,3.34,-18.8
245,142,221,-262
245,96.2,180,-267
245,-78.6,-77.4,16.9
245,-290,-252,305
246,-269,-146,282
246,-0.321,141,-24.5
246,169,289,-251
246,97.3,126,-181
246,47.2,-131,-5.83
246,95,-195,75.5
246,29.9,-49.4,94.1
247,-112,127,66.4
247,-73.8,107,-31.5
247,110,-143,-94.2
247,124,-263,-36.7
247,-56.5,3.24,53.4
247,-143,310,71.2
248,-94.6,214,50.8
248,-54.2,-142,40.2
248,33.1,-239,-44.1
248,174,17.2,-141
248,137,155,-16.6
248,-109,-22.7,165
248,-204,-126,12.6
249,6.08,47.5,-279
249,152,183,-184
249,6.82,63.3,189
249,-102,-111,296
249,62.5,-115,82.5
249,190,-0.539,-110
250,-31.6,35.6,-114
250,-331,-62.3,0.359
250,-207,-107,74.9
250,282,29.6,45.9
250,506,162,2.87
250,166,111,-64.2
250,-314,-24.9,-179
