Time (s),VEL-Z (nm/s),VEL-R (nm/s),VEL-T (nm/s)
10.7,-0.0779,0.0622,-0.163
10.9,-0.154,0.00804,0.152
11,0.299,-0.0739,-0.0527
11.2,-0.275,0.0981,-0.0782
11.3,0.0951,-0.0669,0.167
11.5,0.139,-0.00183,-0.163
11.6,-0.294,0.0697,0.0695
11.8,0.284,-0.098,0.0614
11.9,-0.114,0.0711,-0.156
12.1,-0.12,-0.00394,0.161
12.2,0.287,-0.0654,-0.0727
12.4,-0.291,0.0979,-0.0579
12.5,0.131,-0.0752,0.158
12.7,0.103,0.01,-0.17
12.8,-0.279,0.0607,0.0884
13,0.298,-0.0972,0.0416
13.1,-0.149,0.0788,-0.146
13.3,-0.0845,-0.0159,0.167
13.4,0.27,-0.056,-0.0916
13.6,-0.302,0.0962,-0.037
13.7,0.164,-0.0823,0.146
13.9,0.0667,0.0218,-0.175
14,-0.26,0.0509,0.106
14.2,0.307,-0.0949,0.021
14.3,-0.181,0.0854,-0.135
14.5,-0.0473,-0.0276,0.171
14.7,0.249,-0.0457,-0.109
14.8,-0.309,0.0932,-0.0157
15,0.195,-0.0881,0.133
15.1,0.029,0.0333,-0.177
15.3,-0.237,0.0404,0.122
15.4,0.312,-0.0912,4.31e-05
15.6,-0.21,0.0906,-0.121
15.7,-0.00942,-0.0389,0.172
15.9,0.224,-0.0347,-0.125
16,-0.312,0.0888,0.00587
16.2,0.224,-0.0927,0.118
16.3,-0.00914,0.0443,-0.176
16.5,-0.211,0.0291,0.136
16.6,0.312,-0.0862,-0.021
16.8,-0.237,0.0946,-0.105
16.9,0.0287,-0.0496,0.171
17.1,0.196,-0.0233,-0.139
17.2,-0.309,0.083,0.0272
17.4,0.248,-0.0959,0.101
17.5,-0.0471,0.0546,-0.173
17.7,-0.181,0.0175,0.149
17.8,0.307,-0.0798,-0.0418
18,-0.26,0.0971,-0.0876
18.1,0.0662,-0.0596,0.166
18.3,0.165,-0.0115,-0.15
18.4,-0.303,0.0761,0.0481
18.6,0.27,-0.0976,0.0822
18.7,-0.0845,0.0641,-0.167
18.9,-0.149,0.00568,0.159
19,0.298,-0.0722,-0.062
19.2,-0.279,0.0982,-0.0689
19.3,0.103,-0.0686,0.16
19.5,0.131,0.000507,-0.16
19.6,-0.291,0.0679,0.0683
19.8,0.287,-0.098,0.0626
19.9,-0.12,0.0726,-0.159
20.1,-0.114,-0.00639,0.167
20.2,0.284,-0.0637,-0.0813
20.4,-0.294,0.0976,-0.049
20.5,0.138,-0.0768,0.151
20.7,0.096,0.0124,-0.167
20.8,-0.275,0.0587,0.0874
21,0.3,-0.0969,0.0422
21.1,-0.155,0.08,-0.149
21.3,-0.0778,-0.0182,0.172
21.4,0.266,-0.054,-0.0995
21.6,-0.305,0.096,-0.0285
21.7,0.171,-0.0834,0.14
21.9,0.0581,0.0245,-0.171
22.1,-0.256,0.0491,0.105
22.2,0.307,-0.0938,0.0208
22.4,-0.187,0.0868,-0.136
22.5,-0.0411,-0.0293,0.175
22.7,0.244,-0.0433,-0.116
22.8,-0.311,0.0929,-0.00768
23,0.202,-0.089,0.126
23.1,0.0215,0.0357,-0.173
23.3,-0.231,0.0379,0.121
23.4,0.313,-0.0905,-0.00025
23.6,-0.213,0.0908,-0.121
23.7,0.000527,-0.0418,0.176
23.9,0.222,-0.0338,-0.131
24,-0.309,0.0865,0.0143
24.2,0.233,-0.0951,0.112
24.3,-0.0139,0.045,-0.171
24.5,-0.202,0.0252,0.136
24.6,0.312,-0.0861,-0.021
24.8,-0.242,0.0941,-0.105
24.9,0.034,-0.0518,0.174
25.1,0.186,-0.0207,-0.144
25.2,-0.315,0.0833,0.0343
25.4,0.245,-0.0942,0.0929
25.5,-0.0651,0.0601,-0.17
25.7,-0.186,0.0193,0.146
25.8,0.293,-0.0732,-0.045
26,-0.276,0.103,-0.0898
26.1,0.0623,-0.0556,0.166
26.3,0.15,-0.00407,-0.158
26.4,-0.305,0.0789,0.0528
26.6,0.276,-0.0956,0.0737
26.7,-0.0827,0.0661,-0.164
26.9,-0.125,0.000254,0.158
27,0.321,-0.0768,-0.0608
27.2,-0.245,0.0868,-0.0639
27.3,0.16,-0.0869,0.168
27.5,0.178,-0.0181,-0.155
27.6,-0.243,0.0454,0.0857
27.8,0.341,-0.121,0.0661
27.9,-0.0354,0.0383,-0.142
28.1,0.00986,-0.0593,0.186
28.2,0.272,-0.0869,-0.0567
28.4,-0.588,0.156,-0.042
28.5,-0.318,0.0598,0.113
28.7,-0.302,0.157,-0.234
28.8,-0.797,0.24,0.0289
29,-0.72,0.298,-0.102
29.1,-0.593,0.5,-0.427
29.3,2.64,-0.516,0.00532
29.5,6,-2.04,0.399
29.6,3.17,-1.97,1.13
29.8,-3.32,0.146,0.957
29.9,-8.3,2.92,-0.678
30.1,-7.69,3.51,-1.55
30.2,-2.49,1.76,-1.52
30.4,3.86,-0.766,-0.383
30.5,11,-3.79,1.12
30.7,10.4,-4.54,1.3
30.8,-2.12,-0.837,1.25
31,-11.3,3.68,0.197
31.1,-5.31,3.9,-1.91
31.3,6.84,-0.393,-1.23
31.4,6.29,-2.85,1.57
31.6,-4.9,-0.547,2.19
31.7,-4.09,0.509,-0.31
31.9,4.8,-1.6,-2.15
32,1.26,-1.26,-0.654
32.2,-8.23,3.21,0.432
32.3,-6.76,5.59,-1.14
32.5,3.86,0.84,-1.2
32.6,7.57,-5.03,2.8
32.8,1.28,-4.56,5.03
32.9,-1.09,-0.311,-1.18
33.1,1.02,3.35,-7.64
33.2,1.31,3.5,-3.15
33.4,2.33,-1.12,4.67
33.5,0.214,-3.98,5.34
33.7,-8.27,0.174,1.16
33.8,-11.4,4.68,-2.94
34,3.08,1.2,-2.63
34.1,21,-5.63,0.977
34.3,14.1,-5.31,1.88
34.4,-10.7,1.25,0.176
34.6,-22.6,5.75,-2.17
34.7,-11,3.96,-2.01
34.9,11,-1.01,2.12
35,17.8,-2.09,2.35
35.2,0.351,0.613,-2.13
35.3,-16.2,1.97,-3.02
35.5,-8.6,-0.00915,-0.32
35.6,16,-5.55,1.91
35.8,24.4,-8,3.18
35.9,-0.414,0.373,3.42
36.1,-25.4,11.4,0.486
36.2,-18.1,9.42,-4.84
36.4,4.86,-4.63,-3.89
36.6,10.6,-11.2,2.14
36.7,0.317,-1.8,1.19
36.9,-2.09,7.88,-3.59
37,3.68,5.61,-1.67
37.2,7.3,-1.57,4.57
37.3,7.46,-5.7,5.69
37.5,-2.42,-5.4,-1
37.6,-14,-0.0931,-6.42
37.8,-3.72,5.72,-3.4
37.9,16.8,3.29,4.2
38.1,12.9,-5.47,8.17
38.2,-10.4,-6.71,2.49
38.4,-19.3,2.74,-7.77
38.5,-7.54,10.5,-9.46
38.7,2.59,7.4,1.05
38.8,0.504,-3.51,10.9
39,-1.98,-8.75,4.57
39.1,5.37,-2.43,-9.38
39.3,12.6,1.73,-8.96
39.4,8.41,-0.928,3.57
39.6,2.02,-0.577,9.29
39.7,0.151,1.22,2.33
39.9,-7.84,1.37,-5.27
40,-17.5,2.25,-1.71
40.2,-7.47,1.53,4.94
40.3,14,-1.14,3
40.5,14,-3.84,-4.13
40.6,-6.14,-4.08,-7.12
40.8,-7.82,0.869,-3.19
40.9,14.5,5.07,2.89
41.1,15.6,1.64,8.95
41.2,-17.4,-3.48,9.48
41.4,-33.1,-1.05,-3.32
41.5,-5.28,5.2,-16.7
41.7,23.8,2.31,-9.87
41.8,16,-5.57,11.4
42,-7.91,-1.75,16.8
42.1,-7.71,5.54,-2.62
42.3,9.14,1.16,-14.7
42.4,5.22,-3.15,-3.14
42.6,-11.6,-0.518,7
42.7,-4.08,-2.55,3.08
42.9,13.1,-7.31,0.201
43,5.61,-2.1,5.91
43.2,-6.27,10.1,6.2
43.3,-1.95,11.6,-7.78
43.5,-2.41,-2.71,-16.7
43.6,-9.8,-11.5,-5.45
43.8,-4.33,-1.56,8.92
44,7.89,9.46,9.38
44.1,8.6,2.79,4.99
44.3,2.26,-11.8,3.64
44.4,4.69,-10.1,-2.7
44.6,8.8,8.28,-10.6
44.7,-6.79,16.1,-6.06
44.9,-29.8,4.89,4.15
45,-25,-4.25,5.03
45.2,8.17,-6.1,0.696
45.3,34.7,-10.7,-0.231
45.5,30.1,-8.27,-0.0566
45.6,5.09,4.91,0.175
45.8,-16.2,9.03,2.28
45.9,-22.2,1.2,-0.0104
46.1,-10.6,-0.995,-6.91
46.2,6.68,6.58,-3.95
46.4,8.16,8.7,9.44
46.5,-7.23,-5.6,13
46.7,-16.3,-19.3,-3.09
46.8,-1.11,-9.8,-19.7
47,23.8,14.6,-14.4
47.1,24.8,25.2,4.56
47.3,4.02,5.59,16.7
47.4,-7.06,-25.8,16.3
47.6,-7.83,-30.2,4.54
47.7,-18.7,3.23,-11.7
47.9,-32,33.9,-15.9
48,-12.3,21,-4.53
48.2,36.4,-13.2,7.58
48.3,47.8,-21.8,12.5
48.5,-3.49,-3.27,8.1
48.6,-44.6,11.7,-8.63
48.8,-14.2,3.39,-20.3
48.9,34,-12.1,-4.67
49.1,20.6,-7.57,19
49.2,-22.1,11.3,12.9
49.4,-25.4,21,-15.2
49.5,-2.6,9.01,-17.4
49.7,11.3,-15.2,10.3
49.8,19.8,-24,18.5
50,20.5,-9.46,-0.9
50.1,1.51,8.52,-9.46
50.3,-27.5,14.7,3.79
50.4,-36.1,11.3,10.1
50.6,-7.71,2.43,-8.59
50.7,26,-12,-19.7
50.9,29.9,-16.9,-1.38
51,13.2,0.19,14.3
51.2,-3.41,17.8,7.47
51.4,-16.4,9.3,-3.5
51.5,-23.7,-14.6,-2.69
51.7,-11.6,-12.9,3.9
51.8,10.6,19.4,0.761
52,12.7,29.8,-11.2
52.1,7.03,-3.39,-11.5
52.3,12.9,-36.3,11.5
52.4,7.59,-31.3,29.8
52.6,-17.4,2.84,5.15
52.7,-28.5,26,-32.6
52.9,-4.22,13.5,-17.8
53,20.1,-2.15,25.3
53.2,14.2,2.31,24.4
53.3,5.99,0.42,-11.9
53.5,7.88,-6.41,-30.1
53.6,-5.27,5.16,-17.5
53.8,-32.7,15.2,1.69
53.9,-37.7,-1.64,7.8
54.1,3.44,-22.9,11.8
54.2,51,-11,21.1
54.4,47.7,17.3,15.5
54.5,7.22,5.77,-0.716
54.7,-20.4,-33.2,1.84
54.8,-21.6,-25.7,8.64
55,-20.4,24.4,-11.5
55.1,-28.7,43.8,-35.6
55.3,-23.8,23.2,-28.2
55.4,8.98,3.4,0.523
55.6,43,-11.3,19.6
55.7,38.3,-28.4,18.5
55.9,2.67,-35.3,12.2
56,-15,-17.4,4.86
56.2,-4.5,22.5,-10.6
56.3,0.529,48.8,-14.3
56.5,-14.5,24.2,-0.974
56.6,-24.4,-26.6,2.72
56.8,-3.45,-39.2,0.155
56.9,25.7,-11.5,8.43
57.1,18.4,9.58,15.9
57.2,-16.9,19.3,5.27
57.4,-26.2,22,-14.5
57.5,5.97,1.79,-11.4
57.7,38.4,-26.4,15.3
57.8,28.2,-25.8,17.6
58,-18.1,10.9,-21.2
58.1,-46.7,46.5,-46.3
58.3,-27.5,28.9,-17.4
58.4,13.5,-36.3,23.4
58.6,36.8,-61.8,28.2
58.8,25.9,-4.55,15.4
58.9,1.2,47.8,15
59.1,-16.3,22.5,12.9
59.2,-27.4,-24.6,-7.57
59.4,-16.4,-17,-26.9
59.5,17.3,16.8,-19.9
59.7,30.1,9.42,2.14
59.8,5.74,-14.6,4.47
60,-21.4,-7.57,-10.4
60.1,-22.5,11.5,-7.36
60.3,-7.92,20.7,14
60.4,-0.827,18.6,25.5
60.6,3.29,-2.94,16.3
60.7,19.5,-34.3,-6.92
60.9,37.1,-42.4,-25.4
61,28.5,-2.53,-20.5
61.2,-8.97,53.3,1.59
61.3,-47.3,50.4,18.1
61.5,-54.5,-16,15.3
61.6,-13.2,-67.1,3.7
61.8,39.2,-52.7,-0.205
61.9,44.6,7.97,-3.01
62.1,16.3,64.4,-15
62.2,-7.16,64.8,-19.6
62.4,-16.1,-0.359,1.17
62.5,-10.9,-61.7,21.4
62.7,-16.1,-39,8.83
62.8,-27.1,34,-10.7
63,-3.31,46.4,-2.38
63.1,33.1,-6.57,10.2
63.3,38.8,-32.4,-0.754
63.4,22.7,-13.4,-13
63.6,-14.2,2.12,4.39
63.7,-62.7,3.25,25.1
63.9,-45.2,8.72,2.38
64,47,9.95,-31.7
64.2,84.9,-16.7,-16.9
64.3,7.73,-36.8,18.6
64.5,-74.6,6.36,8.58
64.6,-53.9,56.4,-27.1
64.8,33.3,18.5,-14.5
64.9,71.5,-47.4,38.4
65.1,19.1,-24.8,53.4
65.2,-50.8,44.9,5.12
65.4,-67.8,52.6,-51.5
65.5,-27.8,0.33,-52.3
65.7,38.5,-50,-7.1
65.9,64,-60.3,27.7
66,12.5,-23.1,34.2
66.2,-39.3,29.6,20.1
66.3,-5.75,46,5.7
66.5,59.2,11.8,3.35
66.6,39.9,-22,-22.2
66.8,-51.6,-5.11,-53.2
66.9,-85.7,39.6,-24.2
67.1,-6.71,45.1,37
67.2,73.4,-17.8,55.9
67.4,41.5,-89.6,16.2
67.5,-46,-75.4,-39.7
67.7,-74.2,10.1,-47.9
67.8,-24.7,60.2,3.07
68,50.1,58.2,47.4
68.1,64.9,53.5,29.3
68.3,-9.42,20.4,-16.7
68.4,-44.2,-56.7,-26.1
68.6,35.8,-83.3,-5.4
68.7,84.3,-13.8,3.16
68.9,6.02,46,5.3
69,-81.5,22.9,11.8
69.2,-67.6,-5.09,-8.97
69.3,-3.68,22.1,-47.3
69.5,17.1,34.3,-31.9
69.6,4.09,-7.63,34.2
69.8,4.32,-45,64.2
69.9,8.88,-46.2,30
70.1,14.5,-20.9,-15.2
70.2,33.3,16.6,-28.1
70.4,30.7,19.9,-11.2
70.5,-15.2,-23,18.4
70.7,-54.6,-24.1,29.7
70.8,-41.4,47.2,-6.29
71,14.2,76.4,-36
71.1,67.2,10,1.02
71.3,49.1,-38.1,22.9
71.4,-59.4,6.23,-51.2
71.6,-114,26.8,-96.6
71.7,14.1,-53.9,3.02
71.9,155,-91.3,106
72,81.1,-4.79,75.6
72.2,-120,64.5,4.9
72.3,-177,45.4,-24.8
72.5,-20,21.6,-43.7
72.6,124,26.4,-40.8
72.8,81.9,7.41,-0.96
72.9,-18.4,-43.7,25.2
73.1,-14.8,-48.9,16.8
73.3,42,5.09,3.78
73.4,32.1,24.1,-1.75
73.6,-31,-13.4,12
73.7,-64.6,-41.4,42
73.9,-56.3,-36.1,33.4
74,-17.4,-0.763,-47
74.2,37.1,47.6,-117
74.3,54.4,54.8,-54.1
74.5,29.6,13.4,89
74.6,13.1,-27.4,123
74.8,7.43,-45.1,18.6
74.9,-18.8,-17.7,-86.5
75.1,-52,73.2,-94.6
75.2,-40.8,133,-21.2
75.4,18.1,36.5,52.9
75.5,35.2,-127,63.2
75.7,-29.9,-146,15.4
75.8,-49.9,-26.4,-34.5
76,53.5,41.6,-23.6
76.1,129,4.92,55.2
76.3,24.8,-13.6,92.5
76.4,-142,46.3,-13.4
76.6,-127,92.4,-145
76.7,55.8,43.5,-103
76.9,157,-55,63.9
77,65.6,-78.7,127
77.2,-90,5.43,37.8
77.3,-127,55.5,-45.7
77.5,-12.1,-13.1,-59.3
77.6,96.9,-71.5,-49.7
77.8,76.9,-9.46,-17.2
77.9,-12.1,84.4,24.3
78.1,-66.3,88.8,40.8
78.2,-62.3,12.9,41
78.4,-20.8,-70.9,28.5
78.5,14.9,-106,13.2
78.7,24.4,-58.1,5.99
78.8,35.7,30.5,-27.3
79,55.6,49.9,-69.7
79.1,63.2,-18.5,-41.9
79.3,17.2,-40.9,36.2
79.4,-94.9,61.8,45.6
79.6,-149,143,-26.2
79.7,-38.3,52.3,-51.2
79.9,121,-105,34.3
80,143,-162,129
80.2,14.4,-73.6,77.4
80.3,-133,109,-107
80.5,-169,204,-191
80.7,-28.3,80.6,-58.3
80.8,179,-109,96.1
81,211,-166,102
81.1,15.1,-93.5,28.6
81.3,-176,25.5,-27.2
81.4,-150,136,-40.4
81.6,33.9,139,-3.23
81.7,149,-8.11,52.8
81.9,73.6,-137,51.7
82,-94.4,-115,-22.9
82.2,-173,-46.9,-78.5
82.3,-77.9,-11,-36
82.5,118,57,42.7
82.6,218,144,33.3
82.8,108,145,-51.8
82.9,-87.5,17.9,-57.8
83.1,-205,-154,75.5
83.2,-167,-203,169
83.4,36.5,-28.2,45.8
83.5,230,203,-157
83.7,188,212,-180
83.8,-37.9,2.62,-33.3
84,-176,-180,104
84.1,-128,-184,123
84.3,-24,-33.8,1.38
84.4,48.9,109,-128
84.6,95.5,93.4,-92.8
84.7,93.7,-26.7,61.9
84.9,18.1,-79.5,174
85,-96.5,5.73,148
85.2,-138,119,-24.8
85.3,-14.1,99.9,-193
85.5,132,-39,-163
85.6,88.2,-133,7.33
85.8,-46.3,-80.9,110
85.9,-50.3,42.6,91.7
86.1,24.1,87.5,44.3
86.2,-0.6,24.4,21.1
86.4,-69.4,-57.4,-23.2
86.5,-14.3,-76.7,-95.8
86.7,94.8,-19.9,-94.5
86.8,68.4,59.3,-7.13
87,-50.1,88.8,61.2
87.1,-74.5,40.5,70.5
87.3,5.22,-21.5,34.6
87.4,55.7,-21.2,-40.4
87.6,25.3,17.3,-107
87.8,-36,6.92,-76.6
87.9,-65.6,-100,77.6
88.1,-43.2,-169,211
88.2,-3.52,-3.62,130
88.4,27.5,233,-113
88.5,46.5,205,-260
88.7,39.9,-53.1,-167
88.8,19,-237,75.7
89,8.87,-153,250
89.1,-6.84,109,201
89.3,-48.1,212,0.282
89.4,-42,9.67,-126
89.6,60.3,-202,-77.9
89.7,115,-115,-31.3
89.9,9.13,144,-107
90,-125,228,-117
90.2,-114,65,25
90.3,11,-131,142
90.5,74.7,-184,130
90.6,10.2,-99.3,19.3
90.8,-80.2,34.1,-83.2
90.9,-74.8,122,-64.3
91.1,67.5,86,6.41
91.2,219,-34.4,8.72
91.4,149,-103,3.9
91.5,-119,-53.4,63.3
91.7,-245,69.2,112
91.8,-96.6,145,56.6
92,88.1,88.4,-89.3
92.1,135,-58.6,-193
92.3,76.6,-155,-141
92.4,-7.05,-73.3,23.3
92.6,-74.9,90.6,174
92.7,-95.6,85.2,178
92.9,-48.1,-103,2.93
93,19.7,-168,-161
93.2,51.2,43.4,-115
93.3,50.6,253,51.8
93.5,44.7,174,89.6
93.6,18.1,-82.3,-30.8
93.8,-35,-227,-80.7
93.9,-39.8,-159,41
94.1,26.9,1.9,145
94.2,54.3,106,81.3
94.4,-25.3,107,-69.2
94.5,-107,25.5,-137
94.7,-81.1,-42.6,-78
94.8,9.94,28.1,-6.8
95,57.4,147,24.2
95.2,40.9,85.1,71.3
95.3,28.8,-127,73.8
95.5,45.2,-232,-28.7
95.6,43.7,-111,-93.4
95.8,22.3,84.4,-13.9
95.9,-3.64,119,114
96.1,-50.6,-23.2,141
96.2,-56.6,-94.2,27.2
96.4,33.1,20.6,-110
96.5,63.7,111,-153
96.7,-119,36,-109
96.8,-291,-26.3,-7.43
97,-115,62.9,105
97.1,235,136,108
97.3,310,14.7,-11.6
97.4,99.5,-216,-82.1
97.6,-39.7,-289,-17.6
97.7,-8.78,-41.5,87.3
97.9,-26.1,266,149
98,-115,235,96.6
98.2,-104,-23,-111
98.3,-31.2,-107,-273
98.5,-9.28,-23.7,-149
98.6,12.2,-30,116
98.8,81.3,-86.1,193
98.9,122,-8.73,61
99.1,54.2,78.8,-43.3
99.2,-72.5,-12.4,-34.5
99.4,-127,-102,-29
99.5,-60,43.7,-77.2
99.7,33.3,236,-61.1
99.8,58.3,119,109
100,41.5,-200,258
100,2.91,-262,128
100,-78.8,10.2,-203
100,-84.8,211,-381
101,103,70.5,-178
101,262,-139,215
101,75.8,-33,337
101,-297,185,110
101,-364,83.1,-67.2
101,-21.9,-183,-79.4
101,293,-175,-124
102,255,39,-130
102,46.6,115,20
102,-34.2,74.9,112
102,-28.9,47.7,19.5
102,-88.8,-48.8,-40.1
102,-138,-190,32.1
103,-107,-167,58.7
103,-17.7,57.1,7.15
103,140,299,-21.6
103,195,339,-68.5
103,-1.47,53.7,-108
103,-165,-319,-4.73
103,-65.3,-340,162
104,41.5,-69.9,191
104,-26.1,65.7,55.4
104,-54.4,17.2,-113
104,59.8,61,-165
104,98.4,208,-91.6
104,37.1,189,-19.2
105,113,-58.3,3.75
105,177,-239,15.3
105,-87.4,-141,37.2
105,-381,55.8,55.5
105,-227,121,44.9
105,152,66.2,51
105,215,-9.62,89.1
106,-10.9,-11.9,3.49
106,-102,30.8,-185
106,24.4,-43.5,-166
106,126,-157,52.6
106,71.6,-51.1,113
106,-78.7,158,-28.1
106,-135,98.6,-65.1
107,-6.61,-129,87.3
107,84.5,-92.7,186
107,16.2,161,94.2
107,-8.13,200,-84.1
107,56.6,-70.8,-201
107,14.3,-256,-158
108,-108,-67.9,0.444
108,-56.2,169,83.6
108,149,53.4,44.1
108,187,-192,21.9
108,-45.3,-96.9,21.5
108,-302,221,11.9
108,-300,247,54.2
109,0.0498,-48.6,88.4
109,327,-253,44.9
109,352,-133,-63
109,74.6,188,-178
109,-212,329,-106
109,-285,58.6,129
109,-104,-301,129
110,160,-327,-179
110,211,-112,-295
110,15,60,64.5
110,-129,168,440
110,-49.1,233,290
110,94.4,136,-181
111,60.4,-95.5,-349
111,-167,-198,-74.3
111,-242,-56,172
111,56.4,94.9,109
111,326,79.3,-30.7
111,165,31.6,-58.7
111,-155,50.7,-29
112,-183,8.14,7.89
112,30.1,-130,21.6
112,128,-162,-32.7
112,5.65,-37.2,-103
112,-106,65,-75.5
112,-5.47,115,88.6
113,143,165,262
113,56.3,88.9,204
113,-187,-169,-73.6
113,-251,-355,-256
113,-47.2,-155,-230
113,181,295,-148
113,192,440,-35.8
114,30.8,63.5,198
114,-34.2,-353,430
114,73.8,-320,375
114,128,4.7,-35.8
114,-29.2,187,-496
114,-243,185,-582
114,-228,148,-177
115,8.04,61.7,355
115,151,-94.6,539
115,103,-218,273
115,45.1,-172,-144
115,25.1,74.2,-363
115,-31.7,282,-282
116,-120,118,-29
116,-109,-274,228
116,112,-330,319
116,293,63.9,116
116,38.9,320,-194
116,-388,66.7,-224
116,-252,-240,22.6
117,347,-113,133
117,482,176,-42.4
117,-46.6,165,-184
117,-464,-49.4,-62.9
117,-334,-108,81.4
117,-15.1,12.2,18.2
118,133,109,-30.9
118,171,146,133
118,191,112,269
118,132,-90,123
118,-12.8,-284,-145
118,-144,-188,-207
118,-85.3,22.2,-55.9
119,131,36.8,28.7
119,125,1.1,-54.6
119,-201,113,-113
119,-347,160,-7.23
119,-52,21.3,116
119,235,-52.4,46.8
119,189,-12.7,-79.2
120,107,-85.6,14.8
120,159,-168,182
120,49.4,18.5,138
120,-296,296,-27.9
120,-442,223,-136
120,-164,-203,-160
121,199,-433,-98.3
121,316,-81.5,11.6
121,230,410,63.2
121,84.5,326,48
121,-117,-208,117
121,-320,-411,221
121,-246,-22.6,42.9
122,129,388,-313
122,385,281,-305
122,294,-158,90.6
122,23.8,-335,303
122,-221,-73.3,73.3
122,-332,191,-245
122,-253,112,-255
123,4.84,-125,52.4
123,257,-208,352
123,234,-80.6,303
123,-32.8,85.5,-16.8
123,-161,113,-172
123,4.58,64.1,-101
124,133,122,-158
124,-18.4,201,-303
124,-215,63,-151
124,-141,-214,234
124,128,-252,400
124,230,29.8,225
124,78.8,177,-11.9
125,-57.9,-28,-132
125,-92.8,-143,-202
125,-113,20.2,-252
125,24.3,26.2,-131
125,300,-183,188
125,250,-105,404
126,-227,216,276
126,-523,200,-46.8
126,-217,-85.2,-301
126,333,-92.4,-365
126,523,104,-162
126,161,91.4,218
126,-378,-49.6,377
127,-500,-45,57.5
127,-110,53.3,-343
127,305,73.9,-289
127,343,12.2,74.4
127,85.7,-48.5,277
127,-138,-79.7,183
127,-193,-110,-23.4
128,-135,-122,-102
128,8.61,-35,-37.6
128,166,132,14.7
128,188,173,37.7
128,5.36,21.3,51.1
128,-228,-77.6,20.8
129,-236,-35.7,-3.57
129,35.5,-33.5,-20.9
129,330,-75.3,-106
129,333,-50.4,-135
129,32.7,-0.955,33.9
129,-186,82.2,152
129,-135,244,-9.62
130,-103,273,-165
130,-209,-3.13,-76.6
130,-177,-342,91.1
130,80.8,-374,225
130,265,-71.9,276
130,181,231,78.8
130,-16.4,238,-337
131,-149,9.77,-570
131,-144,-138,-268
131,57.4,-53,318
131,259,63.4,556
131,174,77.9,274
131,-74.5,123,-116
132,-204,138,-272
132,-206,-84.4,-190
132,-151,-340,5.65
132,-31.9,-211,158
132,138,179,158
132,251,311,44.3
132,164,24.3,-80.2
133,-35,-371,-164
133,-136,-461,-170
133,-118,-62.7,-42.8
133,-1.38,492,149
133,173,629,183
133,184,244,25.1
134,-46.9,-241,-68.3
134,-222,-455,-5.78
134,-119,-315,-20.1
134,57.4,101,-166
134,13.8,461,-180
134,-167,303,8.13
134,-112,-243,168
135,206,-497,220
135,358,-230,258
135,146,141,205
